Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ValveLeft,ValveRight
244,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1459.016611,1464.2533130000006,5.236701999999923,3.5537,4.2367,0.6829999999999998,3.8037,3.9705,0.16680000000000028,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.7691, 0.8903000000000001, 2.8949000000000003, 3.7822, 3.9705, 4.1239, 4.26, 4.3859, 4.5328]","[0.8136, 0.9543, 2.9136, 3.8467, 3.9708, 4.1826, 4.3148, 4.4442, 4.5725]","[0.7269, 1.0406, 1.5056, 2.3424, 2.4852000000000003, 2.6424000000000003, 3.0247]","[0.8129000000000001, 1.0949, 1.5569000000000002, 2.4106, 2.545, 2.7030000000000003, 3.0839999999999996]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
245,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1464.267111,1469.1636130000006,4.8965019999998285,3.3206,3.8965,0.5758999999999999,3.5706,3.6295,0.05889999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[0.5827, 3.6295, 3.8053, 3.9193, 4.046, 4.1844, 4.316]","[0.6103000000000001, 3.7451, 3.8555, 3.9723, 4.1008, 4.2335, 4.364]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
246,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,1469.176411,1478.281513,9.105101999999988,5.7443,6.1051,0.3608000000000002,5.9943,6.0956,0.10130000000000017,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.4690000000000003, 4.4855, 5.9165, 6.2522, 6.3761]","[3.4854000000000003, 4.545, 6.0259, 6.2953, 6.4483000000000015]","[0.172, 2.4976000000000003, 2.6247000000000003, 2.7307, 2.8533, 2.9865, 3.1285000000000003, 3.2875, 3.4610000000000003, 3.5654000000000003, 3.71, 4.0205, 4.3421, 4.6497, 4.8924, 5.2153, 5.9798, 6.0956, 6.533600000000002, 6.7842, 8.8658, 8.996]","[0.2075, 2.5506, 2.6741, 2.7849, 2.9064, 3.0414000000000003, 3.1889000000000003, 3.3472, 3.4877, 3.6254, 3.7708, 4.0713, 4.4011000000000005, 4.7120000000000015, 4.9102000000000015, 5.2718, 6.0287000000000015, 6.1517, 6.5847000000000016, 6.7875000000000005, 8.9192, 9.0736]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
247,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,1478.299711,1484.9290130000006,6.629302000000052,3.3181000000000003,3.6293,0.3111999999999999,3.5681000000000003,3.6198,0.051699999999999864,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0602, 3.4897]","[0.1039, 3.5108]","[0.1963, 0.446, 0.6055, 3.31, 3.475, 3.6198, 5.0579, 5.1931, 5.5422, 5.6981]","[0.2529, 0.4813, 0.6307, 3.3619000000000003, 3.5116, 3.6939, 5.1152000000000015, 5.2511, 5.5767000000000015, 5.741700000000002]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
248,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,1484.941811,1492.117113,7.1753020000001015,3.3206,4.1753,0.8546999999999998,3.5706,4.1658,0.5951999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.1658],[4.2342],"[0.5058, 0.6365000000000001, 0.8074, 3.3602000000000003, 3.5027000000000004, 4.3994, 4.5154000000000005, 4.7107, 6.6318, 6.6996, 6.8126000000000015]","[0.5586, 0.7033, 0.8573000000000001, 3.4209, 3.5594, 4.4235000000000015, 4.5680000000000005, 4.7589999999999995, 6.6964000000000015, 6.716900000000001, 6.8732000000000015]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
249,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1492.1305109999994,1497.508513,5.378001999999924,3.3206,4.378,1.0,3.5706,4.1110000000000015,0.5403999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[0.3657, 1.2669, 4.111000000000001, 4.2241, 4.3364, 4.4619, 4.5992000000000015]","[0.3945, 1.3027, 4.1708, 4.2718, 4.3887, 4.5102, 4.6411]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
250,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1497.522311,1502.966313,5.444001999999955,3.5172000000000003,4.444,0.9267999999999996,3.7672,4.1770000000000005,0.40980000000000016,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.8580000000000001, 1.2978, 1.435, 2.8537000000000003]","[0.8979, 1.3449, 1.504, 2.886]","[1.1463, 1.6042, 1.8394, 2.6622000000000003, 2.9882, 4.1770000000000005, 4.2894000000000005, 4.4042, 4.529, 4.6835]","[1.2041, 1.6663, 1.8791, 2.7375000000000003, 3.0519000000000003, 4.2344, 4.3362, 4.4549, 4.5837, 4.7339]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
251,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,1502.981911,1509.325013,6.343101999999818,4.5074000000000005,5.3431000000000015,0.835700000000001,4.7574000000000005,5.0139999999999985,0.2565999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7118, 5.0769, 5.1688, 5.2913000000000014, 5.4158, 5.5593]","[4.7928000000000015, 5.0962000000000005, 5.226, 5.3461, 5.471, 5.5974]","[3.2319999999999998, 3.3647, 3.5149000000000004, 3.6791, 3.8338, 3.9784, 5.013999999999999, 5.9620000000000015]","[3.2827, 3.4207, 3.5822000000000003, 3.7332, 3.8773, 4.0239, 5.0284, 5.9675]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
252,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1509.338811,1515.023713,5.6849019999999655,4.1049,4.6849,0.5800000000000001,4.3549,4.4179,0.06300000000000061,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.18, 4.127]","[3.2041, 4.1916]","[2.7307, 2.8593, 2.9995000000000003, 3.181, 3.2877, 3.5759000000000003, 4.2701, 4.4179, 4.5549, 4.6889, 4.8312, 4.9661]","[2.7849, 2.9098, 3.0594, 3.2071, 3.3387, 3.6461, 4.3323, 4.4855, 4.6135, 4.7502, 4.8871, 5.0152]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
253,1,1.0,0,0,1,0,,1.0,,,0,1515.034711,1521.131313,6.096602000000075,3.8371,5.0966000000000005,1.0,4.0871,5.0871,1.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[2.8791, 3.036, 3.1239999999999997]","[2.9509000000000003, 3.1158, 3.1431]","[3.1846, 3.3081]","[3.2316000000000003, 3.3649]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
254,1,,1,0,0,0,1.0,,1.0,,1,1521.146311,1526.0304130000006,4.8841019999999835,3.3206,3.8841,0.5634999999999999,3.5706,3.6171,0.04649999999999999,iaa,iaa,1,,0,0,1,1,70.0,,[0.4868],[0.5167],"[0.4881, 0.5984, 0.7566, 1.2514, 3.6171, 3.7588, 3.8739999999999997, 3.998, 4.1289, 4.2725]","[0.524, 0.6698000000000001, 0.8118000000000001, 1.2989000000000002, 3.6975, 3.8085, 3.9267, 4.0505, 4.1792, 4.3159]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
255,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,1526.045311,1532.769713,6.724401999999827,3.3206,3.7244,0.4038,3.5706,3.7149,0.14429999999999987,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.7149, 3.85, 3.963]","[3.7242, 3.8768, 4.0218]","[3.5484, 3.7159, 4.1023000000000005, 4.6231, 4.7723, 4.9037000000000015, 5.5465, 5.7139999999999995, 5.8658]","[3.596, 3.7256, 4.1631, 4.6819999999999995, 4.8187000000000015, 4.96, 5.6384, 5.7862, 5.9283]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
256,1,0.0,0,0,1,0,,0.0,,,0,1532.7836109999994,1538.3637130000006,5.580101999999896,3.3206,4.5801,1.0,3.5706,4.5706000000000016,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[0.5005000000000001],[0.5264],"[0.4568, 0.787, 1.2322]","[0.5129, 0.8453, 1.2803]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
257,0,,1,0,0,0,1.0,,0.0,,1,1538.377911,1543.429113,5.051201999999876,3.3181000000000003,4.0512000000000015,0.7331000000000012,3.5681000000000003,3.785,0.21689999999999987,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.6905, 3.5091, 3.785, 3.9226, 4.0428000000000015, 4.1761, 4.3452]","[0.7116, 3.5695, 3.8532, 3.9697, 4.0988, 4.2279, 4.3596]","[0.3855, 0.5238, 0.6931, 0.8343, 1.4303, 1.5665, 1.7541]","[0.4449, 0.5802, 0.7155, 0.8787, 1.4887, 1.6304, 1.8039]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
258,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1543.4421109999994,1548.563813,5.121701999999914,3.3206,4.1217000000000015,0.8011000000000013,3.5706,3.8547,0.2841,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.5689, 3.8547, 3.9802, 4.1052, 4.2331, 4.3751]","[3.6365, 3.9196, 4.038, 4.1586, 4.2839, 4.4201000000000015]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
259,1,1.0,0,0,1,0,,1.0,,,0,1548.654911,1554.362613,5.7077019999999274,3.4482000000000004,4.7077,1.0,3.6982,4.6982,0.9999999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[2.6639999999999997, 2.7896, 2.9192]","[2.7192000000000003, 2.8381000000000003, 2.9798]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
260,1,,0,0,1,0,,,,,0,1554.377311,1559.957413,5.5801020000001245,3.3206,4.5801,1.0,3.5706,4.5706000000000016,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,"[0.4043, 1.4396]","[0.4444, 1.4817]","[0.0813, 0.237, 0.6968000000000001, 0.8645, 1.5726, 2.2343, 2.3749, 2.5104]","[0.17170000000000002, 0.29050000000000004, 0.7508, 0.9178, 1.6342, 2.2959, 2.43, 2.5754]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
261,0,,1,0,0,0,1.0,,0.0,,1,1559.969211,1564.876813,4.907601999999997,3.3181000000000003,3.9076,0.5894999999999997,3.5681000000000003,3.6414,0.0732999999999997,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.5174000000000003, 3.5213, 3.5319000000000003, 3.6414, 3.7343, 3.8642, 3.9903, 4.118, 4.2782]","[3.5204, 3.5244, 3.5338000000000003, 3.6654, 3.7905, 3.9134, 4.0469, 4.1714, 4.2788]","[0.1982, 0.33940000000000003, 0.498, 1.159, 1.3197, 3.4652000000000003, 3.491, 4.2499, 4.4069]","[0.2646, 0.3913, 0.5488000000000001, 1.2161, 1.3764, 3.4751000000000003, 3.5253, 4.292, 4.4307]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
262,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1564.890011,1570.691113,5.801102000000127,4.1088000000000005,4.8011,0.6922999999999995,4.3588000000000005,4.5349,0.17609999999999992,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[2.8984, 3.0527, 4.5349, 4.6616, 4.6678000000000015, 4.7809, 4.9013, 5.011, 5.144]","[2.9429000000000003, 3.1026, 4.5517, 4.6673, 4.7154, 4.8142000000000005, 4.9421, 5.0677, 5.1928]","[2.7581, 3.1811000000000003, 3.5798, 4.1532, 4.1716000000000015, 5.316]","[2.7942, 3.234, 3.6064, 4.1568000000000005, 4.2207, 5.3345]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
263,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1570.7075109999994,1575.712113,5.004601999999977,3.3181000000000003,4.0046,0.6864999999999997,3.5681000000000003,3.7384,0.17030000000000012,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.5462, 3.7384, 3.8812, 3.9785, 4.0963, 4.2243]","[3.6137, 3.775, 3.9036, 4.0264, 4.1479, 4.2713]",[4.3848],[4.4067],10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
264,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1575.725811,1581.309313,5.583501999999953,4.0175,4.5835,0.5659999999999998,4.2675,4.3165,0.049000000000000384,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[2.7831, 3.3578]","[2.8113, 3.3916]","[2.6311, 2.8895, 3.0371, 3.1769000000000003, 3.4885, 4.2076, 4.3165, 4.4401, 4.5539000000000005, 4.6766000000000005, 4.8169, 4.9614, 5.114, 5.2442, 5.3881000000000006]","[2.6895, 2.9611, 3.0894000000000004, 3.2363, 3.5431000000000004, 4.2469, 4.3718, 4.4868000000000015, 4.6077, 4.7281, 4.8698000000000015, 5.0158000000000005, 5.1716000000000015, 5.2952, 5.434]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
265,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1581.325111,1586.223113,4.898001999999907,3.3181000000000003,3.898,0.5798999999999999,3.5681000000000003,3.6318,0.06369999999999988,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.4938, 3.6318, 3.7519, 3.8756, 4.0331]","[3.5563, 3.6838, 3.8065, 3.9343, 4.0592000000000015]","[4.0498, 4.146, 4.314]","[4.0579, 4.2036, 4.3483]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
266,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1586.242011,1592.898513,6.656502000000048,4.7735,5.6565,0.883,5.0235,5.3903,0.3667999999999996,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[1.4314, 2.3813, 2.5585, 4.9092, 5.3903, 5.4006, 5.495, 5.6315, 5.7588]","[1.4780000000000002, 2.4436, 2.5789999999999997, 4.974, 5.3992, 5.4208, 5.5667, 5.6869000000000005, 5.8180000000000005]","[1.4456, 1.5473, 1.6702, 1.8278, 1.9884, 2.6637, 2.8007, 3.2942, 3.463, 3.6001000000000003, 3.8025, 3.9117, 4.1136, 4.2445, 5.8958, 6.2377]","[1.4832, 1.5955, 1.7265, 1.8815, 2.0369, 2.7215000000000003, 2.8588, 3.3606000000000003, 3.5059, 3.6738, 3.8259, 3.9656, 4.1602000000000015, 4.2967, 5.9502000000000015, 6.2574000000000005]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
267,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,1592.913211,1599.577813,6.664602000000057,3.3181000000000003,3.6646,0.3464999999999998,3.5681000000000003,3.6551,0.08699999999999974,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.5239000000000003, 3.7987, 3.9294, 5.5837]","[3.5806, 3.8502, 3.993, 5.6189]","[3.6551, 3.6971, 4.0779000000000005, 4.2287, 4.9864000000000015, 5.102, 5.2495, 5.711]","[3.6822, 3.7198, 4.1269, 4.2844, 5.0353, 5.1701000000000015, 5.3085, 5.7612000000000005]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
268,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,1599.588711,1605.341013,5.752301999999872,3.9779,4.7523,0.7744,4.2279,4.4853000000000005,0.2574000000000005,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[2.9370000000000003, 3.1762, 3.1856, 4.0431]","[2.9505000000000003, 3.1827, 3.2310000000000003, 4.0891]","[2.9135, 3.0394, 3.3111, 3.4489, 4.0689, 4.1796, 4.4853000000000005, 4.622, 4.7309, 4.8631, 4.996, 5.1273, 5.2595, 5.4014000000000015]","[2.9608000000000003, 3.0991, 3.3692, 3.5039, 4.1006, 4.2372000000000005, 4.5463000000000005, 4.6640000000000015, 4.7866, 4.9287, 5.0519, 5.1815000000000015, 5.3108, 5.4483000000000015]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
269,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1605.355511,1612.307713,6.952201999999943,5.2823,5.9522,0.6699000000000002,5.5323,5.686,0.15369999999999973,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[2.8717, 3.0609, 5.5062000000000015, 5.686, 5.7120000000000015, 5.8383, 5.9666000000000015, 6.100300000000002, 6.2492]","[2.9213, 3.0639999999999996, 5.5713, 5.7099, 5.7725, 5.8992, 6.0275, 6.156700000000002, 6.283600000000002]","[3.1045000000000003, 3.2313, 3.3874, 3.5460000000000003, 3.6566, 3.7727, 3.8907, 4.0252, 4.1582, 4.2885, 4.4334, 4.5879, 4.7533, 5.7250000000000005, 6.3914]","[3.1289999999999996, 3.2960000000000003, 3.45, 3.6056, 3.6977, 3.8154, 3.9417, 4.0751, 4.207, 4.3401000000000005, 4.4866, 4.6386, 4.8115000000000006, 5.7684000000000015, 6.4294]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
270,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1612.321511,1621.0702130000002,8.748701999999868,6.5042,7.7487,1.0,6.7542,7.4817,0.7275,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[2.7030000000000003, 2.7626, 4.3121, 5.2032]","[2.7192000000000003, 2.7823, 4.3615, 5.2158000000000015]","[2.4095, 2.5525, 2.5997000000000003, 2.6074, 2.7689999999999997, 2.7929, 2.8961, 3.0226, 3.1661, 3.3048, 3.4326000000000003, 3.5816000000000003, 3.7437, 4.0344, 4.4556, 4.7074, 5.1688, 5.1755, 5.3271000000000015, 5.3544, 5.457000000000001, 5.657, 5.9752, 7.4817, 7.6011000000000015, 7.7256, 7.8639, 8.0031]","[2.4632, 2.5684, 2.6016, 2.6146000000000003, 2.7829, 2.8246, 2.9496, 3.0808, 3.2203, 3.3613, 3.4937, 3.6372, 3.7845, 4.0936, 4.5124, 4.7456000000000005, 5.1715, 5.2272, 5.3322, 5.381, 5.5162, 5.6913, 6.0436000000000005, 7.5408, 7.656300000000001, 7.785100000000001, 7.9156, 8.0511]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
271,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1621.088511,1627.7959130000006,6.707402000000003,5.141,5.7074000000000025,0.5664000000000016,5.391,5.4412,0.05020000000000024,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.3637000000000015, 5.2751, 5.4412, 5.572500000000002, 5.6945000000000014, 5.8156, 5.9693000000000005]","[4.365, 5.3429, 5.4899, 5.6129999999999995, 5.743600000000002, 5.868600000000002, 5.9972]","[3.0192, 3.0969, 3.1845000000000003, 3.3436000000000003, 3.5273000000000003, 3.6922, 4.159, 4.3375, 4.4527, 4.612, 6.1183000000000005]","[3.0875000000000004, 3.1191, 3.237, 3.3927, 3.5914, 3.738, 4.2193000000000005, 4.3741, 4.508, 4.6684, 6.1441]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
272,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1627.811311,1635.700413,7.889102000000093,6.2433000000000005,6.8891,0.6457999999999995,6.4933000000000005,6.6229000000000005,0.12959999999999994,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[2.3625000000000003, 2.4698, 3.0916, 3.6045, 4.5153, 5.165, 6.4046, 6.6229000000000005, 6.6376, 6.7708, 6.9042, 7.032100000000002, 7.1681]","[2.39, 2.5316, 3.1329, 3.6422, 4.5555, 5.2069, 6.4759, 6.6275, 6.6589, 6.8287, 6.958900000000001, 7.0909, 7.2171]","[0.2311, 2.2111, 2.6104000000000003, 2.7632000000000003, 3.2128, 3.8879, 4.0503, 4.6352, 4.8003, 4.9990000000000006, 5.2863000000000016, 5.551, 5.7143000000000015, 7.3026, 7.3323]","[0.2604, 2.2734, 2.6886, 2.8258, 3.2693000000000003, 3.9499, 4.1074, 4.7223000000000015, 4.8616, 5.0459000000000005, 5.3364, 5.6099000000000006, 5.7769, 7.3085, 7.3614000000000015]",10,0.75,2.0,0.5,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM33,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod3,419,36002,419,1.6.2,419_stage_training_v3_20220808-120510,2022-08-08,12:05:19.067686,12:57:34.999398,,
