Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ValveLeft,ValveRight
13,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,77.701311,84.896513,7.1952019999999965,5.4933000000000005,6.1952000000000025,0.7019000000000011,5.7433000000000005,5.7618,0.01849999999999952,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[1.5436, 1.6383, 1.7559, 2.1426000000000003, 2.4448000000000003, 2.8084, 3.4467000000000003, 3.8914, 4.3726, 4.6993, 4.8530000000000015, 5.7618, 5.939500000000002, 6.5968]","[1.5491, 1.6711, 1.7942, 2.1865, 2.4859999999999998, 2.8359, 3.4882, 3.9299, 4.4147, 4.7459, 4.8900000000000015, 5.7782, 5.9474, 6.6058]","[1.8821, 2.0004, 2.2882, 2.6715, 2.9253, 3.1066000000000003, 3.3128, 3.5836, 3.7344, 4.0390000000000015, 4.206, 4.5457, 4.9957, 5.2143000000000015, 5.9276, 6.0373, 6.1888000000000005, 6.2881, 6.4205000000000005]","[1.9216, 2.0449, 2.3361, 2.6753, 2.9782, 3.1409, 3.3492, 3.6331, 3.7874, 4.0907, 4.2592, 4.5879, 5.0524, 5.222, 5.9483000000000015, 6.0855000000000015, 6.2159, 6.3421, 6.4647000000000014]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
14,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,84.910511,90.557813,5.647301999999996,3.8953,4.6473,0.7520000000000002,4.1453,4.2177,0.07240000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[2.1348000000000003, 2.2395, 2.5319000000000003, 2.9970000000000003, 3.4711000000000003, 3.6163, 4.3797000000000015, 4.726, 4.8677, 5.0301, 5.399, 5.5349, 5.6273]","[2.1554, 2.2821, 2.5724, 3.043, 3.511, 3.6535, 4.4192, 4.7466, 4.8812000000000015, 5.0317, 5.4371, 5.551]","[1.7698, 1.8714, 1.9788, 2.1471, 2.3789, 2.6923, 2.8355, 3.1623, 3.2990000000000004, 4.0873, 4.2177, 5.1206000000000005, 5.247800000000002]","[1.7762, 1.9094, 2.0232, 2.1511, 2.4243, 2.7307, 2.8921, 3.1974, 3.3532, 4.1319, 4.2725, 5.1641, 5.295]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
15,1,0.0,1,0,0,1,0.0,0.0,1.0,0.0,1,90.571211,96.784813,6.2136019999999945,4.4212,5.2136000000000005,0.7924000000000007,4.6712,4.791,0.11980000000000054,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0914, 0.236, 2.4135, 2.5096000000000003, 2.6388000000000003, 3.3356000000000003, 3.5385, 3.9278, 4.791, 4.7948, 5.6248000000000005, 5.9481]","[0.0044, 0.12610000000000002, 0.2669, 2.4275, 2.5471, 2.6420000000000003, 3.3722000000000003, 3.5465, 3.969, 4.7934, 4.8462000000000005, 5.6538, 5.9585]","[2.6475, 2.7463, 2.8697, 3.0201, 3.1566, 3.5343, 3.6362, 3.7721, 4.1422, 4.5069, 4.6464, 4.9460000000000015, 5.1078, 5.2010000000000005, 5.3339, 5.4652, 5.7508]","[2.6642, 2.7918000000000003, 2.9189999999999996, 3.0607, 3.2034, 3.5469999999999997, 3.6859, 3.826, 4.1715, 4.5574, 4.7012, 5.0007, 5.1332, 5.2577, 5.38, 5.5155, 5.7892]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
16,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,96.797611,102.632613,5.835002000000002,3.7434,4.835,1.0,3.9934,4.1439,0.15050000000000008,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[1.3287, 1.8769999999999998, 2.0295, 2.4885, 2.9967, 3.1112, 3.9714, 4.5674, 4.8366, 4.9653, 5.1162, 5.4015, 5.527, 5.6690000000000005, 5.7783000000000015]","[1.364, 1.9169999999999998, 2.0687, 2.5267, 3.0324, 3.1593, 4.0202, 4.6106, 4.8538000000000014, 4.985, 5.1206000000000005, 5.4186000000000005, 5.5608, 5.6963, 5.8241000000000005]","[1.2164, 1.4469, 1.5794, 1.7187, 2.1755, 2.3171, 2.6294, 3.2637, 3.4644000000000004, 4.1439, 4.2609, 4.4401, 4.9719000000000015, 5.0975, 5.2186]","[1.2437, 1.4976, 1.6326, 1.7639, 2.2273, 2.3725, 2.6877, 3.3199, 3.4982, 4.1601, 4.312, 4.4613000000000005, 4.985, 5.1234, 5.263999999999999]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
17,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,102.646111,110.719513,8.073402000000002,6.4009,7.0734,0.6725000000000003,6.6509,6.8058000000000005,0.15490000000000048,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[2.7234000000000003, 3.4022, 3.8497, 3.9916, 4.8057, 4.9433, 5.4367, 5.621, 5.915, 6.6067, 6.8058000000000005, 7.3977, 7.671200000000002, 7.8025]","[2.7569999999999997, 3.4448000000000003, 3.8901, 4.0347, 4.8389000000000015, 4.9872000000000005, 5.4786, 5.6235, 5.9507, 6.6649, 6.8184000000000005, 7.4367, 7.6865, 7.8108]","[0.1151, 2.8418, 2.9763, 3.1352, 3.2655000000000003, 3.5448, 3.6871, 4.1562, 4.2856000000000005, 4.4533000000000005, 4.6263000000000005, 5.1029, 5.274, 5.7408, 6.1219, 6.9278, 7.0681, 7.2448000000000015, 7.9266, 8.0372]","[0.1236, 2.8943000000000003, 3.0193000000000003, 3.1566, 3.3122000000000003, 3.5989999999999998, 3.7378, 4.1916, 4.3424000000000005, 4.5036000000000005, 4.6770000000000005, 5.1568000000000005, 5.3172000000000015, 5.7884, 6.1370000000000005, 6.976, 7.1236000000000015, 7.2978, 7.941000000000002]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
18,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,110.73381100000002,115.434813,4.701002000000003,3.0706,3.701,0.6303999999999998,3.3206,3.4334,0.1128,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.23440000000000005, 0.3681, 0.4688000000000001, 0.612, 0.7414000000000001, 3.2932, 4.1906, 4.6088000000000005]","[0.2713, 0.3891, 0.508, 0.6409, 0.7763, 3.318, 4.2174000000000005, 4.6365]","[0.103, 3.4334, 3.5452000000000004, 3.5462, 3.6811, 3.7698, 3.8967, 4.0573000000000015, 4.3037, 4.4347]","[0.13190000000000002, 3.4661, 3.5457, 3.5914, 3.7047, 3.8219, 3.9413, 4.0813000000000015, 4.3493, 4.4803000000000015]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
19,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,115.44651100000002,120.302413,4.8559019999999995,3.2108000000000003,3.8559,0.6450999999999998,3.4608000000000003,3.5883000000000003,0.12749999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0414, 1.6418, 2.1758, 2.3166, 2.7596000000000003, 2.9318, 3.5883000000000003, 3.8524, 3.9855, 4.113, 4.2222, 4.3507, 4.5017000000000005, 4.6476000000000015, 4.7936000000000005]","[0.0634, 1.6799000000000002, 2.213, 2.3508, 2.7973000000000003, 2.9412000000000003, 3.6217, 3.8707, 4.0073, 4.1337, 4.2620000000000005, 4.3923000000000005, 4.5393, 4.6789000000000005, 4.8231]","[1.7853, 1.8874, 2.0175, 2.47, 2.5905, 3.4149000000000003]","[1.8019, 1.9336, 2.0672, 2.5077000000000003, 2.6434, 3.4674]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
20,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,120.314611,125.001013,4.686402000000001,3.0706,3.6864,0.6157999999999997,3.3206,3.4188,0.09819999999999984,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.07590000000000001, 0.2205, 0.3628, 0.5067, 0.5123, 0.8227, 0.9455, 0.955, 1.4143, 1.4199000000000002, 1.7533, 1.8972, 3.2921, 4.2326000000000015]","[0.0912, 0.2496, 0.397, 0.5094000000000001, 0.5434, 0.8525, 0.9499, 0.9963, 1.415, 1.4608, 1.7876, 1.9392, 3.326, 4.2645]","[0.6465000000000001, 1.1147, 1.3001, 1.5656, 3.4188, 3.6052, 3.6835, 3.8069, 3.9351, 4.1125, 4.3708]","[0.6944, 1.1644, 1.3045, 1.6177, 3.4773, 3.6144, 3.7338, 3.8565, 3.9887, 4.127, 4.4175]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
21,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,125.013411,129.673713,4.660301999999987,3.0706,3.6603,0.5896999999999997,3.3206,3.3927,0.07209999999999983,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.006900000000000001, 0.29500000000000004, 0.6191, 1.0867, 1.2329, 4.0202, 4.585]","[0.0414, 0.3316, 0.6589, 1.1156, 1.2763, 4.0563, 4.6111]","[0.1262, 0.4844, 0.7637, 0.8979, 1.4476, 3.305, 3.3927, 3.5148, 3.6262, 3.7466, 3.9071, 4.1594, 4.2964, 4.4179]","[0.1812, 0.4938, 0.8146, 0.9555, 1.4525, 3.3107, 3.4419, 3.5578000000000003, 3.6758, 3.7958, 3.9242, 4.1975, 4.3427, 4.4668]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
22,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,129.68551100000002,134.736913,5.051401999999996,3.2051000000000003,4.0514,0.8462999999999998,3.4551000000000003,3.5007,0.04559999999999986,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0528, 2.2448, 2.9261, 3.3419000000000003, 3.7838, 4.0533]","[0.0878, 2.2465, 2.9545000000000003, 3.3842000000000003, 3.8313, 4.0782]","[0.7731, 0.9071, 1.7816, 3.5007, 4.0653000000000015, 4.1704, 4.2972, 4.4628000000000005]","[0.8181, 0.9359, 1.8226, 3.5322, 4.0743, 4.2165, 4.3407, 4.4863]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
23,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,134.748611,140.380013,5.631401999999981,4.0766,4.6314,0.5548000000000002,4.3266,4.3638,0.03720000000000034,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[1.6721, 1.8473, 2.3927, 2.5406, 2.6646, 2.8057000000000003, 2.9336, 3.3679, 3.5235000000000003, 3.6638, 3.7976, 4.3638, 4.5004, 4.6476000000000015, 5.0695000000000014, 5.2033000000000005, 5.3636]","[1.7156, 1.8601, 2.4325, 2.5786, 2.7039999999999997, 2.843, 2.9722, 3.4158, 3.5595000000000003, 3.7006, 3.8428, 4.4109, 4.5638000000000005, 4.6911000000000005, 5.1127, 5.2436, 5.4032]","[1.4346, 1.5387000000000002, 1.8538, 1.9523, 2.0833, 2.2397, 3.0971, 3.2229, 4.8169, 4.9234]","[1.4628, 1.5829, 1.8583, 2.0001, 2.1275, 2.2867, 3.1346000000000003, 3.266, 4.8272, 4.9721]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
24,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,140.394011,145.609713,5.215701999999993,3.6187,4.2157,0.597,3.8687,3.9481,0.07940000000000014,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[2.2227, 2.7595, 3.0644, 3.1878, 3.3397, 3.9595, 4.0608, 4.8696, 4.9872000000000005]","[2.2628, 2.7853000000000003, 3.1002, 3.2375000000000003, 3.3834, 3.9694, 4.105, 4.8781, 5.0206]","[2.1243000000000003, 2.3418, 2.4705, 2.6106000000000003, 2.779, 2.8889, 3.9481, 4.1988, 4.3352, 4.4362, 4.5596000000000005, 4.6897, 5.120900000000002]","[2.1423, 2.3885, 2.5153000000000003, 2.6518, 2.7931, 2.9378, 3.9739, 4.2487, 4.3703, 4.4871, 4.6067, 4.7445, 5.1702]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
25,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,145.623311,152.398213,6.774901999999997,5.1979000000000015,5.7749000000000015,0.5770000000000001,5.4479000000000015,5.5073,0.05939999999999921,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0724, 0.2384, 3.214, 3.7669, 3.9095, 4.7779, 4.9189, 5.5073, 5.7829999999999995, 5.945200000000002, 6.0487, 6.1714, 6.2914, 6.7236, 6.731000000000001]","[0.1109, 0.27890000000000004, 3.2618, 3.8061, 3.953, 4.8171, 4.9671, 5.5436000000000005, 5.8329, 5.9512, 6.0809000000000015, 6.205500000000002, 6.3336000000000015, 6.729, 6.772]","[3.0097, 3.0936000000000003, 3.3496, 3.4872, 3.6176, 4.0622, 4.1993, 4.3669, 4.4863, 4.6147, 5.638800000000002, 6.447, 6.5695000000000014]","[3.0148, 3.1332, 3.4049, 3.5376000000000003, 3.6644, 4.1103000000000005, 4.2537, 4.4123, 4.5364, 4.6677, 5.6828, 6.4785, 6.6155]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
26,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,152.412211,159.717413,7.305201999999981,5.747000000000001,6.3052,0.5581999999999994,5.997000000000001,6.0376,0.04060000000000042,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[2.9989000000000003, 3.5636, 4.0054, 4.1552, 4.6602000000000015, 4.8034, 5.2807, 6.8482, 6.968999999999999, 7.1246]","[3.0458000000000003, 3.6054, 4.0573000000000015, 4.1959, 4.697, 4.8448, 5.3211, 6.862, 7.0152, 7.1633]","[2.7583, 2.8713, 3.1525000000000003, 3.2789, 3.4123, 3.7037, 3.8496, 4.3052, 4.4786, 4.9468000000000005, 5.1512, 5.468, 6.0376, 6.1969, 6.3004000000000016, 6.4112, 6.4241, 6.5414, 6.6763]","[2.7907, 2.9139, 3.201, 3.3326, 3.4625000000000004, 3.7597, 3.8981, 4.3643, 4.5255, 5.0045, 5.1681, 5.4926, 6.0452, 6.2194, 6.3485000000000005, 6.4209000000000005, 6.4671, 6.5977000000000015, 6.722]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
27,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,159.745111,165.500013,5.754901999999987,4.2057,4.7549,0.5491999999999999,4.4557,4.4873,0.031600000000000066,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[2.7327000000000004, 3.1206, 3.4331, 3.5647, 3.9267, 4.4873, 4.6174, 4.9354000000000005, 5.3184000000000005, 5.4431, 5.5592000000000015, 5.675000000000002]","[2.77, 3.1615, 3.4642, 3.6010000000000004, 3.9511, 4.5383, 4.6864, 4.9481, 5.3603000000000005, 5.4749, 5.5932, 5.7152]","[2.6213, 2.8538, 2.9732000000000003, 3.2592000000000003, 3.7017, 4.9324, 5.038, 5.1752]","[2.6451, 2.9002000000000003, 3.0209, 3.3075, 3.7599, 4.9479000000000015, 5.0868, 5.2248]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
28,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,165.511911,170.237013,4.7251019999999935,3.0706,3.7251,0.6544999999999996,3.3206,3.3288,0.008199999999999985,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0342, 0.1814, 0.5016, 0.9038, 3.3288, 3.3553, 4.1126000000000005, 4.2409, 4.6087]","[0.0732, 0.2186, 0.5251, 0.9499, 3.3317, 3.3761, 4.1516, 4.2904, 4.6403]","[0.33330000000000004, 1.0504, 1.1973, 1.3494000000000002, 3.2030000000000003, 3.4575, 3.5774000000000004, 3.7007, 3.8301, 3.9733, 4.4140000000000015]","[0.3598, 1.1015, 1.2474, 1.3991, 3.2386000000000004, 3.5039999999999996, 3.6312, 3.7488, 3.8746, 4.0151, 4.4670000000000005]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
29,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,170.248611,176.267213,6.018601999999987,4.4045000000000005,5.0186,0.6140999999999996,4.6545000000000005,4.751,0.0964999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0159, 2.6094, 2.7758000000000003, 3.1561000000000003, 3.6245, 3.7761, 3.9541, 4.1255000000000015, 4.751, 5.0359, 5.1851, 5.4459, 5.5562000000000005, 5.6993, 5.802300000000002, 5.9172]","[0.0601, 2.6477, 2.7951, 3.1997, 3.6596, 3.8099, 3.9778, 4.1584, 4.8027000000000015, 5.0548, 5.195, 5.4652, 5.5956, 5.7136000000000005, 5.8297, 5.9525000000000015]","[2.3721, 2.4755000000000003, 2.6245000000000003, 2.7738, 2.8788, 3.0194, 3.3295000000000003, 3.4427000000000003, 4.5948, 5.0352000000000015, 5.1759, 5.2739]","[2.4024, 2.5161, 2.6454, 2.7960000000000003, 2.9248000000000003, 3.0589999999999997, 3.3438000000000003, 3.4949000000000003, 4.6486, 5.0535000000000005, 5.1962, 5.3189]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
30,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,176.27981100000005,182.884213,6.6044019999999914,4.9146,5.6044,0.6898,5.1646,5.3368,0.17220000000000013,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0071, 0.1726, 2.5088, 3.5450000000000004, 3.6547, 4.1647, 4.2738000000000005, 4.6356, 5.1322, 5.3368, 5.6321, 5.7057, 5.9935, 6.128900000000002, 6.3939, 6.527]","[0.0482, 0.1895, 2.5474, 3.5687, 3.7035, 4.1879, 4.3243, 4.6736, 5.2040000000000015, 5.3690000000000015, 5.672999999999999, 5.7379999999999995, 5.9996, 6.1513, 6.4276, 6.5451000000000015]","[2.4018, 2.6412, 2.758, 2.8845, 3.0329, 3.1872000000000003, 3.3484000000000003, 3.812, 3.9585, 4.1685, 4.4254, 5.3401000000000005, 5.4611, 5.9854, 6.1324000000000005, 6.2408]","[2.4225000000000003, 2.6772, 2.8063, 2.932, 3.0745, 3.2338, 3.3977, 3.8623, 4.0165000000000015, 4.1857000000000015, 4.4809, 5.3671000000000015, 5.5213, 6.0012, 6.1494, 6.2938]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
31,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,182.897511,187.595613,4.6981019999999765,3.0706,3.6981,0.6275,3.3206,3.4289,0.10829999999999984,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0167, 0.1378, 0.2645, 0.4109, 3.4289, 4.1240000000000006, 4.3979, 4.551]","[0.0475, 0.17170000000000002, 0.3053, 0.4455, 3.4426, 4.1417, 4.4334, 4.5748000000000015]","[3.2742, 3.4305000000000003, 3.5169, 3.6306, 3.7317, 3.8504, 3.9694, 4.1325, 4.2255, 4.6657]","[3.3089999999999997, 3.444, 3.5588, 3.6644, 3.7786, 3.8925, 4.0156, 4.1417, 4.2715000000000005]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
32,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,187.608211,194.591614,6.9834029999999805,4.905200000000002,5.9834000000000005,1.0,5.155200000000002,5.2578000000000005,0.1025999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[2.8909, 3.2684, 3.418, 3.7297, 3.8509, 4.3347, 4.4692, 4.6262, 5.0014, 5.1003, 5.7158000000000015, 6.0037, 6.1164000000000005, 6.3891, 6.5095, 6.6409, 6.749300000000002, 6.8875]","[2.9239, 3.3068, 3.4498, 3.7371, 3.8889, 4.3588000000000005, 4.5117, 4.6717, 5.0141, 5.1494, 5.7544, 6.0088, 6.1378, 6.405200000000002, 6.5425, 6.666, 6.7923, 6.9237]","[0.1003, 0.30770000000000003, 2.7735000000000003, 3.0027, 3.1171, 3.5445, 3.7260000000000004, 4.0206, 4.138, 5.2578000000000005, 5.4148000000000005, 5.5365, 6.0004, 6.1191, 6.227200000000002, 6.3924]","[0.0077, 0.163, 0.33890000000000003, 2.8074000000000003, 3.0443, 3.161, 3.5927, 3.7319, 4.0298, 4.1901, 5.2975, 5.4486, 5.5837, 6.0089999999999995, 6.1364, 6.2764000000000015, 6.4037000000000015]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
33,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,194.606311,199.389713,4.783401999999995,3.0681000000000003,3.7834,0.7152999999999996,3.3181000000000003,3.3785000000000003,0.06040000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0463, 3.1708000000000003, 3.5158, 3.6021, 3.813, 3.931, 4.0569000000000015, 4.1931, 4.3038, 4.7267]","[0.07100000000000001, 3.1946000000000003, 3.5577, 3.6246, 3.8547, 3.9733, 4.0997, 4.2215, 4.3453, 4.7673000000000005]","[3.2661, 3.3785000000000003, 4.4526, 4.5706000000000016]","[3.3086, 3.4232, 4.4867, 4.6129]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
34,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,199.401911,204.040413,4.638501999999988,3.0706,3.6385,0.5678999999999998,3.3206,3.3709,0.05030000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0644, 0.5319, 3.9706, 4.3716, 4.5019]","[0.1082, 0.5784, 4.0031, 4.4102000000000015, 4.5404]","[0.2078, 0.6987, 3.2633, 3.3709, 3.4890000000000003, 3.5906, 3.7016, 3.8379, 4.0885, 4.2168, 4.6378]","[0.2599, 0.7571, 3.3007, 3.4164000000000003, 3.5256000000000003, 3.6342, 3.7491, 3.8737, 4.138999999999999, 4.2674]",10,1.0,0.0,0.25,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220804-131111,2022-08-04,13:11:19.670409,13:19:56.613844,,
