Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P,RespWin,ITI,WarmUp,RecoveryMode
261,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2070.574427,2078.246317,7.671890000000078,3.3206,3.6719,0.3512999999999997,3.5706,3.653,0.0823999999999998,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.653, 3.6542, 3.7594, 3.8648, 3.9717, 4.0804, 4.1964000000000015, 4.3071, 4.4242]","[3.6532, 3.6912, 3.7995, 3.9076, 4.0146000000000015, 4.1307, 4.2414000000000005, 4.3493, 4.458]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
262,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,2078.270727,2087.899917,9.629190000000108,3.3206,3.6292,0.30859999999999976,3.5706,3.6197,0.049100000000000144,iaa,iaa,1,,0,0,1,1,70.0,"[3.6197, 3.7144, 3.8211]","[3.6318, 3.7366, 3.8485]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
263,1,0.0,0,1,0,,0.0,0.0,0.0,1.0,1,2087.912727,2097.559617000001,9.646889999999985,3.3206,3.6469,0.3262999999999998,3.5706,3.6374,0.06679999999999975,iaa,iaa,1,,0,0,1,1,70.0,[3.6374],[3.6652],[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
264,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,2097.578427,2105.267917,7.689490000000205,3.3206,3.6895,0.3688999999999996,3.5706,3.6706,0.10000000000000007,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6706, 3.6719, 3.7766, 3.8773, 3.9923, 4.0974, 4.2056, 4.3180000000000005, 4.4253, 4.5354, 4.6606000000000005, 4.7774, 4.897, 5.0138, 5.1404000000000005]","[3.6708, 3.7115, 3.8145, 3.9202, 4.033, 4.1401, 4.2490000000000006, 4.3609, 4.4696, 4.5925, 4.7111, 4.8271000000000015, 4.942, 5.0666, 5.1850000000000005]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
265,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2105.283027,2112.9667170000002,7.683689999999842,3.3206,3.6837,0.36309999999999976,3.5706,3.6648,0.09419999999999984,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6648, 3.7656, 3.8684, 3.9729, 4.078, 4.1819999999999995, 4.2886000000000015, 4.4059, 4.5198, 4.6474, 4.6591000000000005]","[3.7016, 3.8064, 3.9108, 4.0153, 4.118, 4.2242000000000015, 4.3389999999999995, 4.4513, 4.5631, 4.6572000000000005, 4.6712]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
266,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2112.982527,2120.682817000001,7.700289999999767,3.3206,3.7003,0.3796999999999997,3.5706,3.6814,0.1107999999999998,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6814, 3.6824, 3.78, 3.8834, 3.99, 4.1035, 4.2115, 4.3168000000000015, 4.4295, 4.5423, 4.6639, 4.6705000000000005]","[3.6816, 3.714, 3.8216, 3.9269, 4.0386000000000015, 4.1453, 4.2556, 4.3634, 4.4745, 4.588, 4.6678000000000015, 4.695]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
267,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2120.692927,2128.358717,7.6657900000000145,3.3181000000000003,3.6658,0.3476999999999997,3.5681000000000003,3.6451,0.07699999999999996,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6451, 3.742, 3.8396, 3.944, 4.0605, 4.1909]","[3.6729, 3.7734, 3.8755, 3.9911, 4.101, 4.2088]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
268,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2128.372727,2136.039517,7.666790000000219,3.3206,3.6668,0.3461999999999996,3.5706,3.6479,0.07730000000000015,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6479, 3.7443, 3.8519, 3.9598, 4.072, 4.41]","[3.6784, 3.7888, 3.898, 4.0041, 4.1091000000000015, 4.4514000000000005]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
269,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2136.081327,2143.762317,7.680990000000293,3.3181000000000003,3.681,0.3628999999999998,3.5681000000000003,3.6603,0.09220000000000006,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6603, 3.7532, 3.8509, 3.9539999999999997, 4.0678, 4.2101000000000015]","[3.6896, 3.7853, 3.8886, 3.9962, 4.1124, 4.2255]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
270,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2143.786227,2151.494317,7.708090000000084,3.3181000000000003,3.7081,0.3899999999999997,3.5681000000000003,3.6874,0.11929999999999995,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6874, 3.7822, 3.8747, 3.9819999999999998, 4.1066, 4.2504]","[3.7108, 3.8136, 3.9155, 4.0379000000000005, 4.1548, 4.2687]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
271,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2151.513027,2159.128717,7.615690000000086,3.3206,3.6157,0.2950999999999997,3.5706,3.5968,0.026199999999999786,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5968, 3.6743, 3.7877, 3.8911, 3.9917, 4.1000000000000005, 4.2086000000000015, 4.3529, 4.4601000000000015, 4.5829, 4.6983000000000015, 4.8157000000000005, 4.9474, 5.0686, 5.1976, 5.3144, 5.4332, 5.553999999999999]","[3.6003000000000003, 3.7265, 3.83, 3.9302, 4.032, 4.1437, 4.2547000000000015, 4.3829, 4.5168, 4.6338, 4.7509000000000015, 4.8743, 5.0011, 5.1282000000000005, 5.2455, 5.3644, 5.4879999999999995, 5.6218]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
272,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2159.133227,2166.817317,7.684090000000197,3.3206,3.6841,0.3634999999999997,3.5706,3.6652,0.0945999999999998,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6652, 3.7758, 3.8833, 3.9932, 4.1027000000000005, 4.2159, 4.3293, 4.4430000000000005, 4.5599, 4.6759]","[3.7149, 3.8217, 3.9264, 4.0383, 4.1476000000000015, 4.2634, 4.3775, 4.4936, 4.6088000000000005, 4.7223000000000015]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
273,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2166.842027,2174.521317,7.679290000000037,3.3181000000000003,3.6793,0.3611999999999997,3.5681000000000003,3.6586,0.09050000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6586, 3.7588, 3.8652, 3.9722, 4.0895, 4.2146, 4.3142000000000005]","[3.6896, 3.7929, 3.903, 4.0131000000000006, 4.1251, 4.2365, 4.351]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
274,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2174.533727,2182.262917,7.729190000000018,3.3206,3.7292,0.4085999999999999,3.5706,3.7103,0.13969999999999996,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7103, 3.8079, 3.9248]","[3.7417, 3.8559, 3.9702]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
275,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2182.275827,2189.9036170000004,7.627790000000004,3.3181000000000003,3.6278,0.30969999999999986,3.5681000000000003,3.6071,0.0389999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6071, 3.6998, 3.7006, 3.7949, 3.8985, 4.011, 4.122, 4.2605]","[3.6301, 3.7001, 3.7304, 3.833, 3.9351, 4.0492, 4.1577, 4.2649]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
276,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2189.927627,2197.5517170000007,7.624089999999796,3.3206,3.6241,0.3034999999999997,3.5706,3.6052,0.03459999999999973,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6052, 3.6991, 3.8026, 3.9052, 4.0086, 4.1104, 4.2242000000000015, 4.3311, 4.4465, 4.5679]","[3.6289999999999996, 3.7416, 3.8443, 3.9439, 4.0478000000000005, 4.154, 4.2664, 4.3807, 4.4966, 4.6124]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
277,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2197.5592269999997,2205.225417,7.666189999999915,3.3206,3.6662,0.3455999999999997,3.5706,3.6473,0.07669999999999977,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6473, 3.7621, 3.8631, 3.9657, 4.0679, 4.1728000000000005, 4.2907, 4.3988000000000005, 4.5114, 4.6296]","[3.6988, 3.8014, 3.9036, 4.0033, 4.1073, 4.2196, 4.3341, 4.4460000000000015, 4.5553, 4.6674000000000015]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
278,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2205.242327,2212.898917,7.656590000000051,3.3181000000000003,3.6566,0.3384999999999998,3.5681000000000003,3.6359,0.06780000000000007,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6359, 3.7343, 3.8181, 3.9235, 4.0296, 4.1541000000000015, 4.2671]","[3.6673, 3.7577, 3.8563, 3.9614, 4.0721, 4.1898, 4.3041]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
279,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2212.909227,2220.575417,7.666189999999915,3.3181000000000003,3.6662,0.34809999999999963,3.5681000000000003,3.6455,0.07739999999999991,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6455, 3.7427, 3.8311, 3.9326, 4.0455000000000005, 4.16, 4.3048]","[3.6762, 3.7694, 3.8659, 3.969, 4.0859000000000005, 4.2021000000000015, 4.3124]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
280,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,2220.588027,2230.286017000001,9.697990000000116,3.3206,3.698,0.3773999999999997,3.5706,3.6885,0.11790000000000013,iaa,iaa,1,,0,0,1,1,70.0,"[3.6885, 3.7891]","[3.7203, 3.823]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
281,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,2230.297927,2237.930017,7.632090000000062,3.3206,3.6321,0.3114999999999997,3.5706,3.6132,0.04259999999999975,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6132, 3.7171, 3.8209, 3.9252, 4.0338, 4.1433, 4.2599, 4.378, 4.5085000000000015, 4.6313, 4.7516]","[3.6503, 3.7589, 3.8635, 3.9682, 4.0755, 4.1913, 4.3062000000000005, 4.4381, 4.5627, 4.6764, 4.792]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
282,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2237.934627,2245.858917,7.924289999999927,3.3181000000000003,3.9243,0.6061999999999999,3.5681000000000003,3.9036,0.3355000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.9036, 3.9975, 4.0867, 4.1897, 4.298]","[3.9281, 4.0251, 4.1249, 4.2284000000000015, 4.3391]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
283,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2245.896627,2253.512217,7.615589999999885,3.3206,3.6156,0.29499999999999993,3.5706,3.5967,0.02610000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5967, 3.6894, 3.7967, 3.8991, 4.0091, 4.1134, 4.224, 4.3370000000000015, 4.4565, 4.5709, 4.6993]","[3.6167, 3.7371, 3.8379, 3.9415, 4.0505, 4.1577, 4.2687, 4.3874, 4.5044, 4.6197, 4.7378]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
284,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2253.537827,2261.218417,7.680589999999938,3.3181000000000003,3.6806,0.3624999999999998,3.5681000000000003,3.6599,0.0918000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6599, 3.7544, 3.8551, 3.9805]","[3.6881, 3.7878, 3.896, 4.0074000000000005]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
285,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2261.245727,2268.981517,7.735790000000179,3.3206,3.7358,0.4151999999999996,3.5706,3.7169,0.1463000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7169, 3.7178, 3.8095, 3.898, 4.0163, 4.1285, 4.2367, 4.3497, 4.4620000000000015, 4.5768, 4.6849, 4.8065000000000015]","[3.7171, 3.7361, 3.835, 3.9492, 4.0634000000000015, 4.1698, 4.2841000000000005, 4.3885000000000005, 4.5056, 4.6227, 4.7360000000000015, 4.8579]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
286,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2268.996827,2278.8062170000007,9.809389999999896,3.3181000000000003,3.8094,0.4912999999999999,3.5681000000000003,3.7999,0.23179999999999976,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[3.7999],[3.8097],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
287,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,2278.813327,2286.454617000001,7.641290000000026,3.3181000000000003,3.6413,0.32319999999999993,3.5681000000000003,3.6206,0.05249999999999977,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6206, 3.7126, 3.8019, 3.9094, 4.0483]","[3.6412, 3.7359, 3.8405, 3.9549, 4.0788]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
288,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2286.479327,2294.112717,7.633389999999963,3.3206,3.6334,0.3127999999999997,3.5706,3.6145,0.04389999999999983,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6145, 3.7352, 3.8406, 3.9632, 4.0744, 4.186, 4.3009, 4.4182000000000015, 4.5602]","[3.647, 3.7771, 3.8903, 4.0067, 4.1166, 4.237, 4.3523000000000005, 4.4713, 4.5969000000000015]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
289,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2294.121427,2301.741717000001,7.62028999999984,3.3206,3.6203,0.29969999999999963,3.5706,3.6014000000000004,0.030800000000000164,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6014000000000004, 3.7041, 3.8209, 3.9338, 4.0376, 4.1529]","[3.6363, 3.7551, 3.8692, 3.9719, 4.0829, 4.1972000000000005]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
290,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2301.761927,2309.401617,7.639689999999972,3.3206,3.6397,0.3190999999999997,3.5706,3.6208,0.0501999999999998,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6208, 3.6214, 3.7257, 3.8285, 3.9435, 4.0520000000000005, 4.1622, 4.2823, 4.4193]","[3.6211, 3.6425, 3.7594, 3.8767, 3.9872, 4.093, 4.2091, 4.3297, 4.4692]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
291,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2309.4223269999998,2319.035617,9.613289999999779,3.3181000000000003,3.6133,0.2951999999999999,3.5681000000000003,3.6038,0.035699999999999836,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[3.6038, 3.7119999999999997]","[3.6327, 3.7589]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
292,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2319.090327,2328.992517,9.902190000000246,3.3181000000000003,3.9022,0.5840999999999998,3.5681000000000003,3.8927,0.3245999999999998,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[3.8927],[3.9257],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
293,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2329.017527,2338.705417,9.687890000000152,3.3181000000000003,3.6879,0.3697999999999997,3.5681000000000003,3.6784,0.11030000000000006,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[3.6784],[3.7191],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
294,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,2338.713527,2346.757317,8.043790000000174,3.3181000000000003,4.0438,0.7256999999999998,3.5681000000000003,4.0231,0.4550000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[4.0231, 4.1238, 4.2200000000000015, 4.3318, 4.45]","[4.0529, 4.1519, 4.2583, 4.3714, 4.4915]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
295,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2346.799427,2354.492017,7.6925900000001075,3.3181000000000003,3.6926,0.37449999999999983,3.5681000000000003,3.6719,0.10380000000000013,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6719, 3.7714, 3.8807, 4.013, 4.1323]","[3.701, 3.8101, 3.9264, 4.0428000000000015, 4.1696]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
296,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2354.508027,2362.202017,7.693990000000213,3.3181000000000003,3.694,0.3758999999999997,3.5681000000000003,3.6733,0.10519999999999996,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6733, 3.7623, 3.8599, 3.9783, 4.0927]","[3.6981, 3.7929, 3.8966, 4.0132, 4.127]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
297,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2362.216327,2369.862717,7.646389999999883,3.3181000000000003,3.6464,0.3282999999999996,3.5681000000000003,3.6257,0.057599999999999874,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6257, 3.7265, 3.8249, 3.9354, 4.0879]","[3.656, 3.7604, 3.8641, 3.9821, 4.1004000000000005]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
298,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,2369.875527,2377.576717000001,7.7011899999997695,3.3206,3.7012,0.3805999999999998,3.5706,3.6823,0.11169999999999992,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6823, 3.6833, 3.8005, 3.9044, 4.0203, 4.1359]","[3.6825, 3.7293, 3.8404, 3.9489, 4.061, 4.1796]",20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
299,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2377.589327,2385.268517,7.679189999999836,3.3181000000000003,3.6792,0.3610999999999995,3.5681000000000003,3.6585,0.0903999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6585, 3.7494, 3.848, 3.9645, 4.0796]","[3.6816, 3.7832, 3.888, 4.0033, 4.1166]",[],[],20,0.5,2.0,0.5,3,2,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220207-124803,2022-02-07,12:48:13.144473,13:34:00.942955,,,,,,
