Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
543,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,2622.681109,2627.869811,5.188701999999921,2.8207,4.1887,1.368,3.0707,3.1792,0.10850000000000026,iaa,iaa,1,,0,0,1,1,70.0,"[0.5606, 0.7511, 1.3536, 1.9502, 2.1311, 2.3971, 2.5738000000000003, 2.7127000000000003, 2.8719, 3.0305, 3.1792, 3.3606000000000003, 3.5673000000000004]","[0.5911000000000001, 0.7765000000000001, 1.3953, 2.0089, 2.1841, 2.4571, 2.6173, 2.7606, 2.9179, 3.0652000000000004, 3.2216, 3.4174, 3.6039999999999996]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
544,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2627.880409,2632.224711,4.3443019999999715,2.8182,3.3443,0.5261,3.0682,3.076,0.00780000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[1.2444, 1.3976000000000002, 1.5513, 2.6844, 3.076, 3.2066000000000003, 3.3094, 3.4383000000000004, 3.6007]","[1.2917, 1.4352, 1.6083, 2.7263, 3.1099, 3.2309, 3.3533, 3.4765, 3.6166]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
545,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2632.235609,2636.634411,4.398802000000161,2.8182,3.3988,0.5806,3.0682,3.1305,0.06230000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[3.1305, 3.2536, 3.367, 3.4816000000000003, 3.6004, 3.7405, 3.8858, 4.0239]","[3.1721000000000004, 3.2829, 3.4015, 3.5188, 3.6428, 3.7777, 3.9197, 4.0602]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
546,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2636.644509,2641.011011,4.366501999999855,2.8182,3.3665000000000003,0.5483000000000002,3.0682,3.0982000000000003,0.03000000000000025,aaa,aaa,1,,0,1,0,1,-70.0,"[2.9726000000000004, 3.0982000000000003, 3.2313, 3.3621000000000003, 3.4918, 3.6307, 3.7786, 3.9065, 4.0463000000000005, 4.2089]","[3.0133, 3.1412, 3.2670000000000003, 3.4023000000000003, 3.535, 3.6714, 3.815, 3.9467, 4.0843, 4.2281]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
547,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2641.021509,2645.424211,4.402701999999864,2.8182,3.4027000000000003,0.5845000000000002,3.0682,3.1344000000000003,0.06620000000000026,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1173, 0.2539, 1.9998, 2.1647000000000003, 2.3256, 2.5269999999999997, 2.6766, 2.8402000000000003, 2.9853, 3.0145, 3.1344000000000003, 3.2987, 3.4111, 3.5372000000000003, 3.6594, 3.7952, 3.9507, 4.111000000000001, 4.2791000000000015]","[0.1589, 0.2968, 2.0485, 2.2074000000000003, 2.3839, 2.5827, 2.7318, 2.8911, 2.9976000000000003, 3.0425, 3.1857, 3.3221000000000003, 3.4539999999999997, 3.5743, 3.699, 3.8349, 3.9872, 4.1533, 4.3112]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
548,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2645.435609,2649.904911,4.4693019999999715,2.8182,3.4693,0.6511,3.0682,3.201,0.13280000000000006,aaa,aaa,1,,0,1,0,1,-70.0,"[1.9880000000000002, 2.1303, 2.3237, 2.4896000000000003, 2.6351, 2.9104, 2.9429000000000003, 3.0399000000000003, 3.201, 3.3442000000000003, 3.4612000000000003, 3.6066, 3.7332, 3.8849, 4.0219000000000005, 4.1541000000000015]","[2.0379, 2.1741, 2.3677, 2.5478, 2.7032000000000003, 2.9228, 2.9450000000000003, 3.0904000000000003, 3.2575000000000003, 3.3749, 3.5112, 3.653, 3.7794, 3.9234, 4.062, 4.1998000000000015]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
549,1,0.0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,2649.915909,2654.089211,4.173302000000149,2.8207,3.1733,0.3525999999999998,3.0707,3.1638,0.09310000000000017,iaa,iaa,1,,0,0,1,1,70.0,"[0.7305, 1.3648, 1.4999, 1.6459, 1.8049, 1.9654, 2.1302000000000003, 2.2840000000000003, 2.4344, 2.6406, 2.7823, 3.0028, 3.1638, 3.3142, 3.5545, 3.7561]","[0.7733, 1.4098000000000002, 1.5443, 1.6927, 1.8619, 2.0219, 2.1906000000000003, 2.3376, 2.4762, 2.6748000000000003, 2.818, 3.0514, 3.2076, 3.3773, 3.627, 3.8053]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
550,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2654.098909,2658.445111,4.346202000000177,2.8182,3.3462,0.528,3.0682,3.0779,0.009700000000000042,aaa,aaa,1,,0,1,0,1,-70.0,"[3.0779, 3.1918, 3.2969, 3.4151, 3.5385, 3.6679, 3.7892, 3.9468, 4.2296000000000005]","[3.1143, 3.2095, 3.3277, 3.455, 3.5788, 3.7057, 3.828, 3.9556, 4.2721]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
551,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2658.455809,2662.837811,4.3820019999998285,2.8182,3.382,0.5637999999999996,3.0682,3.1137,0.045500000000000096,aaa,aaa,1,,0,1,0,1,-70.0,"[0.31220000000000003, 1.7339, 1.876, 2.0959000000000003, 2.2491000000000003, 2.3909, 2.623, 2.7854, 2.9612000000000003, 3.1137, 3.2449000000000003, 3.3751, 3.5131, 3.6732, 3.8183]","[0.3483, 1.7838, 1.9213, 2.1462, 2.3027, 2.4576, 2.6446, 2.8313, 3.0114, 3.1601000000000004, 3.2857000000000003, 3.4174, 3.5575, 3.7134, 3.8602]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
552,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2662.848709,2667.331611,4.4829020000001965,2.8182,3.4829000000000003,0.6647000000000003,3.0682,3.2146000000000003,0.1464000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1126, 0.5922000000000001, 0.7636000000000001, 0.9022, 1.0539, 1.2163000000000002, 1.379, 1.6314000000000002, 1.8584, 2.0341, 2.181, 2.3382, 2.524, 2.8775, 3.0412000000000003, 3.2146000000000003, 3.3625000000000003, 3.4941, 3.6219, 3.7615, 3.9485]","[0.1494, 0.6406000000000001, 0.8046000000000001, 0.9429, 1.1084, 1.2629, 1.4325, 1.7084, 1.9232, 2.0779, 2.2269, 2.4003, 2.5703, 2.9263000000000003, 3.0947, 3.2733000000000003, 3.4103000000000003, 3.5381, 3.6618, 3.8086, 3.9728]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
553,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,2667.344109,2672.605211,5.261101999999937,2.8207,4.2611,1.4404,3.0707,3.2516000000000003,0.18090000000000028,iaa,iaa,1,,0,0,1,1,70.0,"[0.35550000000000004, 0.9724, 1.137, 3.2516000000000003, 3.3821000000000003, 3.6957, 3.83, 4.8246, 4.9542]","[0.3999, 1.0182, 1.1807, 3.2960000000000003, 3.4341000000000004, 3.72, 3.8783, 4.8625, 5.002000000000002]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
554,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2672.616409,2677.054511,4.438101999999617,2.8182,3.4381000000000004,0.6199000000000003,3.0682,3.1698,0.10159999999999993,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1218, 0.3391, 0.524, 0.6993, 3.0518, 3.1698, 3.2942, 3.4135, 3.5469000000000004, 3.6793, 3.8106, 3.9524, 4.0947000000000005]","[0.1628, 0.3887000000000001, 0.5724, 0.7671, 3.0933, 3.2129000000000003, 3.3298, 3.4570000000000003, 3.5904000000000003, 3.7236, 3.8514, 3.9906, 4.1303]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
555,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,2677.064609,2682.239011,5.1744020000000965,2.8207,4.1744,1.3537000000000003,3.0707,3.1649000000000003,0.09420000000000027,iaa,iaa,1,,0,0,1,1,70.0,"[2.8480000000000003, 2.9864, 3.1649000000000003, 3.3541000000000003, 3.5363, 3.7165, 3.8622, 4.2353000000000005]","[2.8946, 3.0351000000000004, 3.2345, 3.4082000000000003, 3.5803000000000003, 3.7666, 3.9167, 4.2377]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
556,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2682.250009,2686.616211,4.366202000000158,2.8182,3.3662,0.5479999999999999,3.0682,3.0979,0.029700000000000063,aaa,aaa,1,,0,1,0,1,-70.0,"[2.4286000000000003, 2.572, 2.9286000000000003, 3.0979, 3.2456, 3.3676000000000004, 3.4917, 3.6139, 3.7465, 3.9014]","[2.4751000000000003, 2.6239999999999997, 2.9889, 3.1444, 3.2784, 3.406, 3.5287, 3.656, 3.7827, 3.9202]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
557,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,2686.626509,2691.758411,5.131901999999627,2.8207,4.1319,1.3112,3.0707,3.1224000000000003,0.0517000000000003,iaa,iaa,1,,0,0,1,1,70.0,"[1.6401, 1.8038, 2.0033000000000003, 2.1547, 2.3364000000000003, 2.5022, 2.6353, 2.7831, 3.1224000000000003, 3.3053000000000003, 3.5194, 3.6873, 3.8455, 4.0680000000000005, 5.1155]","[1.6891, 1.8509, 2.0429, 2.1949, 2.3898, 2.5472, 2.6801, 2.8322000000000003, 3.1726, 3.3431, 3.5754, 3.7344, 3.8902, 4.127]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
558,1,0.0,0,0,1,0.0,,0.0,,,0,2691.770009,2696.850211,5.0802020000000985,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.1452, 0.3261, 1.5395, 1.6884, 2.4032, 2.6483000000000003]","[0.0205, 0.1987, 0.3899, 1.5845, 1.7309999999999999, 2.4394, 2.6678]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
559,1,,0,0,0,1.0,0.0,,0.0,,1,2696.860509,2702.284411,5.423901999999997,2.8207,4.4239000000000015,1.6032000000000015,3.0707,3.4144,0.3437000000000001,iaa,iaa,1,,0,0,1,1,70.0,"[0.7748, 0.9194, 3.4144, 3.5530000000000004, 3.7038]","[0.8202, 0.9638, 3.4654000000000003, 3.6065, 3.7662]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
560,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2702.295009,2706.756611,4.461601999999856,2.8182,3.4616,0.6433999999999997,3.0682,3.1933,0.1251000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[3.0678, 3.1933, 3.3274000000000004, 3.4442000000000004, 3.5613, 3.6919999999999997, 3.8229, 3.9577, 4.0938, 4.2219]","[3.1075, 3.2365000000000004, 3.3596000000000004, 3.4777, 3.6025, 3.7312, 3.8617, 3.9927, 4.1261, 4.26]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
561,1,0.0,0,0,1,0.0,,1.0,,,0,2706.769009,2711.849211,5.0802020000000985,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[1.2904, 1.4657, 1.6266, 1.7446000000000002, 1.9231, 2.3397, 2.5304, 2.6741, 4.1266, 4.277, 4.4352, 4.644]","[1.3408, 1.5169, 1.6723, 1.7964, 1.9646, 2.3953, 2.5658000000000003, 2.7296, 4.1828, 4.3286, 4.5344000000000015, 4.6995000000000005]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
562,1,,0,0,0,1.0,0.0,,0.0,,1,2711.859309,2717.093511,5.234202000000097,2.8207,4.2342,1.4135000000000004,3.0707,3.2247000000000003,0.15400000000000036,iaa,iaa,1,,0,0,1,1,70.0,"[3.2247000000000003, 3.3525, 3.5376000000000003, 3.7037, 3.8731, 4.0931000000000015, 4.4305]","[3.2684, 3.4012, 3.6023, 3.7712, 3.9421, 4.1414, 4.4462]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
563,1,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1,2717.104309,2722.349511,5.245202000000063,2.8207,4.2452000000000005,1.4245000000000003,3.0707,3.2357,0.16500000000000006,iaa,iaa,1,,0,0,1,1,70.0,"[3.2357, 3.3722000000000003, 3.6003000000000003, 3.7501, 3.9242, 3.9469, 4.1008, 4.4976]","[3.2854, 3.4202000000000004, 3.6383, 3.8215, 3.9408, 3.9926, 4.1587000000000005, 4.5366]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
564,1,0.0,0,0,1,0.0,,0.0,,,0,2722.360109,2727.440311,5.080201999999645,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[2.5694, 2.7875, 3.0389]","[2.6595, 2.8415, 3.1038]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
565,1,,0,0,0,1.0,0.0,,0.0,,1,2727.451509,2732.636311,5.184802000000218,2.8207,4.1848,1.3641,3.0707,3.1753,0.10460000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[3.1753, 3.4043, 3.5845, 3.7567, 3.9223, 4.0944, 4.2456000000000005, 4.275]","[3.2861, 3.4679, 3.6319999999999997, 3.7998, 3.9959, 4.1378, 4.2620000000000005, 4.3184000000000005]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
566,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2732.647109,2737.081711,4.434601999999813,2.8182,3.4346,0.6164000000000001,3.0682,3.1663,0.09810000000000008,aaa,aaa,1,,0,1,0,1,-70.0,"[3.1663, 3.2912000000000003, 3.3839, 3.5172000000000003, 3.6482, 3.773, 3.9083, 4.0596000000000005, 4.1934000000000005, 4.3588000000000005]","[3.2096, 3.3027, 3.4134, 3.5436, 3.6894, 3.8125, 3.945, 4.1025, 4.2347, 4.3776]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
567,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2737.091309,2741.529711,4.438402000000224,2.8182,3.4384,0.6202000000000001,3.0682,3.1701,0.1019000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1111, 0.2651, 0.4331, 0.6115, 0.7703, 0.9417, 1.1354, 1.3149, 1.4833, 1.6418, 1.7967000000000002, 1.9767, 2.1362, 2.3003, 2.4871000000000003, 2.6759, 2.8584, 3.0043, 3.1701, 3.2979000000000003, 3.4022, 3.5071000000000003, 3.6128, 3.7193, 3.8297, 3.9494, 4.0746, 4.2013, 4.3409]","[0.1302, 0.3171, 0.4817, 0.6633, 0.8148000000000001, 0.9875, 1.1857, 1.3713, 1.5275, 1.6919000000000002, 1.8767, 2.0332, 2.1921, 2.3471, 2.5433000000000003, 2.7237, 2.9135, 3.0714, 3.2097, 3.319, 3.4259, 3.5296000000000003, 3.6415, 3.7452, 3.8569999999999998, 3.9802, 4.1158, 4.2464, 4.3867]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
568,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2741.540009,2746.018711,4.47870200000034,2.8182,3.4787000000000003,0.6605000000000003,3.0682,3.2104000000000004,0.14220000000000033,aaa,aaa,1,,0,1,0,1,-70.0,"[0.035500000000000004, 0.2175, 1.1946, 1.3014, 1.406, 1.5318, 1.6576000000000002, 2.6601, 3.0521000000000003, 3.2104000000000004, 3.3353, 3.4482000000000004, 3.5809, 3.6969, 3.7904, 3.8987, 4.1318, 4.1502, 4.2943]","[0.0887, 0.2477, 1.2167, 1.3297, 1.4403, 1.5681, 1.6874, 2.6652, 3.0878, 3.248, 3.3738, 3.4903, 3.6195, 3.7228, 3.8216, 3.9289, 4.136, 4.1676, 4.4184]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
569,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2746.028809,2750.433511,4.4047020000002695,2.8182,3.4047,0.5865,3.0682,3.1364,0.06820000000000004,aaa,aaa,1,,0,1,0,1,-70.0,"[0.06100000000000001, 0.3216, 1.0306, 2.7367, 2.8687, 3.1364, 3.2438, 3.3562000000000003, 3.4708, 3.5935, 3.7291, 3.8817, 4.0072]","[0.1946, 0.4746, 1.0685, 2.7547, 2.8859000000000004, 3.1607000000000003, 3.2830000000000004, 3.3974, 3.5104, 3.6331, 3.7643, 3.9129, 4.0416]","[0.0354, 0.3109, 0.3773]","[0.07880000000000001, 0.3362, 0.3883]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
570,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2750.443809,2755.563711,5.119901999999911,2.8182,4.1199,1.3017000000000003,3.0682,3.8516,0.7834000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[0.6381, 0.8068000000000001, 0.9754, 1.1503, 2.3205, 2.4523, 2.9538, 3.0660000000000003, 3.8516, 3.9686, 4.0756000000000006, 4.2044000000000015, 4.3382000000000005, 4.4932, 4.6354000000000015, 5.0476]","[0.6835, 0.8434, 1.0216, 1.1968, 2.3589, 2.4863, 2.9575, 3.0706, 3.8858, 4.0011, 4.1126000000000005, 4.2399, 4.3712, 4.5243, 4.6613000000000016, 5.0902]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
571,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2755.574309,2759.928711,4.354401999999936,2.8182,3.3544,0.5362,3.0682,3.0861,0.017900000000000027,aaa,aaa,1,,0,1,0,1,-70.0,"[1.7125, 1.8613, 3.0861, 3.1986000000000003, 3.3108, 3.4306, 3.5494000000000003, 3.6781, 4.2385]","[1.7471, 1.8803, 3.1174, 3.2245000000000004, 3.3494, 3.4667000000000003, 3.5816000000000003, 3.7154, 4.2767]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
572,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,2759.939209,2765.174412000001,5.2352029999997285,2.8207,4.2352,1.4145,3.0707,3.2257,0.15500000000000025,iaa,iaa,1,,0,0,1,1,70.0,"[3.2257, 3.3459000000000003, 3.4807, 3.6226, 3.9147, 4.0936, 5.0921]","[3.2613000000000003, 3.3834, 3.508, 3.6526, 3.9514, 4.1122000000000005, 5.1335000000000015]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
573,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,2765.186410000001,2769.536511,4.350100999999995,2.8182,3.3501000000000003,0.5319000000000003,3.0682,3.0818000000000003,0.01360000000000028,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0162, 1.0794, 1.2111, 1.4032, 1.8154, 2.7575000000000003, 3.0818000000000003, 3.198, 3.3036000000000003, 3.423, 3.5464, 3.6734, 3.8067, 3.9413]","[0.053700000000000005, 1.1087, 1.2632, 1.4501000000000002, 1.8602, 2.7879, 3.1153, 3.2098, 3.3292, 3.4596, 3.5865, 3.7111, 3.841, 3.977]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
574,1,0.0,0,0,1,0.0,,1.0,,,0,2769.547509,2774.627711,5.0802020000000985,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.0723, 0.2269, 0.3806, 0.5268, 0.8748, 4.1877, 4.3274, 4.5092, 4.6715, 5.0046]","[0.1104, 0.2662, 0.4219, 0.5702, 0.9228, 4.2289, 4.3664000000000005, 4.5397, 4.7104, 5.0512000000000015]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220118-114733,2022-01-18,11:47:42.165853,12:36:19.002812
