Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
75,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,345.431432,349.788635,4.357203000000027,2.8182,3.3572,0.5390000000000001,3.0682,3.0904000000000003,0.02220000000000022,aaa,aaa,1,,0,1,0,1,-70.0,"[2.1241000000000003, 2.2587, 2.7226, 3.0904000000000003, 3.2277, 3.3539999999999996, 3.4601, 3.5863, 3.7114, 3.8274, 3.9495, 4.1041]","[2.1509, 2.2849, 2.7509, 3.1251, 3.2749, 3.3812, 3.4927, 3.6169, 3.7298, 3.8534, 3.9842, 4.1216]","[1.7821, 1.9525, 2.3962000000000003, 2.8624]","[1.8643, 2.0031, 2.4681, 2.9306]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
76,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,349.809632,354.285535,4.47590299999996,2.8207,3.4759,0.6552000000000002,3.0707,3.2084,0.13770000000000016,iaa,iaa,1,,0,0,1,1,70.0,"[2.6759, 4.0206, 4.1632]","[2.6933, 4.0524, 4.2001]","[2.8306, 3.2084, 3.3339999999999996, 3.4477, 3.5785, 3.7278]","[2.9288000000000003, 3.2618, 3.37, 3.4985000000000004, 3.6281, 3.7708]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
77,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,354.296532,358.696035,4.3995029999999815,2.8207,3.3995,0.5788000000000002,3.0707,3.132,0.061300000000000125,iaa,iaa,1,,0,0,1,1,70.0,"[0.13440000000000002, 0.2802, 0.4186, 2.5272, 2.6733, 4.0314000000000005, 4.1749]","[0.0155, 0.1633, 0.3104, 0.4432, 2.5643, 2.7135, 4.0461, 4.199]","[2.2071, 2.8428, 2.9924, 3.1319999999999997, 3.2741, 3.4054, 3.5459, 3.708]","[2.2752, 2.9149000000000003, 3.0511000000000004, 3.1897, 3.3240000000000003, 3.4572000000000003, 3.6006, 3.7561]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
78,1,1.0,1,0,0,1.0,0.0,1.0,1.0,1.0,1,358.706432,363.564835,4.85840300000001,2.8207,3.8584,1.0377,3.0707,3.2819000000000003,0.21120000000000028,iaa,iaa,1,,0,0,1,1,70.0,"[2.1437, 2.6312, 2.7822, 3.2819000000000003, 3.4241, 4.5348000000000015]","[2.1873, 2.6746000000000003, 2.8287, 3.3093000000000004, 3.4616, 4.5736]","[1.8285, 2.2979000000000003, 2.4533, 3.5909, 3.7291, 3.8656, 4.0224, 4.1805]","[1.8909, 2.3684000000000003, 2.5249, 3.6489999999999996, 3.7824, 3.9197, 4.0765, 4.2324]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
79,1,1.0,1,0,0,1.0,0.0,0.0,1.0,1.0,1,363.716832,368.578935,4.862102999999991,2.8207,3.8621,1.0414,3.0707,3.3041,0.23340000000000005,iaa,iaa,1,,0,0,1,1,70.0,"[2.8997, 3.3041, 3.4528000000000003]","[2.9356, 3.346, 3.4925]","[2.595, 3.0642, 3.5946, 3.7284, 3.8578, 4.0119]","[2.6493, 3.1277000000000004, 3.6516, 3.7769999999999997, 3.9143, 4.0625]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
80,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,368.600032,373.011835,4.4118030000000195,2.8182,3.4118,0.5935999999999999,3.0682,3.145,0.07679999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[2.9833000000000003, 3.145, 3.281, 3.3881, 3.5048000000000004, 3.6349, 3.7678, 3.9073, 4.2557]","[3.023, 3.1874, 3.3156000000000003, 3.4237, 3.5368000000000004, 3.6599, 3.7823, 3.9246, 4.2932000000000015]","[2.7095, 4.0858]","[2.73, 4.1240000000000006]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
81,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,373.028432,378.085835,5.057402999999965,2.8207,4.0574,1.2367000000000004,3.0707,3.1585,0.0878000000000001,iaa,iaa,1,,0,0,1,1,70.0,"[2.506, 2.9956, 3.1585, 3.4813, 3.618, 4.6805]","[2.5506, 3.035, 3.185, 3.512, 3.6486, 4.7097000000000016]","[2.0518, 2.1799, 2.6628000000000003, 2.8326, 3.7899, 3.9226, 4.053999999999999, 4.1956, 4.3554]","[2.0572, 2.2568, 2.7431, 2.8889, 3.8448, 3.9692, 4.1043, 4.2515, 4.401]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
82,0,0.0,0,0,1,0.0,,0.0,,,0,378.105732,383.183435,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,"[1.6651, 1.8421, 1.9968, 2.1667, 2.3289, 2.7529000000000003]","[1.7085, 1.8666, 2.0118, 2.2116, 2.3464, 2.7839]","[1.4991, 2.5427]","[1.554, 2.6099]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
83,1,,1,0,0,1.0,0.0,,1.0,,1,383.203032,387.911935,4.708903000000022,2.8207,3.7089,0.8881999999999999,3.0707,3.264,0.19330000000000025,iaa,iaa,1,,0,0,1,1,70.0,"[1.3399, 1.4523, 2.0003, 3.264]","[1.3503, 1.4926, 2.0506, 3.3098]","[1.1167, 1.6215000000000002, 1.8010000000000002, 3.4414, 3.5938000000000003, 3.7033, 3.8369999999999997, 3.9755, 4.1268]","[1.1849, 1.6984, 1.8803, 3.5098000000000003, 3.6231, 3.7458, 3.8856, 4.0226000000000015, 4.1765]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
84,1,1.0,0,0,1,0.0,,0.0,,,0,387.932332,393.012535,5.08020300000004,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
85,0,,1,0,0,0.0,1.0,,0.0,,1,393.023532,397.397035,4.373503000000029,2.8182,3.3735,0.5552999999999999,3.0682,3.1067,0.03849999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[2.1604, 2.6558, 2.7971, 2.9457, 3.1067, 3.2567000000000004, 3.3611, 3.4838, 3.6015, 3.7339, 3.8592, 4.0232]","[2.1953, 2.6839, 2.8248, 2.9962, 3.1421, 3.2852, 3.3988, 3.5154, 3.6387, 3.7611, 3.8904, 4.0417000000000005]","[1.6972, 1.8614, 2.3092, 2.4642]","[1.7797, 1.9305, 2.3811, 2.5287]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
86,0,1.0,1,0,0,1.0,0.0,1.0,0.0,1.0,1,397.418832,402.007135,4.588302999999996,2.8182,3.5883000000000003,0.7701000000000002,3.0682,3.0841000000000003,0.015900000000000247,aaa,aaa,1,,0,1,0,1,-70.0,"[2.351, 2.5202, 3.3215000000000003, 3.6123, 3.7228, 3.8433, 3.9587, 4.0815, 4.2175, 4.5194]","[2.4009, 2.5443, 3.3495000000000004, 3.6299, 3.7574, 3.8703, 3.9899, 4.1097, 4.2337, 4.5454]","[1.5938, 1.8803, 2.0405, 2.8844000000000003, 2.8995, 3.0841000000000003]","[1.6305, 1.9525, 2.1025, 2.8928000000000003, 2.998, 3.1739]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
87,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,402.025332,406.606335,4.58100300000001,2.8207,3.5810000000000004,0.7603000000000004,3.0707,3.3135000000000003,0.24280000000000035,iaa,iaa,1,,0,0,1,1,70.0,"[0.0562, 0.1919, 0.33630000000000004, 0.6906, 4.0995, 4.2549, 4.407]","[0.0943, 0.2253, 0.3594, 0.7107, 4.1406, 4.2844, 4.4387]","[3.3135000000000003, 3.4374, 3.5494000000000003, 3.6761, 3.8111]","[3.3632, 3.4753000000000003, 3.5948, 3.7262, 3.8551]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
88,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,406.641532,411.025435,4.383903000000031,2.8207,3.3839,0.5632000000000001,3.0707,3.1164,0.04570000000000008,iaa,iaa,1,,0,0,1,1,70.0,"[0.4795, 0.6492, 0.7973, 0.9409]","[0.526, 0.6676000000000001, 0.8362, 0.975]","[0.14120000000000002, 0.3075, 2.9961, 3.1164, 3.2695000000000003, 3.3786, 3.5130000000000003, 3.6454, 3.7886, 3.9286, 4.0840000000000005]","[0.2068, 0.3774, 3.0199000000000003, 3.1888, 3.3008, 3.4246000000000003, 3.5582000000000003, 3.6928, 3.8341, 3.9807, 4.127]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
89,1,1.0,1,0,0,1.0,0.0,1.0,1.0,1.0,1,411.035532,415.822835,4.7873030000000085,2.8207,3.7873,0.9666,3.0707,3.1723000000000003,0.10160000000000036,iaa,iaa,1,,0,0,1,1,70.0,"[0.0041, 0.1782, 0.3365, 1.8869999999999998, 2.2501, 2.408, 2.6093, 3.1723000000000003, 3.3569999999999998]","[0.0431, 0.1906, 0.3473, 1.9245, 2.2961, 2.4447, 2.6391, 3.2271, 3.3819000000000004]","[2.0601000000000003, 2.8058, 2.978, 3.5198, 3.646, 3.7698, 3.8914, 4.0289]","[2.1412, 2.8685, 3.0572000000000004, 3.5747, 3.688, 3.8116, 3.9354, 4.0758]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
90,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,415.839532,420.254035,4.414502999999968,2.8207,3.4145000000000003,0.5938000000000003,3.0707,3.147,0.07630000000000026,iaa,iaa,1,,0,0,1,1,70.0,"[0.8197, 0.9687, 1.1448, 1.5595, 1.6902, 3.7715]","[0.8408, 0.9995, 1.1708, 1.5847, 1.7146, 3.8163]","[0.4684, 1.3278, 3.147, 3.2922, 3.4377, 4.3164]","[0.5171, 1.4242, 3.2212, 3.3507, 3.4967, 4.3831]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
91,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,420.265232,424.92453499999993,4.659302999999966,2.8182,3.6593,0.8411,3.0682,3.2262,0.15799999999999992,aaa,aaa,1,,0,1,0,1,-70.0,"[0.2471, 3.3925, 3.5358, 3.5361, 3.6422, 3.7612, 3.9027, 4.0421000000000005, 4.187, 4.3268, 4.4603]","[0.28290000000000004, 3.4402000000000004, 3.5359000000000003, 3.5645, 3.6744, 3.7941, 3.9221, 4.0546, 4.1999, 4.3504000000000005, 4.4905]","[0.0414, 3.052, 3.2262]","[0.1101, 3.1500000000000004, 3.2948]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
92,0,1.0,0,0,1,0.0,,0.0,,,0,424.942632,430.020335,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,"[2.0436, 2.2121, 2.3526, 2.7281]","[2.0865, 2.2234000000000003, 2.3802000000000003, 2.772]","[1.8723, 2.5269]","[1.9444, 2.6144000000000003]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
93,0,,1,0,0,0.0,1.0,,0.0,,1,430.029932,434.470535,4.440603000000009,2.8182,3.4406000000000003,0.6224000000000003,3.0682,3.1738,0.10559999999999993,aaa,aaa,1,,0,1,0,1,-70.0,"[0.7372000000000001, 0.8773000000000001, 1.2096, 1.3811, 1.7914, 3.0332000000000003, 3.1738, 3.3193, 3.4206000000000003, 3.5466, 3.6806, 3.8262, 3.9778]","[0.7789, 0.9175, 1.2598, 1.421, 1.8347, 3.0667, 3.221, 3.3445, 3.4582, 3.5809, 3.7015, 3.8393, 3.9957]","[0.6251, 1.0205, 1.5905, 1.6164]","[0.6294000000000001, 1.0935, 1.599, 1.6813]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
94,0,1.0,0,0,1,0.0,,1.0,,,0,434.494432,439.572135,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,"[4.1077, 4.6569, 4.7878, 4.9034]","[4.1578, 4.683, 4.8333, 4.9557]","[4.2797, 4.463]","[4.3681, 4.5331]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
95,1,,1,0,0,0.0,1.0,,1.0,,1,439.58533200000005,444.176635,4.591302999999981,2.8207,3.5913000000000004,0.7706000000000004,3.0707,3.3238000000000003,0.2531000000000003,iaa,iaa,1,,0,0,1,1,70.0,"[0.1552, 0.5184, 2.2377, 4.0739, 4.3086]","[0.16640000000000002, 0.5785, 2.2785, 4.1097, 4.3347]","[0.3252, 3.3238000000000003, 3.4758, 3.4999, 3.6195, 3.7507]","[0.4028000000000001, 3.3945000000000003, 3.4957000000000003, 3.5296000000000003, 3.6679, 3.8054]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
96,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,444.189132,448.778035,4.588903000000017,2.8182,3.5889,0.7707000000000002,3.0682,3.0959000000000003,0.02770000000000028,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3221000000000003, 3.4332000000000003, 3.5622000000000003, 3.6657, 3.7812, 3.9073, 4.0361, 4.1788, 4.3100000000000005]","[3.3269, 3.4714, 3.5742000000000003, 3.6927, 3.812, 3.9385, 4.0644, 4.1957, 4.3381]","[2.6735, 2.7917, 2.9765, 3.0959000000000003]","[2.6801, 2.8471, 3.0089, 3.1792]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
97,1,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0,1,448.800132,452.907435,4.107303000000002,2.8207,3.1073,0.2866,3.0707,3.0978000000000003,0.027100000000000343,iaa,iaa,1,,0,0,1,1,70.0,"[3.0978000000000003, 3.4200000000000004, 3.4386, 3.5536000000000003, 3.6804, 3.8461, 3.9673]","[0.0251, 3.0999000000000003, 3.4248000000000003, 3.4596, 3.5947, 3.7304, 3.8789999999999996, 4.0075]",[3.2477],[3.3125],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
98,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,452.91753200000005,457.443835,4.5263029999999835,2.8182,3.5263,0.7081,3.0682,3.2595,0.19130000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0051, 0.1529, 0.2859, 0.4238, 1.0505, 1.2676, 1.3385, 1.4457, 3.2595, 3.393, 3.4999, 3.6151, 3.7422, 3.8752, 4.0228, 4.1467, 4.2922]","[0.0235, 0.1822, 0.31920000000000004, 0.4577, 1.0925, 1.2905, 1.3651, 1.4912, 3.2805, 3.4290000000000003, 3.5337, 3.6526, 3.7762, 3.9037, 4.0325, 4.1733, 4.3208]",[0.8076],[0.8838],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
99,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,457.46623200000016,462.392435,4.926202999999988,2.8207,3.9262,1.1055,3.0707,3.3285,0.25780000000000003,iaa,iaa,1,,0,0,1,1,70.0,"[3.3285, 3.3479, 3.3711, 3.4898]","[3.3296, 3.3688, 3.3927, 3.5423]","[3.6587, 3.8071, 3.9189, 4.0542, 4.2018, 4.3499]","[3.7359, 3.8456, 3.9694, 4.1048, 4.2448000000000015, 4.3909]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
100,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,462.419732,466.881735,4.4620029999999815,2.8207,3.462,0.6412999999999998,3.0707,3.1945,0.12380000000000012,iaa,iaa,1,,0,0,1,1,70.0,[4.0526],[4.0699000000000005],"[2.7299, 2.8676, 3.1945, 3.3192000000000004, 3.4393, 3.5705, 3.7305]","[2.7935000000000003, 2.9419999999999997, 3.2463, 3.3600000000000003, 3.488, 3.6245, 3.7771]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
101,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,466.91933200000005,471.471935,4.552602999999976,2.8182,3.5526,0.7343999999999999,3.0682,3.1007,0.032500000000000195,aaa,aaa,1,,0,1,0,1,-70.0,"[2.0248, 2.5805, 2.7425, 2.8916, 3.2858, 3.4273, 3.5548, 3.6878, 3.8143]","[2.0883000000000003, 2.6254, 2.7779000000000003, 2.9450000000000003, 3.3239, 3.4698, 3.5954, 3.7141, 3.8369999999999997]","[1.5864, 1.7118, 2.2219, 2.3864, 3.1007, 4.1627, 4.3353]","[1.5977, 1.7637, 2.2929, 2.4588, 3.1735, 4.2108, 4.3769]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
102,1,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1,471.49993200000006,476.718335,5.218403000000023,2.8207,4.2184,1.3977,3.0707,3.2089000000000003,0.13820000000000032,iaa,iaa,1,,0,0,1,1,70.0,"[2.5014000000000003, 2.8486, 3.2089000000000003, 3.3872, 3.5697, 3.7354, 3.9299]","[2.5422, 2.8906, 3.2515, 3.4249, 3.5799000000000003, 3.7849, 3.9599]","[2.6497, 3.0091]","[2.7473, 3.0797000000000003]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
103,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,476.729832,481.208035,4.478203000000008,2.8207,3.4782,0.6575000000000002,3.0707,3.2107,0.14000000000000012,iaa,iaa,1,,0,0,1,1,70.0,"[2.625, 2.7411000000000003, 2.9235]","[2.6359, 2.8075, 2.9565]","[2.4332000000000003, 3.2107, 3.3596000000000004, 3.4713000000000003, 3.6015, 3.7357, 3.8935, 4.0309]","[2.4712, 3.2788, 3.3941000000000003, 3.5176000000000003, 3.6499, 3.786, 3.9309, 4.0787]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
104,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,481.218632,485.761435,4.542802999999992,2.8182,3.5428,0.7246000000000001,3.0682,3.2760000000000002,0.2078000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[0.9038, 1.0443, 1.3773, 1.5207000000000002, 3.276, 3.4529, 3.4743000000000004, 3.5714, 3.6968, 4.3317000000000005, 4.468]","[0.9434, 1.0819, 1.4042, 1.5606, 3.3443, 3.4681, 3.4808000000000003, 3.6133, 3.7297, 4.3697, 4.508]","[3.9718, 4.1488000000000005]","[4.0315, 4.2113000000000005]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
105,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,485.77873200000016,490.553435,4.774702999999988,2.8207,3.7747,0.9540000000000002,3.0707,3.1101,0.0394000000000001,iaa,iaa,1,,0,0,1,1,70.0,"[0.0414, 0.1665, 0.32899999999999996, 3.1101, 3.2262, 3.3240000000000003]","[0.0733, 0.2016, 0.34299999999999997, 3.1137, 3.2316000000000003, 3.3671]","[3.5072, 3.6724, 3.7952, 3.9187, 4.0555, 4.1993, 4.3452]","[3.5816000000000003, 3.7092, 3.836, 3.9699, 4.0988, 4.2477, 4.3903]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
106,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,490.572832,495.014535,4.441703000000018,2.8182,3.4417,0.6234999999999999,3.0682,3.1749,0.10670000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0452, 2.7602, 3.1749, 3.2876000000000003, 3.3927, 3.5039999999999996, 3.6237, 3.9, 4.045, 4.1904, 4.3159, 4.4408]","[0.0755, 2.7637, 3.1928, 3.3236000000000003, 3.4172, 3.5327, 3.6557, 3.9251, 4.075, 4.2168, 4.3438]",[2.9395],[3.0321],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
107,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,495.024332,500.279035,5.254703000000006,2.8207,4.2547000000000015,1.4340000000000015,3.0707,3.0988,0.02810000000000024,iaa,iaa,1,,0,0,1,1,70.0,"[1.5809, 1.7225, 1.8389, 3.0988, 3.2329000000000003, 3.6485, 3.8192]","[0.0159, 1.5837, 1.7597, 1.8796, 3.1627, 3.2665, 3.6858, 3.8634]","[0.3196, 3.9872, 4.1926000000000005, 4.3124, 4.4581, 4.5937, 4.7259, 4.8882]","[0.3736, 4.099, 4.2281, 4.3552, 4.5067, 4.6435, 4.7777, 4.934]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220118-131445,2022-01-18,13:14:55.160688,13:54:39.922562
