Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P,Drug
3,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,14.974725,19.405215,4.430489999999999,2.8207,3.4305000000000003,0.6098000000000003,3.0809,3.1608,0.07989999999999986,iaa,iaa,1,,0,0,1,1,70.0,"[0.1598, 0.1805, 0.34290000000000004, 0.8336, 2.467, 2.6467, 2.8532, 4.2787000000000015, 4.4304000000000014]","[0.1632, 0.2072, 0.3857, 0.8934000000000001, 2.5195000000000003, 2.7231, 2.9277, 4.3078]","[0.0154, 2.1267, 2.2501, 3.0398, 3.1608, 3.2766, 3.377, 3.4877, 3.6026, 3.7235, 3.8457, 3.9793]","[0.047400000000000005, 2.1705, 2.3048, 3.1008, 3.2028000000000003, 3.3033, 3.4126000000000003, 3.5264, 3.6444, 3.7693, 3.8913, 4.0301]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
4,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,19.434425,23.790215,4.355789999999999,2.8207,3.3558000000000003,0.5351000000000004,3.0809,3.0861,0.005199999999999871,iaa,iaa,1,,0,0,1,1,70.0,"[0.6111, 2.9422, 4.1899000000000015]","[0.0272, 0.6767000000000001, 2.9627000000000003, 4.227]","[0.26430000000000003, 0.4144000000000001, 2.7948, 2.8184, 3.0861, 3.2211000000000003, 3.3240000000000003, 3.435, 3.532, 3.642, 3.763, 3.889, 4.352]","[0.3219, 0.4894, 2.8141000000000003, 2.8261000000000003, 3.147, 3.2437, 3.3479, 3.4608000000000003, 3.5707, 3.6831, 3.81, 3.9407]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
5,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,23.798125,28.293815000000002,4.49569,2.8182,3.4957000000000003,0.6775000000000002,3.0781,3.0793,0.0011999999999998678,aaa,aaa,1,,0,1,0,1,-70.0,"[0.9963, 1.1522, 1.3064, 3.2263, 3.3510000000000004, 3.4473000000000003, 3.5586, 3.9688, 4.1000000000000005, 4.1412]","[1.0589, 1.2172, 1.3711, 3.2694, 3.3806000000000003, 3.4876, 3.6039999999999996, 4.0205, 4.1205, 4.1532]","[0.1072, 0.2446, 0.4143, 3.0793, 3.7996, 3.8071, 4.2431, 4.3835000000000015]","[0.023, 0.1673, 0.3053, 0.4692, 3.1268, 3.8025, 3.8531, 4.3104000000000005, 4.4469]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
6,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,28.302925,32.953315,4.650390000000005,2.8182,3.6504,0.8321999999999998,3.0781,3.381,0.30290000000000017,aaa,aaa,1,,0,1,0,1,-70.0,"[0.2111, 2.3212, 2.3573, 2.8205, 2.9741, 3.381, 3.5066, 3.6139, 3.7309, 3.8572, 3.9945, 4.1449]","[0.28390000000000004, 2.3307, 2.4024, 2.8778, 3.0421, 3.4342, 3.5469000000000004, 3.6597, 3.7757, 3.9047, 4.0494, 4.1926000000000005]","[0.041100000000000005, 0.39899999999999997, 0.5885, 2.173, 2.4853, 2.6182000000000003]","[0.1033, 0.4615, 0.6397, 2.2301, 2.5379, 2.7023]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
7,0,1.0,1,0,0,1.0,0.0,1.0,0.0,1.0,1,32.966125,37.456915,4.490790000000004,2.8182,3.4908,0.6726000000000001,3.0781,3.1771000000000003,0.0990000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[1.9458, 2.7211000000000003, 2.8642000000000003, 3.2214, 3.2241, 3.3369, 3.4553000000000003, 3.5494000000000003, 3.6583, 3.7735, 3.8876, 4.0047000000000015, 4.1528]","[1.9933, 2.7868, 2.927, 3.2215000000000003, 3.2422, 3.3842000000000003, 3.4791000000000003, 3.5848, 3.6975, 3.8103, 3.9271, 4.0505, 4.1901]","[2.2584, 2.3172, 2.4496, 2.5656000000000003, 3.0197000000000003, 3.1771000000000003, 4.3077000000000005, 4.4666000000000015]","[2.2761, 2.3518000000000003, 2.4958, 2.6219, 3.0811, 3.1877, 4.3686]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
8,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,37.474425,41.995915000000004,4.52149,2.8182,3.5215,0.7033,3.0781,3.2521,0.17399999999999993,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1447, 0.2867, 0.8227, 0.9676, 3.2521, 3.2531000000000003, 3.3655000000000004, 3.4654000000000003, 3.5741, 3.6888, 3.8084, 3.9413, 4.2542]","[0.1789, 0.34940000000000004, 0.8345, 1.0276, 3.2524, 3.2943, 3.3985000000000003, 3.506, 3.616, 3.735, 3.8573, 3.9882, 4.3156]","[0.477, 0.5870000000000001, 4.1215, 4.4215]","[0.0063, 0.5062, 0.6516000000000001, 4.1408000000000005, 4.4775]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
9,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,42.005325,46.384615000000004,4.3792899999999975,2.8207,3.3793,0.5586000000000002,3.0809,3.1096000000000004,0.02870000000000017,iaa,iaa,1,,0,0,1,1,70.0,[0.1729],[0.2318],"[0.0143, 2.9841, 3.1096000000000004, 3.241, 3.3572, 3.4748, 3.6144, 3.783]","[0.08, 3.0358, 3.1682, 3.2889000000000004, 3.4094, 3.5257, 3.6718, 3.8168]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
10,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,46.403925,50.904015,4.50009,2.8207,3.5001,0.6794000000000002,3.0809,3.2304,0.14949999999999974,iaa,iaa,1,,0,0,1,1,70.0,"[1.6945, 4.1937, 4.3549]","[1.7464000000000002, 4.2418000000000005, 4.4224000000000006]","[1.5403, 1.8515, 1.9992, 2.1255, 2.3277, 3.0753000000000004, 3.2304, 3.3487, 3.4674, 3.5826, 3.7064, 3.8666]","[1.5798, 1.9275, 2.0603, 2.2185, 2.3908, 3.1593, 3.2812, 3.3946, 3.5148, 3.6282, 3.7647, 3.9298]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
11,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,50.920425,55.398015,4.477589999999998,2.8207,3.4776,0.6568999999999998,3.0809,3.2079,0.12699999999999978,iaa,iaa,1,,0,0,1,1,70.0,"[1.9213, 1.9518]","[1.9398, 1.9939]","[1.7575, 2.0915, 2.2161, 3.0499, 3.2079, 3.3288, 3.4334, 3.548, 3.6738, 3.807]","[1.8238, 2.1514, 2.2849, 3.1269, 3.2506, 3.3696, 3.4789999999999996, 3.5996, 3.7266, 3.8661]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
12,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,55.421825,59.947215,4.525390000000002,2.8182,3.5254000000000003,0.7072000000000003,3.0781,3.256,0.17790000000000014,aaa,aaa,1,,0,1,0,1,-70.0,"[1.7789, 1.9326, 3.256, 3.3789999999999996, 3.4801, 3.5886, 3.7037, 3.8458]","[1.8153, 1.9855, 3.3005, 3.4054, 3.5189999999999997, 3.633, 3.7504, 3.8937]","[1.4958, 1.6109, 2.3209, 2.4450000000000003]","[1.5441, 1.6704, 2.3751, 2.5112]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
13,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,59.978925,64.451015,4.4720900000000015,2.8207,3.4721,0.6514000000000002,3.0809,3.2024000000000004,0.12150000000000015,iaa,iaa,1,,0,0,1,1,70.0,[1.9557],[2.0137],"[1.8085, 2.1065, 2.2477, 3.0683, 3.2024000000000004, 3.3143, 3.4290000000000003, 3.5647, 3.725]","[1.8632, 2.1715, 2.318, 3.1428000000000003, 3.2518, 3.3664, 3.4833000000000003, 3.6286, 3.7877]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
14,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,64.463225,68.933115,4.469890000000007,2.8207,3.4699,0.6492,3.0809,3.2002,0.11929999999999995,iaa,iaa,1,,0,0,1,1,70.0,[4.2529],[4.3049],"[0.753, 0.8903000000000001, 3.0522, 3.2002, 3.3242000000000003, 3.4286000000000003, 3.5389000000000004, 3.6565, 3.7808, 3.9326]","[0.8095, 0.9579, 3.1291, 3.2491000000000003, 3.3629, 3.4723, 3.5869, 3.7062, 3.8348, 3.9975]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
15,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,68.947525,73.428415,4.480890000000001,2.8182,3.4809,0.6627000000000001,3.0781,3.2115,0.13339999999999996,aaa,aaa,1,,0,1,0,1,-70.0,"[1.6205, 3.2115, 3.2158, 3.3194000000000004, 3.4181000000000004, 3.5184, 3.627, 3.7394, 3.8532, 3.9799]","[1.6929, 3.2127000000000003, 3.253, 3.3474000000000004, 3.4513000000000003, 3.5547, 3.6668, 3.7801, 3.8988, 4.0298]","[1.3328, 1.4483, 1.8042, 1.9506, 2.1155, 4.1409, 4.2655, 4.3898]","[1.3883, 1.4972, 1.8781, 2.0114, 2.1764, 4.1743000000000015, 4.3173, 4.4522]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
16,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,73.441225,77.921915,4.480689999999996,2.8207,3.4807,0.6600000000000001,3.0809,3.2110000000000003,0.1301000000000001,iaa,iaa,1,,0,0,1,1,70.0,"[2.6253, 2.6502000000000003, 2.7735000000000003]","[2.6291, 2.6884, 2.8264]","[0.6105, 0.7737, 2.4609, 3.0603, 3.2110000000000003, 3.3338, 3.4286000000000003, 3.5377, 3.6524, 3.7754, 3.9234]","[0.6708000000000001, 0.8562000000000001, 2.529, 3.1306000000000003, 3.2543, 3.3657000000000004, 3.4715000000000003, 3.5839999999999996, 3.7031, 3.8339, 3.9817]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
17,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,77.939025,82.41151500000002,4.472489999999993,2.8207,3.4725,0.6518000000000002,3.0809,3.2028000000000003,0.12190000000000012,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[1.0037, 1.128, 1.2603, 3.0174000000000003, 3.2028000000000003, 3.3196000000000003, 3.4228, 3.5236, 3.6391, 3.7597, 3.8879, 4.0299000000000005]","[1.0613, 1.1885, 1.3327, 3.0759000000000003, 3.2408, 3.3501000000000003, 3.4570000000000003, 3.5684, 3.6863, 3.8098, 3.9418, 4.0938]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
18,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,82.429425,86.784615,4.355190000000008,2.8207,3.3552,0.5345,3.0809,3.0855,0.004599999999999938,iaa,iaa,1,,0,0,1,1,70.0,[],[0.040999999999999995],"[0.1589, 0.301, 2.9702, 3.0855, 3.2138, 3.3304, 3.4419999999999997, 3.5671000000000004, 3.7039999999999997]","[0.2233, 0.3614, 3.0235000000000003, 3.1409, 3.261, 3.3772, 3.4914, 3.62, 3.7649]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
19,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,86.801325,91.335115,4.533789999999996,2.8182,3.5338000000000003,0.7156000000000002,3.0781,3.2644,0.18630000000000013,aaa,aaa,1,,0,1,0,1,-70.0,"[3.2644, 3.2679, 3.3828, 3.4735, 3.5762, 3.6875, 3.8104]","[3.2647, 3.3064, 3.4076, 3.5094000000000003, 3.6159, 3.7288, 3.8563]","[1.4784000000000002, 1.5976, 4.0949, 4.2171]","[1.5282, 1.6605, 4.1474, 4.277]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
20,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,91.358225,95.80191500000001,4.4436899999999895,2.8207,3.4437,0.6230000000000002,3.0707,3.174,0.10329999999999996,iaa,iaa,1,,0,0,1,1,70.0,[3.9791],[4.0053],"[1.8112, 1.9452, 3.174, 3.3043, 3.4124000000000003, 3.5134000000000003, 3.6365]","[1.8748, 2.0054000000000003, 3.2281, 3.3391, 3.4517, 3.5605, 3.6917]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
21,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,95.809225,100.180915,4.371690000000001,2.8182,3.3717,0.5535000000000001,3.0682,3.1023,0.03410000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[3.1023, 3.1060000000000003, 3.2459, 3.3523, 3.4664]","[3.1026, 3.1639999999999997, 3.2881, 3.398, 3.5222]","[0.0056, 0.1532, 2.4743, 2.4905, 2.5691, 2.8984, 3.6359, 3.7463]","[0.0834, 0.2254, 2.4859, 2.4918, 2.6255, 2.9803, 3.6529, 3.7999]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
22,1,0.0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,100.189425,104.435015,4.245590000000006,2.8207,3.2456,0.4249000000000001,3.0707,3.2361,0.1654,iaa,iaa,1,,0,0,1,1,70.0,"[2.8756, 3.2361, 3.6199]","[2.9269000000000003, 3.307, 3.6911]","[2.4064, 2.5273000000000003, 3.4146]","[2.459, 2.5900000000000003, 3.4891]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
23,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,104.450825,108.81501499999999,4.364190000000009,2.8207,3.3642000000000003,0.5435000000000003,3.0707,3.0945,0.023800000000000043,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[2.9789999999999996, 3.0945, 3.2414, 3.3367, 3.4444000000000004, 3.5703, 3.7076]","[3.0256000000000003, 3.1719999999999997, 3.2727, 3.3806000000000003, 3.4941, 3.6241, 3.7611]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
24,0,0.0,0,0,0,1.0,0.0,1.0,1.0,1.0,1,108.822125,113.991115,5.168989999999994,2.8182,4.1690000000000005,1.3508000000000004,3.0682,3.1595,0.09129999999999994,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[1.8132, 1.9268, 2.0869, 3.1595, 3.4735, 3.7762, 3.9432, 4.1138, 4.2594]","[1.8605, 1.9794, 2.1524, 3.2318, 3.5226, 3.8503, 4.0289, 4.1722, 4.3283000000000005]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
25,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,114.005425,118.405615,4.400189999999995,2.8207,3.4002000000000003,0.5795000000000003,3.0707,3.1305,0.059800000000000075,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0059, 3.1305, 3.2750000000000004, 3.3747000000000003, 3.48, 3.6115, 4.2834]","[3.0699, 3.2097, 3.3087, 3.418, 3.5294000000000003, 3.6656, 4.3577]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
26,0,0.0,0,0,1,0.0,,1.0,,,0,118.411525,123.48921499999999,5.077690000000004,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[2.6742, 2.8068, 4.4871, 4.6357]","[2.7346, 2.8745000000000003, 4.5475, 4.7102]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
27,0,,1,0,0,0.0,1.0,,0.0,,1,123.504625,128.433615,4.928989999999999,2.8182,3.929,1.1107999999999998,3.0682,3.6596,0.5914000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6596, 3.7929, 3.8822, 3.9748, 4.0902, 4.2262]","[3.6928, 3.8229, 3.9121, 4.0085000000000015, 4.1239, 4.2529]",[0.8152],[0.8705],20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
28,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,128.440025,132.870915,4.430890000000005,2.8207,3.4309000000000003,0.6102000000000003,3.0707,3.1612,0.09050000000000002,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0373, 3.1612, 3.2769999999999997, 3.3805, 3.4943, 3.6302]","[3.1015, 3.2084, 3.3186, 3.4297, 3.5435000000000003, 3.6704]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
29,0,0.0,0,0,1,0.0,,1.0,,,0,132.876525,137.95421499999998,5.077690000000018,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[1.2307, 1.3423, 1.8407, 1.9584]","[1.2863, 1.3864, 1.8903, 2.0207]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
30,0,,0,0,0,1.0,0.0,,1.0,,1,137.960025,143.340215,5.380189999999999,2.8182,4.3802,1.5620000000000005,3.0682,3.3707000000000003,0.3025000000000002,aaa,aaa,1,,0,1,0,1,-70.0,[1.3636],[1.4242],"[0.6646000000000001, 0.9499, 1.0742, 1.5492, 3.3707000000000003, 3.5036]","[0.7203, 1.0019, 1.1304, 1.6158, 3.4396, 3.5621]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
31,0,0.0,0,0,0,1.0,0.0,0.0,1.0,1.0,1,143.354225,148.710015,5.355789999999985,2.8182,4.3558,1.5376000000000003,3.0682,3.3463000000000003,0.27810000000000024,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[1.0372, 1.1729, 3.3463000000000003]","[1.0989, 1.2357, 3.4035]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
32,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,148.838925,153.29931499999995,4.460390000000018,2.8207,3.4604000000000004,0.6397000000000004,3.0707,3.1907,0.1200000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0616000000000003, 3.1907, 3.3199, 3.4354, 3.5742000000000003]","[3.1275, 3.2431, 3.3674, 3.4878, 3.6001000000000003]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
33,0,0.0,0,0,1,0.0,,1.0,,,0,153.313825,158.391515,5.077689999999991,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[2.2757, 2.4071, 2.557]","[2.3393, 2.4626, 2.6107]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
34,0,,0,0,0,1.0,0.0,,1.0,,1,158.397025,163.534515,5.1374899999999855,2.8182,4.1375,1.3193,3.0682,3.128,0.059800000000000075,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[0.32780000000000004, 0.4592, 3.128, 3.2416]","[0.3845, 0.5182, 3.1757, 3.2945]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
35,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,163.539425,167.994215,4.454790000000003,2.8207,3.4548,0.6341000000000001,3.0707,3.1851000000000003,0.11440000000000028,iaa,iaa,1,,0,0,1,1,70.0,[3.9225],[3.943],"[1.6692, 1.7974, 3.0353000000000003, 3.1851000000000003, 3.3363, 3.4502, 3.595, 4.0477]","[1.7283000000000002, 1.8545, 3.1019, 3.2584, 3.3835, 3.5032, 3.63, 4.1014]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
36,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,168.003425,172.394215,4.39079000000001,2.8207,3.3908,0.5701,3.0707,3.1211,0.050400000000000215,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0057, 3.1211, 3.2390000000000003, 3.3383000000000003, 3.4476, 3.5787]","[3.0554, 3.1687000000000003, 3.2802, 3.3851, 3.4956, 3.6266]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
37,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,172.401725,176.905315,4.503590000000003,2.8207,3.5036,0.6829000000000001,3.0707,3.2339,0.16320000000000026,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[1.3067, 1.4291, 1.5584, 3.0551, 3.2339, 3.3783000000000003, 3.4776, 3.5864000000000003, 3.7053, 3.8494]","[1.3722, 1.484, 1.6148, 3.1345, 3.3191, 3.4134, 3.5215, 3.6304, 3.7588, 3.8998]",20,1.0,0.0,0.0,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,327,36002,327,1.6.2,327_stage_training_v2_20220121-101245,2022-01-21,10:12:54.616710,10:21:26.732198,,,
