Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P
369,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,1837.091028,1841.731718,4.64068999999995,3.0706,3.6407,0.5700999999999996,3.3206,3.3710000000000004,0.05039999999999978,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3710000000000004, 3.4842, 3.5861, 3.6911, 3.8087, 3.9404]","[3.403, 3.5046000000000004, 3.6117, 3.7234, 3.8441, 3.9715]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
370,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1841.737628,1846.420218,4.682589999999892,3.0706,3.6826,0.6119999999999997,3.3206,3.4129,0.09229999999999984,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3052, 3.4129, 3.531, 3.6344, 3.7371, 3.8516]","[3.3341000000000003, 3.4468, 3.5484, 3.6558, 3.7688, 3.8888]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
371,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1846.429228,1851.699818,5.270590000000084,3.6554,4.2706,0.6151999999999997,3.9054,4.0012,0.09579999999999966,aaa,aaa,1,,0,1,0,1,-70.0,"[3.0288, 3.1495, 3.2631, 3.3764000000000003, 3.6623, 3.8206, 4.0012, 4.0042, 4.151, 4.251, 4.3746, 4.5150000000000015]","[3.055, 3.1925000000000003, 3.3058, 3.4129, 3.7122, 3.8538, 4.0014, 4.0397, 4.1847, 4.2923, 4.4181, 4.5481]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
372,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1851.706928,1856.344518,4.637590000000046,3.0706,3.6376,0.5669999999999997,3.3206,3.3679,0.0472999999999999,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3679, 3.4865000000000004, 3.5845, 3.6896, 3.8046, 3.9344, 4.1049]","[3.3979000000000004, 3.5052000000000003, 3.6102, 3.7227, 3.8403, 3.97, 4.1078]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
373,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,1856.349428,1861.220918,4.871489999999994,3.0681000000000003,3.8715,0.8033999999999999,3.3181000000000003,3.3289,0.0107999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6021, 3.6065, 3.72, 3.8289999999999997, 3.9209, 4.0349, 4.3532, 4.5058]","[3.6022000000000003, 3.617, 3.7407, 3.8542, 3.9559, 4.0733000000000015, 4.3857, 4.5475]","[3.3289, 3.4308]","[3.345, 3.4645]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
374,0,1.0,1,0,0,1.0,0.0,0.0,0.0,1.0,1,1861.227128,1866.178118,4.950990000000047,3.0681000000000003,3.951,0.8828999999999998,3.3181000000000003,3.3499000000000003,0.03180000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6816, 3.784, 3.8965, 3.9947, 4.1118000000000015, 4.2601, 4.3997]","[3.6818, 3.8075, 3.925, 4.0326, 4.1533, 4.2999, 4.4324]",[3.3499000000000003],[3.387],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
375,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,1866.185028,1870.776018,4.59098999999992,3.0706,3.591,0.5204,3.3206,3.3213000000000004,0.0007000000000001452,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3213000000000004, 3.4371, 3.5415, 3.6519, 3.7571, 3.8799]","[3.3494, 3.4552, 3.5624, 3.6775, 3.795, 3.9182]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
376,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1870.782928,1875.426918,4.6439899999998016,3.0681000000000003,3.644,0.5758999999999994,3.3181000000000003,3.3746,0.05649999999999977,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3746, 3.3802000000000003, 3.4734000000000003, 3.4808000000000003, 3.5829, 3.6779, 3.8156, 3.9428, 4.0672000000000015]","[3.3747000000000003, 3.3893, 3.4752, 3.498, 3.6066, 3.7215, 3.8559, 3.9751, 4.088]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
377,0,1.0,1,0,0,1.0,0.0,1.0,0.0,1.0,1,1875.433028,1880.447818,5.014790000000176,3.0681000000000003,4.0148,0.9467,3.3181000000000003,3.3299000000000003,0.011800000000000031,aaa,aaa,1,,0,1,0,1,-70.0,"[1.9253, 2.0952, 3.7454, 3.7475, 3.8716, 3.9693, 4.0817000000000005, 4.2085, 4.3731, 4.5267]","[1.972, 2.1401, 3.7456, 3.775, 3.8995, 4.0063, 4.1166, 4.2427, 4.4109, 4.5554000000000014]","[3.3299000000000003, 3.4815]","[3.3518000000000003, 3.4893]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
378,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,1880.453828,1885.884718,5.4308900000000895,3.82,4.4309,0.6109000000000004,4.07,4.1612,0.09119999999999973,iaa,iaa,1,,0,0,1,1,70.0,"[3.0223, 3.1715, 3.8692]","[3.0593000000000004, 3.2165000000000004, 3.8698]","[3.3921, 3.5410000000000004, 4.1612, 4.1614, 4.1664, 4.2882, 4.3926, 4.4079000000000015, 4.4944000000000015, 4.6732000000000005]","[3.4055, 3.5562, 4.1613, 4.1615, 4.1813, 4.2956, 4.4019, 4.4119, 4.5301, 4.6825]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
379,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1885.892128,1890.263818,4.371689999999944,3.0681000000000003,3.3717,0.3035999999999999,3.3181000000000003,3.3622,0.044099999999999806,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6582, 3.9834]","[3.6703, 4.0176]","[3.3622, 3.4726000000000004, 4.1898, 4.3042]","[3.3971, 3.5211, 4.1957, 4.3455]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
380,0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1,1890.270028,1895.116318,4.846290000000182,3.0681000000000003,3.8463,0.7781999999999996,3.3181000000000003,3.3576,0.03949999999999987,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5769, 3.58, 3.7008, 3.8074, 3.9004, 4.0391, 4.1688]","[3.577, 3.5825, 3.7214, 3.8338, 3.9436, 4.074, 4.213]",[3.3576],[3.3877],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
381,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,1895.122228,1899.768018,4.645790000000034,3.0706,3.6458,0.5751999999999997,3.3206,3.3761,0.05549999999999988,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3761, 3.4816000000000003, 3.4858, 3.5996, 3.7051, 3.8308]","[3.4047, 3.484, 3.5145, 3.6225, 3.7385, 3.8695]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
382,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1899.773928,1904.460418,4.6864899999998215,3.0681000000000003,3.6865,0.6183999999999998,3.3181000000000003,3.4171,0.09899999999999977,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4171, 3.4198, 3.5308, 3.6312, 3.7257, 3.8464, 3.9868, 4.1285]","[3.4172, 3.4298, 3.5531, 3.6598, 3.7658, 3.8902, 4.0243, 4.1578]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
383,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,1904.467728,1909.278018,4.8102899999998945,3.0681000000000003,3.8103,0.7421999999999995,3.3181000000000003,3.5409,0.2227999999999999,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5409, 3.5438, 3.6565, 3.7494, 3.8558, 3.9897, 4.122, 4.2604000000000015]","[3.5410000000000004, 3.5698000000000003, 3.6823, 3.783, 3.8943, 4.0277, 4.1529, 4.2885]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
384,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1909.285928,1913.941518,4.655590000000075,3.0706,3.6556,0.585,3.3206,3.3859000000000004,0.06530000000000014,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3859000000000004, 3.5010000000000003, 3.6001000000000003, 3.7079, 3.8271, 3.9676]","[3.4219000000000004, 3.5214000000000003, 3.6273, 3.7439999999999998, 3.8672, 4.0062]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
385,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,1913.947328,1919.014918,5.067590000000108,3.0681000000000003,4.0676000000000005,0.9995000000000004,3.3181000000000003,3.3552,0.03709999999999969,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7982, 3.8082, 3.8091, 3.9237, 4.0151, 4.1386, 4.2780000000000005]","[3.7983, 3.8086, 3.8309, 3.9435, 4.0547, 4.1803, 4.3142000000000005]","[3.236, 3.3552]","[3.2673, 3.3934]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
386,0,1.0,1,0,0,1.0,0.0,0.0,0.0,1.0,1,1919.021228,1923.978418,4.957189999999857,3.0681000000000003,3.9572,0.8890999999999996,3.3181000000000003,3.4239,0.1057999999999999,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6878, 3.6902, 3.7939, 3.8969, 4.0142, 4.2888, 4.4683]","[3.6879, 3.7136, 3.8296, 3.9333, 4.0556, 4.3311, 4.4851]",[3.4239],[3.4435],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
387,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,1923.985128,1928.643718,4.658590000000004,3.0681000000000003,3.6586,0.5904999999999996,3.3181000000000003,3.3892,0.07109999999999994,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3892, 3.3916, 3.5056000000000003, 3.6006, 3.7131, 3.8355]","[3.3893, 3.4237, 3.5330000000000004, 3.6393, 3.7461, 3.8645]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
388,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1928.650128,1933.449218,4.799089999999978,3.0706,3.7991,0.7284999999999999,3.3206,3.5294000000000003,0.2088000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5294000000000003, 3.638, 3.7608, 3.8657, 3.98, 4.1187000000000005]","[3.5573, 3.6775, 3.7842, 3.8982, 4.0188000000000015, 4.1560000000000015]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
389,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,1933.455228,1938.291618,4.8363899999999385,3.0681000000000003,3.8364,0.7682999999999995,3.3181000000000003,3.4118,0.09369999999999967,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5669999999999997, 3.571, 3.6719999999999997, 3.674, 3.6773, 3.7852, 3.8973, 4.0277, 4.4386, 4.5945]","[3.5671000000000004, 3.5833000000000004, 3.6739, 3.6741, 3.6963, 3.8123, 3.9295, 4.0517, 4.4735000000000005, 4.6107000000000005]",[3.4118],[3.4404000000000003],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
390,0,1.0,1,0,0,1.0,0.0,0.0,0.0,1.0,1,1938.297428,1943.245918,4.9484899999999925,3.0681000000000003,3.9485,0.8803999999999998,3.3181000000000003,3.374,0.05589999999999984,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6791, 3.6891, 3.6905, 3.8012, 3.8931, 3.9960000000000004]","[3.6792, 3.6899, 3.7079, 3.8185, 3.9256, 4.0312]","[3.3739999999999997, 3.5168000000000004]","[3.4036, 3.5433000000000003]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
391,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,1943.252328,1947.918618,4.66628999999989,3.0706,3.6663,0.5956999999999999,3.3206,3.3966000000000003,0.07600000000000008,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3966000000000003, 3.5104, 3.6106, 3.719, 3.8406, 3.9704]","[3.4242000000000004, 3.5305, 3.6347, 3.7514, 3.8738, 4.0043]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
392,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1947.924928,1952.566818,4.641890000000104,3.0706,3.6419,0.5712999999999999,3.3206,3.3722000000000003,0.05160000000000009,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3722000000000003, 3.478, 3.5786, 3.6887, 3.7981, 3.9308]","[3.3957, 3.4970000000000003, 3.6022000000000003, 3.7172, 3.8368, 3.9705]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
393,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1952.575628,1957.376818,4.801189999999907,3.0681000000000003,3.8012,0.7330999999999999,3.3181000000000003,3.5318,0.21369999999999967,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5318, 3.5364, 3.6476, 3.7665, 3.8882, 4.0252]","[3.5319000000000003, 3.5588, 3.6811, 3.7982, 3.9334, 4.0614]",[3.2559],[3.2790000000000004],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
394,0,1.0,1,0,0,1.0,0.0,1.0,0.0,1.0,1,1957.382828,1962.274718,4.891889999999876,3.0681000000000003,3.8919,0.8237999999999999,3.3181000000000003,3.3216,0.003499999999999837,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6225, 3.6325, 3.6422, 3.7338, 3.8294, 3.9409, 4.0795, 4.2507]","[3.6226, 3.6346, 3.6452, 3.7563, 3.8668, 3.9813, 4.1171, 4.2658000000000005]","[3.3216, 3.4433]","[3.345, 3.4819999999999998]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
395,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,1962.280828,1967.003718,4.722890000000007,3.0681000000000003,3.7229,0.6547999999999998,3.3181000000000003,3.4535,0.13539999999999974,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3128, 3.4535, 3.4567, 3.5748, 3.6768, 3.7929]","[3.3401, 3.4537, 3.4977, 3.6086, 3.71, 3.8211]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
396,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1967.009928,1971.727618,4.717689999999948,3.0706,3.7177,0.6470999999999996,3.3206,3.448,0.12739999999999976,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.448, 3.5448, 3.6626, 3.7689, 3.8762, 4.0035]","[3.4701, 3.5806, 3.6836, 3.7969999999999997, 3.9142, 4.041]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
397,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1971.734928,1976.596318,4.8613900000000285,3.0681000000000003,3.8614,0.7932999999999999,3.3181000000000003,3.592,0.2738999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.592, 3.595, 3.7084, 3.8057, 3.9212, 4.0668000000000015, 4.3135]","[3.5921000000000003, 3.6210000000000004, 3.7316, 3.8403, 3.9561, 4.0846, 4.3574]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
398,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1976.602628,1981.203718,4.6010899999998855,3.0706,3.6011,0.5305,3.3206,3.3314000000000004,0.010800000000000145,iaa,iaa,1,,0,0,1,1,70.0,"[3.8266, 3.9313, 4.051, 4.1771, 4.3556]","[3.8398, 3.9708, 4.0947000000000005, 4.2125, 4.3859]","[3.3314000000000004, 3.4431000000000003, 3.5441000000000003, 3.6559]","[3.3542, 3.4621, 3.5744, 3.6953]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
399,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1981.210628,1985.857218,4.646590000000058,3.0706,3.6466,0.5759999999999996,3.3206,3.3769,0.0562999999999998,iaa,iaa,1,,0,0,1,1,70.0,"[3.9145, 4.0324]","[3.9248, 4.0755]","[3.3769, 3.4984, 3.6036, 3.7228]","[3.4108, 3.5266, 3.6429, 3.7654]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
400,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1985.864628,1990.510818,4.646189999999934,3.0706,3.6462,0.5755999999999997,3.3206,3.3765,0.05589999999999984,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3765, 3.4879, 3.5820000000000003, 3.6876, 3.8064, 3.9515]","[3.4090000000000003, 3.5062, 3.6112, 3.7244, 3.8441, 3.9855]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
401,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1990.653028,1995.260118,4.607089999999971,3.0706,3.6071,0.5364999999999998,3.3206,3.3374,0.016799999999999926,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3374, 3.4539, 3.5577, 3.667, 3.7985, 3.9255]","[3.3710000000000004, 3.4744, 3.583, 3.6995, 3.8291, 3.9642]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
402,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,1995.266028,1999.706418,4.4403899999999785,3.0681000000000003,3.4404000000000003,0.3723000000000001,3.3181000000000003,3.4309000000000003,0.1128,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7158, 3.8251]","[3.7206, 3.8535]","[3.2877, 3.4309000000000003, 3.5193000000000003, 4.1719]","[3.3142, 3.4395, 3.5586, 4.2095]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
403,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,1999.711828,2004.367718,4.6558899999999985,3.0706,3.6559,0.5852999999999997,3.3206,3.3862,0.06559999999999988,iaa,iaa,1,,0,0,1,1,70.0,"[0.06760000000000001, 0.2351]","[0.1065, 0.2692]","[3.3862, 3.5137, 3.6183, 3.722, 3.8486, 4.0013000000000005]","[3.4235, 3.5296000000000003, 3.6424, 3.76, 3.8885, 4.0309]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
404,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2004.373628,2009.004218,4.630589999999983,3.0706,3.6306,0.5599999999999996,3.3206,3.3609,0.04029999999999978,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.3609, 3.4771, 3.5736000000000003, 3.6797, 3.8007, 3.9275]","[3.3959, 3.4972000000000003, 3.6008, 3.7135, 3.8364, 3.9643]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
405,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,2009.033128,2014.048218,5.015089999999873,3.0681000000000003,4.0151,0.947,3.3181000000000003,3.419,0.10089999999999977,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7457, 3.751, 3.8696, 3.9707, 4.0631, 4.1865000000000006, 4.4919, 4.6485]","[3.7458, 3.7591, 3.8846, 3.993, 4.1053000000000015, 4.2314, 4.5191, 4.6839]","[3.2827, 3.4189999999999996, 3.5437000000000003]","[3.3247, 3.4599, 3.5834]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
406,0,1.0,1,0,0,1.0,0.0,0.0,0.0,1.0,1,2014.058928,2018.860118,4.801190000000133,3.0681000000000003,3.8012,0.7330999999999999,3.3181000000000003,3.4027000000000003,0.08460000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5318, 3.5345, 3.6443, 3.7401, 3.8575, 3.9866, 4.1114000000000015]","[3.5319000000000003, 3.5599000000000003, 3.6692, 3.7761, 3.8996, 4.0203, 4.1395]",[3.4027000000000003],[3.4096],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM37,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod7,335,36002,335,1.6.2,335_stage_training_v2_20220125-131230,2022-01-25,13:12:41.038040,13:58:10.585103,,
