Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,P,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,RespWin,ITI,WarmUp,RecoveryMode,Drug
221,1,1.0,0,1,0,,0.0,1.0,0.0,0.0,1,1908.796628,1917.410318,8.613689999999906,3.3206,4.6137000000000015,1.2931000000000012,4.4801,4.6042000000000005,0.12410000000000032,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6042000000000005, 4.7149, 6.5364]","[4.6516, 4.776, 6.5623000000000005]","[4.628, 4.6837, 4.7542, 5.0903, 5.274]","[4.6705000000000005, 4.6995000000000005, 4.7676, 5.1118000000000015, 5.2823]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
222,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,1917.430128,1926.057418,8.62729000000013,3.3181000000000003,4.3276,1.0095,4.4776,4.6163,0.13870000000000005,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6163, 4.7329, 4.8547, 5.0023, 5.136900000000002, 5.2878, 5.8489]","[4.6705000000000005, 4.7896, 4.9344, 5.0616, 5.1996, 5.3567, 5.8919000000000015]","[4.623, 5.1000000000000005, 5.2475000000000005, 5.8899, 6.4553, 6.5955]","[5.0976, 5.2326000000000015, 5.4958, 5.925000000000002, 6.4973, 6.6291]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
223,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1926.076028,1934.687518,8.611490000000002,3.3181000000000003,4.3276,1.0095,4.4776,4.6005,0.12290000000000045,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6005, 4.7045, 4.8103, 4.9381, 5.0663, 5.2175, 5.402, 5.5293, 5.6752]","[4.6583000000000006, 4.7531, 4.8729000000000005, 4.9923, 5.1272, 5.28, 5.4115, 5.5829, 5.7524000000000015]","[4.6178, 5.3551, 5.5564, 5.6343000000000005, 5.8517, 5.8534000000000015, 6.0573000000000015, 6.3733]","[5.3077000000000005, 5.4206, 5.5760000000000005, 5.7976, 5.8530000000000015, 5.9351, 6.0947000000000005, 6.4002]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
224,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1934.702628,1943.330818,8.628189999999904,3.3181000000000003,4.3276,1.0095,4.4776,4.6172,0.1396000000000006,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6172, 4.7222, 4.8278, 4.9511, 5.0772, 5.2154, 5.3591000000000015, 5.5022, 5.6736, 5.827000000000001, 5.9681000000000015, 6.125, 6.4409]","[4.6762000000000015, 4.7697, 4.8849, 5.0042, 5.1342, 5.275, 5.4162, 5.5671, 5.7102, 5.8582, 6.0166, 6.1713000000000005, 6.4699]","[4.6172, 4.6185, 5.1774, 5.319, 5.467700000000002, 5.636900000000002, 5.7748, 5.9122, 6.0838, 6.1916, 6.2379000000000016, 6.4003000000000005, 6.585, 6.5855000000000015, 6.6363]","[4.6174, 5.169300000000002, 5.3056, 5.4365000000000006, 5.5974, 5.7092, 5.8622000000000005, 6.0526, 6.1751000000000005, 6.2141, 6.3215, 6.4707, 6.5853, 6.6343000000000005, 6.641]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
225,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,1943.348928,1951.953018,8.604090000000044,3.3206,4.6041,1.2834999999999996,4.4801,4.5946,0.1144999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.5946, 4.916]","[4.6482, 4.9623]","[4.6231, 4.7265000000000015, 5.0832000000000015, 6.1422, 6.3279000000000005]","[4.6657, 4.7827, 5.1251000000000015, 6.1751000000000005, 6.352200000000002]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
226,0,1.0,0,1,0,,0.0,0.0,1.0,0.0,1,1951.970928,1960.587318,8.616390000000138,3.3181000000000003,4.6164000000000005,1.2983000000000002,4.4776,4.6069,0.12930000000000064,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7312, 4.9071]","[4.7803, 4.9442]","[4.6069, 5.0761, 5.2122, 5.364800000000002, 5.5406, 5.6821, 5.814100000000002, 6.1168000000000005, 6.2712, 6.409000000000002]","[4.6553, 5.0964, 5.2355, 5.396, 5.5637, 5.701300000000002, 5.843999999999999, 6.1594000000000015, 6.2912, 6.4316]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
227,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,1960.612228,1969.242818,8.630589999999984,3.3181000000000003,4.6306,1.3125,4.4776,4.6211,0.1435000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.6498],[4.7137],"[4.6211, 5.0352000000000015, 5.511, 6.1257]","[4.7291, 5.0587, 5.5325000000000015, 6.1503000000000005]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
228,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,1969.264428,1977.900418,8.635989999999993,3.3206,4.3301,1.0094999999999996,4.4801,4.6265,0.14639999999999986,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6279, 4.8398, 4.8473000000000015, 4.9377, 5.0141, 5.0435, 5.1381000000000006, 5.1698, 5.2895, 5.3764, 5.4064000000000005, 5.5461, 5.551, 5.6245, 5.6623, 5.7483, 5.800000000000002, 5.8119000000000005, 5.8834, 6.0832000000000015, 6.1772, 6.3801000000000005, 6.5487]","[4.6538, 4.8467, 4.8489, 4.9584, 5.025, 5.0827, 5.1544, 5.2097000000000016, 5.3276, 5.386, 5.451300000000002, 5.547999999999999, 5.5633, 5.6302, 5.6879, 5.755800000000002, 5.8017, 5.8126000000000015, 5.9430000000000005, 6.1221000000000005, 6.2343, 6.4297, 6.5762]","[4.6265, 4.6278000000000015, 4.6403, 4.7077, 4.8074, 4.9046, 5.0208, 5.1452, 5.2570000000000014, 5.3831000000000016, 5.5041, 5.6286000000000005, 5.7553, 5.9014000000000015, 6.0461, 6.2105000000000015, 6.3347000000000016]","[4.6267000000000005, 4.6320000000000014, 4.658, 4.7598, 4.8527000000000005, 4.9592, 5.0776, 5.2, 5.316, 5.4394, 5.5593, 5.681100000000002, 5.8118, 5.9531, 6.1056, 6.2317, 6.4174000000000015]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
229,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,1977.909128,1986.531918,8.622789999999895,3.3206,4.3301,1.0094999999999996,4.4801,4.6133000000000015,0.13320000000000046,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.7345000000000015, 4.8361, 4.9119, 5.024, 5.0554000000000014, 5.1462, 5.1689, 5.2708, 5.4001, 5.5253000000000005, 5.6646, 5.7251, 5.8351000000000015, 5.9227, 5.9388000000000005, 6.1642, 6.261500000000002, 6.4424]","[4.7477, 4.8651, 4.982, 5.034, 5.0950000000000015, 5.1511000000000005, 5.2152, 5.3065000000000015, 5.4700000000000015, 5.5705, 5.673100000000002, 5.746, 5.8674, 5.9369000000000005, 6.0395, 6.1878, 6.3144, 6.4902000000000015]","[4.6133000000000015, 4.6856, 4.8133, 4.9152000000000005, 5.0342, 5.1515, 5.2805, 5.4103, 5.5479, 5.678999999999999, 5.9543, 6.1256, 6.4476]","[4.6669, 4.7583, 4.864, 4.9688, 5.0857, 5.2019, 5.3289, 5.4576, 5.5816, 5.7358, 6.0209, 6.181100000000002, 6.496]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
230,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,1986.551528,1995.171318,8.619789999999966,3.3181000000000003,4.3276,1.0095,4.4776,4.6088000000000005,0.13120000000000065,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6088000000000005, 4.7191, 4.8478, 4.9655000000000005, 5.1017, 5.2344, 5.3895, 5.6761, 5.8319]","[4.66, 4.7846, 4.9014000000000015, 5.0214, 5.1547, 5.2914, 5.4316, 5.7301, 5.8612]","[4.6209, 5.3566, 5.5231, 5.6436, 5.777900000000002, 6.0135000000000005, 6.1722, 6.3618000000000015]","[5.316400000000002, 5.4266000000000005, 5.5767000000000015, 5.7693, 5.8664000000000005, 6.0875, 6.2335, 6.3772]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
231,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,1995.506728,2004.113718,8.606989999999996,3.3181000000000003,4.3276,1.0095,4.4776,4.596,0.11840000000000027,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.596, 4.6955, 4.8173, 4.9523, 5.0964, 5.2392, 5.3839000000000015, 5.5282, 5.6893, 6.016100000000002]","[4.6464, 4.7538, 4.8786000000000005, 5.010000000000002, 5.1505, 5.2961, 5.4384000000000015, 5.5877, 5.7496, 6.0646]","[4.6214, 5.0474000000000006, 5.1948, 5.3412000000000015, 5.6351, 5.864800000000002]","[5.0439, 5.1832, 5.3363000000000005, 5.6256, 5.7865, 5.9103]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
232,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,2004.152428,2012.779618,8.627189999999928,3.3181000000000003,4.3276,1.0095,4.4776,4.6162,0.13860000000000028,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6162, 4.7191, 4.8317000000000005, 4.9653, 5.0985000000000005, 5.274100000000002]","[4.6601, 4.7704, 4.8908000000000005, 5.024, 5.1635, 5.3219]","[4.6233, 5.2128000000000005, 5.386]","[5.205, 5.3664000000000005, 5.4652]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
233,0,1.0,0,1,0,,0.0,1.0,1.0,0.0,1,2012.790328,2021.416818,8.626489999999876,3.3181000000000003,4.6265,1.3083999999999998,4.4776,4.617,0.1394000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6179000000000014, 4.7399]","[4.6694, 4.8093]",[4.617],[4.8435000000000015],20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
234,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2021.424428,2030.050818,8.626389999999901,3.3181000000000003,4.6264,1.3083,4.4776,4.6169,0.13930000000000042,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.633, 4.808]","[4.6872, 4.8503]","[4.6169, 5.2702, 6.393000000000002]","[4.7144, 5.2765, 6.4217]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
235,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2030.072528,2038.704318,8.631790000000139,3.3181000000000003,4.6318,1.3137,4.4776,4.6223,0.14470000000000027,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.63, 4.7503]","[4.6745, 4.8221]","[4.6223, 4.7812]","[4.7563, 4.8204]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
236,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2038.721628,2047.347418,8.625790000000052,3.3181000000000003,4.6258,1.3076999999999996,4.4776,4.6163,0.13870000000000005,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6246, 4.7834]","[4.6766000000000005, 4.8379]","[4.6163, 4.8226, 5.6392000000000015, 6.2735]","[4.8035000000000005, 4.8267000000000015, 5.6923, 6.2827]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
237,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,2047.377128,2056.012918,8.635789999999815,3.3206,4.3301,1.0094999999999996,4.4801,4.6263000000000005,0.14620000000000033,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6408000000000005, 5.1094, 5.1395, 5.2743, 5.3777, 5.5455000000000005, 5.711, 5.9441000000000015]","[4.6875, 5.114, 5.1708, 5.3231, 5.3887, 5.5953, 5.7372000000000005, 5.981400000000002]","[4.6263000000000005, 4.6284, 4.7748, 4.8786000000000005, 4.9853000000000005, 5.1133000000000015, 5.2412, 5.3887, 5.5689]","[4.6265, 4.7234, 4.8187000000000015, 4.928, 5.0431, 5.1738, 5.3054000000000014, 5.4564, 5.6025]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
238,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2056.027528,2064.664518,8.636989999999969,3.3206,4.3301,1.0094999999999996,4.4801,4.6275,0.1474000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6631, 4.7749000000000015, 4.8538000000000014, 4.8882, 4.9668, 4.9687, 5.0678, 5.2090000000000005, 5.2735, 5.3631, 5.4088, 5.4990000000000006, 5.6312000000000015, 5.7674, 6.1918000000000015, 6.3281, 6.6297000000000015]","[4.6800000000000015, 4.8024, 4.8623, 4.925, 4.9678, 5.0485000000000015, 5.1688, 5.2141, 5.2963000000000005, 5.399, 5.4300000000000015, 5.5432000000000015, 5.6708, 5.8226, 6.2057, 6.3485000000000005, 6.6498]","[4.6275, 4.6282000000000005, 4.7419, 4.8604, 4.9781, 5.0942, 5.2288000000000014, 5.377999999999999, 5.5215000000000005, 5.6451, 5.9483000000000015, 6.1129999999999995, 6.6193]","[4.6277, 4.6857000000000015, 4.7971, 4.9189, 5.0349, 5.1494, 5.2907, 5.4241, 5.5478000000000005, 5.6559, 6.0044, 6.1979000000000015, 6.6547]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
239,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,2064.7124280000007,2073.323618,8.611190000000079,3.3181000000000003,4.3276,1.0095,4.4776,4.6002,0.12260000000000025,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6002, 4.7112, 4.816, 4.9462, 5.094600000000002, 5.2733, 5.4418000000000015]","[4.6441, 4.753, 4.8748000000000005, 5.0096, 5.1607, 5.3302000000000005, 5.4972]","[4.6226, 4.7939, 4.8423, 4.928, 4.9801, 5.0469, 5.0496, 5.2295, 5.4068000000000005, 5.4591, 5.495]","[4.6505, 4.8192, 4.8971, 4.9456000000000016, 5.0468, 5.0470000000000015, 5.1923, 5.3426, 5.4514000000000005, 5.4875, 5.5002]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
240,0,1.0,0,1,0,,0.0,1.0,1.0,0.0,1,2073.332228,2081.962518,8.630289999999603,3.3181000000000003,4.6303,1.3121999999999998,4.4776,4.6208,0.14320000000000022,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7374, 5.6764]","[4.798, 5.6932]","[4.6208, 4.6999, 4.8813, 5.1951, 5.3714, 5.5253000000000005, 5.675000000000002]","[4.6690000000000005, 4.7894000000000005, 4.9296000000000015, 5.2214, 5.3967, 5.5479, 5.6958]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
241,0,0.0,0,1,0,,0.0,0.0,1.0,1.0,1,2081.982628,2090.631818,8.649189999999635,3.3181000000000003,4.6492,1.3311000000000002,4.4776,4.6397,0.16210000000000058,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6691, 4.7659, 5.3773]","[4.6791, 4.8098, 5.3871]","[4.6397, 4.7256, 5.0706000000000016, 5.2279, 5.3761, 5.7212000000000005]","[4.6845, 4.8086, 5.0895, 5.2343, 5.3887, 5.7394]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
242,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,2090.650128,2099.255018,8.604889999999614,3.3206,4.3301,1.0094999999999996,4.4801,4.5954000000000015,0.1153000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6313, 4.7359, 4.8091, 4.8311, 4.8329, 4.9296000000000015, 4.9515, 5.0487, 5.0759, 5.1967, 5.2975, 5.4526, 5.8264000000000005]","[4.6383, 4.7686, 4.8288, 4.8327, 4.891, 4.9429, 5.0035, 5.0521, 5.1160000000000005, 5.232, 5.3069000000000015, 5.4871, 5.8497]","[4.5954000000000015, 4.6798, 4.8203000000000005, 4.9359, 5.051, 5.1663000000000014, 5.3056, 5.4681000000000015, 5.6083]","[4.6476000000000015, 4.7629, 4.8772, 4.9916, 5.1045, 5.2249, 5.3585, 5.4985, 5.6666]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
243,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,2099.288028,2107.919318,8.631290000000263,3.3206,4.3301,1.0094999999999996,4.4801,4.6218,0.14170000000000016,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6498, 4.7299000000000015, 4.7549, 4.8621, 4.9459, 5.0526, 5.0909, 5.2054, 5.3626000000000005, 5.5102, 5.6688, 5.8161000000000005, 6.1362000000000005, 6.2964]","[4.6805, 4.7355, 4.7934, 4.9104, 5.0335, 5.0754, 5.154, 5.2372000000000005, 5.4015, 5.5515, 5.6977, 5.8279000000000005, 6.1789000000000005, 6.3197]","[4.6218, 4.6972000000000005, 4.8434, 4.9382, 5.0726, 5.2155000000000005, 5.3827, 6.1419000000000015, 6.2909000000000015]","[4.6769, 4.7857, 4.9013, 5.0158000000000005, 5.1349, 5.2688000000000015, 5.3971, 6.175000000000002, 6.3209]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
244,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2107.953928,2116.559118,8.605190000000219,3.3181000000000003,4.6052,1.2870999999999997,4.4776,4.5957,0.1181000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7209, 5.0153, 5.3492000000000015, 5.4754000000000005, 5.6323, 5.8548]","[4.7601, 5.0323, 5.3608, 5.4841000000000015, 5.6867, 5.876]","[4.5957, 4.6791, 4.8502, 5.0126, 5.165, 5.3420000000000005, 5.4647000000000014, 5.6487, 5.8407, 6.048100000000002, 6.1936]","[4.6448, 4.7549, 4.8932, 5.0359, 5.1829, 5.3646, 5.4908, 5.6863, 5.8853, 6.0719, 6.2248]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
245,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,2116.5665280000007,2125.194318,8.627790000000005,3.3181000000000003,4.3276,1.0095,4.4776,4.6168000000000005,0.13920000000000066,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6168000000000005, 4.7182, 4.8397000000000014, 4.9608, 5.0891, 5.2515, 5.4043, 5.7955000000000005]","[4.6629000000000005, 4.7729, 4.8956, 5.0159, 5.1556000000000015, 5.3123000000000005, 5.4637, 5.8412000000000015]","[4.6244000000000005, 5.5436000000000005, 5.7529, 5.8203000000000005, 5.9002, 6.3759000000000015]","[5.4906000000000015, 5.6354000000000015, 5.7831, 5.850300000000002, 6.0062000000000015, 6.3951]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
246,0,1.0,0,1,0,,0.0,1.0,1.0,0.0,1,2125.226128,2133.858718,8.632590000000164,3.3181000000000003,4.6326,1.3144999999999998,4.4776,4.6231,0.14550000000000018,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6582, 4.7878]","[4.7017000000000015, 4.8555]","[4.6231, 4.8381, 4.8386000000000005, 5.822, 6.1109, 6.2667, 6.377000000000002]","[4.8135, 4.8383, 4.8399, 5.8436, 6.1415000000000015, 6.2853, 6.4140000000000015]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
247,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,2133.879628,2142.481518,8.601889999999912,3.3206,4.3301,1.0094999999999996,4.4801,4.5924000000000005,0.11230000000000027,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6981, 5.032, 5.0582, 5.1756, 5.2765, 5.4306, 5.5687000000000015, 5.706, 5.8563, 5.9869, 6.1457000000000015, 6.1511000000000005, 6.1605, 6.1612, 6.3512, 6.5433]","[4.7427, 5.0367000000000015, 5.0846, 5.2159, 5.3, 5.4401, 5.6173, 5.7704, 5.9148000000000005, 6.054200000000002, 6.151000000000002, 6.1530000000000005, 6.1611, 6.2096, 6.3916, 6.5535000000000005]","[4.5924000000000005, 4.6814, 4.8123000000000005, 4.9262000000000015, 5.0353, 5.1537000000000015, 5.2912, 5.4412, 5.5889999999999995, 5.7208000000000006, 6.3554, 6.5375000000000005]","[4.6469000000000005, 4.7489, 4.8594, 4.9737, 5.0879, 5.2078000000000015, 5.3474, 5.4907, 5.6183000000000005, 5.7418000000000005, 6.3842, 6.5565000000000015]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
248,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,2142.4986280000007,2151.106718,8.608090000000175,3.3181000000000003,4.6081,1.29,4.4776,4.5986,0.12100000000000045,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6298, 4.7116, 5.0625, 5.3995000000000015, 5.6924, 5.8381, 6.0680000000000005]","[4.6376, 4.7743, 5.0728, 5.4207, 5.7261000000000015, 5.8724, 6.0857]","[4.5986, 4.6834, 5.0615000000000006, 5.6946, 5.8518, 6.0630000000000015]","[4.6505, 4.7791000000000015, 5.0763, 5.723400000000002, 5.8583, 6.0864]",20,0.5,0.0,0.5,3,4,1,0,1,0.0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,337,36001,337,1.6.2,337_stage_training_v2_20220310-120545,2022-03-10,12:05:55.386993,13:02:37.730107,,,,,
