Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P
170,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,915.188411,920.1988130000001,5.010401999999999,3.3206,4.0104000000000015,0.6898000000000013,3.5706,3.7426,0.17200000000000015,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7426, 3.9863, 4.098, 4.2183, 4.3355000000000015]","[3.7805, 4.0157, 4.1304, 4.2455, 4.3599000000000006]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
171,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,920.2104109999999,925.421313,5.210902000000034,3.3206,4.2109000000000005,0.8903000000000003,3.5706,3.9431,0.3725000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.9431, 4.0956, 4.1911000000000005, 4.3117, 4.4345]","[3.9713, 4.1071, 4.2298, 4.3493, 4.4655000000000005]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
172,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,925.4305109999999,930.6119130000001,5.181401999999935,3.3181000000000003,4.1814,0.8632999999999997,3.5681000000000003,3.9131,0.3449999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.9131, 3.9209, 4.1662, 4.2887, 4.3958]","[3.9181, 3.941, 4.1774, 4.3005, 4.4266000000000005]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
173,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,930.6220109999999,935.585713,4.963702000000012,3.3181000000000003,3.9637,0.6455999999999995,3.5681000000000003,3.6954,0.12729999999999994,aaa,aaa,1,,0,1,0,1,-70.0,"[3.6954, 3.9594, 4.0982, 4.2275, 4.3493, 4.4699]","[3.7413, 3.9843, 4.1107000000000005, 4.2448000000000015, 4.3824000000000005, 4.5013000000000005]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
174,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,935.595211,940.6015130000001,5.006302000000005,3.3206,4.0063,0.6857000000000002,3.5706,3.7385,0.16789999999999994,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7385, 3.9924, 4.1025]","[3.7751, 4.0023, 4.1291]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
175,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,940.6120109999999,945.634713,5.022701999999981,3.3181000000000003,4.0227,0.7046000000000001,3.5681000000000003,3.7544,0.1862999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7544, 3.8947, 4.0183, 4.1571, 4.2854, 4.5468]","[3.7844, 3.9035, 4.0314000000000005, 4.1661, 4.2955000000000005, 4.5647]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
176,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,945.644411,950.5664130000001,4.92200200000002,3.3206,3.9219999999999997,0.6013999999999995,3.5706,3.6542,0.08360000000000012,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6542, 3.7792, 4.0031, 4.1184, 4.2398, 4.3573]","[3.6907, 3.7962, 4.0352000000000015, 4.1551, 4.2684000000000015, 4.3856]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
177,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,950.5764109999999,956.9180140000001,6.3416029999999655,4.3935,5.3416000000000015,0.948100000000001,4.6435,5.0733000000000015,0.4298000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[5.0733000000000015, 5.197500000000002, 5.3408000000000015, 5.4523, 5.584300000000002, 5.7132000000000005, 5.7284000000000015]","[5.0778, 5.2303000000000015, 5.3567, 5.4891000000000005, 5.606800000000002, 5.7256, 5.7313]","[3.2821, 3.3139000000000003, 3.4304, 3.4602000000000004, 3.5793000000000004, 3.7192, 3.8645]","[3.3073, 3.3171, 3.4516, 3.4658, 3.6284, 3.7641, 3.8883]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
178,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,956.936511,962.0103130000001,5.0738020000000015,3.3181000000000003,4.0738,0.7557,3.5681000000000003,3.8055,0.2374000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8055, 3.91, 4.0627, 4.1802, 4.3042, 4.4173, 4.5494, 4.6815000000000015]","[3.8093, 3.9539, 4.0765, 4.2031, 4.3206, 4.4579, 4.5816, 4.6919]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
179,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,962.029411,966.9808130000001,4.95140200000003,3.3206,3.9514,0.6307999999999998,3.5706,3.6836,0.113,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5291, 3.6836, 3.8061, 3.9448, 4.0789]","[3.5594, 3.7132, 3.8576, 3.9852, 4.1078]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
180,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,967.053011,972.032813,4.979802000000063,3.3206,3.9798,0.6591999999999998,3.5706,3.7119999999999997,0.14139999999999994,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7119999999999997, 3.8047, 3.9194, 4.0501000000000005]","[3.7145, 3.8351, 3.9647, 4.0883]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
181,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,972.0532109999999,977.1666130000001,5.113401999999951,3.3181000000000003,4.1134,0.7953000000000001,3.5681000000000003,3.8451,0.2769999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8451, 4.1023000000000005, 4.231, 4.3500000000000005, 4.4941]","[3.8723, 4.1195, 4.2539, 4.3852, 4.513]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
182,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,977.203011,982.1317130000001,4.928702000000044,3.3206,3.9287,0.6080999999999999,3.5706,3.6609,0.09030000000000003,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6609, 3.8091, 3.9055, 4.0277, 4.1531]","[3.7088, 3.8319, 3.9413, 4.0587, 4.1749]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
183,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,982.153011,987.218413,5.065402000000063,3.3181000000000003,4.0654,0.7473000000000001,3.5681000000000003,3.7971,0.2290000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7971, 4.0754, 4.3342, 4.4513, 4.7135]","[3.8178, 4.0817000000000005, 4.3486, 4.4754000000000005, 4.7431]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
184,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,987.2403109999999,992.1828130000001,4.94250199999999,3.3181000000000003,3.9425,0.6243999999999996,3.5681000000000003,3.6742,0.10610000000000007,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5125, 3.6742, 3.8137, 3.9366, 4.0635, 4.1942, 4.3249, 4.4699, 4.5816, 4.7155000000000005, 4.8438]","[3.5153000000000003, 3.7067, 3.831, 3.9539999999999997, 4.0847, 4.2248, 4.3535, 4.4957, 4.6225000000000005, 4.7462, 4.8742]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
185,0,1.0,0,1,0,0.0,0.0,1.0,1.0,0.0,1,992.214611,998.8406130000001,6.626001999999971,3.3181000000000003,3.626,0.3078999999999996,3.5681000000000003,3.6165,0.0484,aaa,aaa,1,,0,1,0,1,-70.0,"[4.1945000000000014, 4.3218000000000005, 4.3458000000000006, 4.4612, 4.6186, 4.6621000000000015, 4.7756]","[4.2069, 4.3356, 4.3478, 4.5126, 4.6611, 4.6648000000000005, 4.8109]","[3.4931, 3.6165, 3.6505]","[3.4947000000000004, 3.6455, 3.6531]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
186,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,998.8507109999999,1003.7926130000001,4.9419019999999145,3.3181000000000003,3.9419,0.6237999999999997,3.5681000000000003,3.6736,0.1054999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5441000000000003, 3.6736, 3.8145, 3.9323, 4.0545, 4.1657, 4.2859]","[3.5599000000000003, 3.7187, 3.8437, 3.9586, 4.0837, 4.1997, 4.3239]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
187,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1003.811611,1008.8094130000001,4.997801999999979,3.3206,3.9978,0.6771999999999996,3.5706,3.73,0.15939999999999974,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.73, 3.8779, 3.9717, 4.101, 4.2249]","[3.7807, 3.8939, 4.0092, 4.1273, 4.2407]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
188,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1008.819411,1013.8961130000001,5.076702000000068,3.3181000000000003,4.0767,0.7585999999999995,3.5681000000000003,3.8084,0.2403,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8084, 3.9677, 4.0747, 4.1930000000000005, 4.3102, 4.4384000000000015]","[3.8254, 3.9716, 4.1006, 4.2123, 4.3318, 4.4442]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
189,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1013.9133109999999,1018.9151130000001,5.001801999999998,3.3206,4.0018,0.6812,3.5706,3.734,0.16339999999999974,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.734, 3.8746, 3.9664, 4.0906, 4.2138]","[3.7731, 3.8868, 3.9996, 4.1157, 4.23]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
190,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1018.9265109999999,1023.8470130000001,4.920501999999941,3.3206,3.9205,0.5998999999999999,3.5706,3.6527,0.08210000000000006,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6527, 3.7743, 3.8869, 3.9977, 4.1211, 4.2335]","[3.6854, 3.8078, 3.9229, 4.0284, 4.1454, 4.2596]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
191,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1023.868211,1028.8012130000004,4.933001999999988,3.3206,3.933,0.6123999999999996,3.5706,3.6652,0.0945999999999998,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6652, 3.7939999999999996, 3.9014, 4.024, 4.1455]","[3.7036, 3.8238, 3.9383, 4.0561, 4.1713000000000005]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
192,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1028.8161109999999,1033.8539130000001,5.037801999999829,3.3181000000000003,4.0378,0.7196999999999996,3.5681000000000003,3.7695,0.2014,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7695, 3.8798, 3.8961, 4.0031, 4.1157]","[3.7742, 3.8874, 3.897, 4.0202, 4.1372]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
193,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,1033.868211,1039.001113,5.132902000000058,3.3181000000000003,4.1329,0.8148,3.5681000000000003,3.8646,0.2965,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8646, 3.9709, 4.1229000000000005, 4.3716, 4.6113]","[3.867, 4.016, 4.13, 4.388, 4.6356]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
194,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,1039.0108109999999,1044.088313,5.0775019999998685,3.3181000000000003,4.0775000000000015,0.7594000000000012,3.5681000000000003,3.8092,0.2410999999999999,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8092, 3.9547, 4.0855000000000015, 4.2090000000000005, 4.3112, 4.4574, 4.5667, 4.7041]","[3.8562, 3.9662, 4.0902, 4.2228, 4.3424000000000005, 4.4735000000000005, 4.5988, 4.7308]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
195,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1044.105311,1049.1320130000001,5.0267019999998865,3.3206,4.0267,0.7060999999999997,3.5706,3.7589,0.1882999999999999,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7589, 3.88, 4.0164, 4.0962000000000005, 4.2138]","[3.7613, 3.8988, 4.0288, 4.1351, 4.247]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
196,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1049.141111,1054.2942130000001,5.153101999999991,3.3206,4.1531,0.8325,3.5706,3.8853,0.31469999999999976,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.8853, 4.0276000000000005, 4.1316000000000015, 4.2406000000000015]","[3.916, 4.0509, 4.1530000000000005, 4.2677000000000005]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
197,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1054.304211,1059.262613,4.958402000000207,3.3206,3.9584,0.6377999999999999,3.5706,3.6906,0.1200000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5591000000000004, 3.6906, 3.8267, 3.9351, 4.0642000000000005, 4.1850000000000005, 4.2993000000000015]","[3.5638, 3.7186, 3.8459, 3.9716, 4.0967, 4.2094000000000005, 4.3266]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
198,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1059.276511,1064.296613,5.0201019999999525,3.3181000000000003,4.0201,0.7020000000000001,3.5681000000000003,3.7518,0.1837,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7518, 3.8774, 4.0119, 4.1268, 4.2423, 4.3693, 4.6331000000000016]","[3.759, 3.9051, 4.0183, 4.1401, 4.2579, 4.386, 4.638]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
199,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1064.315911,1069.251113,4.9352020000001176,3.3206,3.9352,0.6145999999999998,3.5706,3.6674,0.0968,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6674, 3.7822, 3.9009, 4.0067]","[3.6927, 3.8171, 3.9309, 4.0379000000000005]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
200,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1069.261311,1074.184713,4.923402000000124,3.3206,3.9234,0.6027999999999998,3.5706,3.6556,0.08499999999999996,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5508, 3.6556, 3.7883, 3.8931, 4.0023, 4.1215, 4.2299]","[3.5551000000000004, 3.6909, 3.8031, 3.9212, 4.0377, 4.1507000000000005, 4.2629]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
201,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1074.1947109999999,1079.316913,5.122202000000017,3.3206,4.1222,0.8016000000000001,3.5706,3.8544,0.28379999999999983,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.8544, 4.0076, 4.1066, 4.2189000000000005, 4.3391, 4.4536]","[3.8868, 4.0228, 4.1391, 4.2557, 4.3709, 4.488]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
202,0,0.0,0,0,1,0.0,,1.0,,,0,1079.336511,1084.914113,5.57760200000007,3.3181000000000003,4.5776,1.2595,3.5681000000000003,4.5681,1.0,aaa,aaa,1,,0,1,0,1,-70.0,"[4.7926, 4.9495000000000005, 4.9629]","[4.8073000000000015, 4.9606, 4.9758]","[2.4314, 2.5694]","[2.4339, 2.5698000000000003]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
203,0,,1,0,0,0.0,1.0,,0.0,,1,1084.938211,1090.013513,5.0753020000001925,3.3181000000000003,4.0753,0.7572000000000001,3.5681000000000003,3.807,0.2389000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[3.807, 3.915, 4.0597, 4.1829, 4.2918, 4.5321]","[3.8112, 3.9501, 4.0618, 4.1888000000000005, 4.3051, 4.5448]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
204,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,1090.032011,1095.116813,5.0848020000000815,3.3181000000000003,4.0848,0.7667000000000002,3.5681000000000003,3.8165,0.2483999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.8165, 3.9577, 4.082, 4.1997, 4.3242, 4.4349, 4.5648]","[3.8508, 3.9723, 4.0965, 4.2133, 4.3382000000000005, 4.4604, 4.5757]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
205,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1095.1278109999996,1100.078813,4.951002000000017,3.3206,3.951,0.6303999999999998,3.5706,3.6832,0.11260000000000005,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6832, 3.8317, 3.9289, 4.0558000000000005, 4.1817]","[3.7119999999999997, 3.8467, 3.9632, 4.0855000000000015, 4.2018]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
206,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,1100.088511,1105.398913,5.3104020000000665,3.3181000000000003,4.3104000000000005,0.9923000000000002,3.5681000000000003,4.0421000000000005,0.4740000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[4.0421000000000005, 4.1844, 4.2876, 4.4193, 4.5343]","[4.0672000000000015, 4.2016, 4.3168000000000015, 4.4389, 4.5534]",[],[],20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
207,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,1105.409011,1110.523913,5.114902000000028,3.3206,4.1149,0.7942999999999993,3.5706,3.8471,0.2765,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.8471, 3.9806, 4.0863000000000005, 4.202, 4.3169]","[3.8812, 4.003, 4.1173, 4.2333, 4.3442]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
208,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1110.540411,1115.475713,4.9353020000000924,3.3206,3.9353,0.6146999999999996,3.5706,3.6675,0.09689999999999976,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6675, 3.7975, 3.9225, 4.0422]","[3.71, 3.8379, 3.9632, 4.0824]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
209,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,1115.5036109999999,1120.5441130000004,5.040501999999833,3.3206,4.0405,0.7198999999999995,3.5706,3.7727,0.2021000000000001,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.7727, 3.9428, 4.0566]","[3.8039, 3.956, 4.0863000000000005]",20,0.5,2.0,0.5,2,0,1,0,1,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,329,36010,329,1.6.2,329_stage_training_v2_20220127-104951,2022-01-27,10:50:01.078023,11:53:14.832271,,
