Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P,RespWin,ITI,WarmUp,RecoveryMode
457,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2249.28873,2253.9741329999997,4.685402999999951,3.0706,3.6854,0.6147999999999998,3.3206,3.4179000000000004,0.09730000000000016,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.4179000000000004, 3.6485, 3.9796, 4.1034000000000015]","[3.4443, 3.6699, 4.0062, 4.1056]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
458,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2253.99633,2258.673833,4.677502999999888,3.0681000000000003,3.6775,0.6093999999999999,3.3181000000000003,3.4107000000000003,0.09260000000000004,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4107000000000003, 3.6177, 3.7351, 3.8457, 3.9637, 4.0842]","[3.4273, 3.6424, 3.751, 3.8698, 3.9904, 4.1059]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
459,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2258.697131,2263.419333,4.722201999999925,3.0681000000000003,3.7222,0.6540999999999997,3.3181000000000003,3.4554,0.13729999999999976,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4554, 3.6844, 3.8041, 3.9367, 4.0557]","[3.4770000000000003, 3.7142, 3.841, 3.9654, 4.0783000000000005]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
460,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2263.43103,2268.2785329999997,4.847502999999961,3.0681000000000003,3.8475,0.7793999999999999,3.3181000000000003,3.5807,0.26259999999999994,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5807, 3.6861, 3.6871, 3.6893, 3.9066, 4.0264, 4.1369, 4.2715000000000005]","[3.5957000000000003, 3.6864, 3.6887, 3.7224, 3.9321, 4.0458, 4.1627, 4.2847]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
461,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2268.30963,2272.963833,4.6542029999995975,3.0706,3.6542,0.5835999999999997,3.3206,3.3867000000000003,0.06610000000000005,iaa,iaa,1,,0,0,1,1,70.0,"[0.5890000000000001, 2.6523000000000003, 2.6697, 2.7856]","[0.5940000000000001, 2.6665, 2.6902, 2.8159]","[0.8895000000000001, 2.016, 3.3867000000000003, 3.6241, 3.9878]","[0.9247, 2.0475000000000003, 3.4122000000000003, 3.6308, 4.0186]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
462,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2273.01033,2277.811233,4.800902999999835,3.0681000000000003,3.8009,0.7327999999999997,3.3181000000000003,3.5341,0.21599999999999966,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5341, 3.6343, 3.6361, 3.8667, 3.9866, 3.9907, 4.1154, 4.2322000000000015]","[3.5485, 3.6352, 3.6766, 3.8977, 3.9888, 4.0157, 4.1359, 4.2463000000000015]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
463,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2277.85113,2282.859333,5.008202999999867,3.0681000000000003,4.0082,0.9401000000000002,3.3181000000000003,3.7414,0.4232999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.7414, 3.9795, 4.0923, 4.2116, 4.3186, 4.4377, 4.5741000000000005]","[3.7693, 4.0002, 4.1212, 4.2367, 4.348, 4.4678, 4.5884]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
464,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2282.89783,2287.533633,4.635803000000124,3.0681000000000003,3.6358,0.5676999999999999,3.3181000000000003,3.3689999999999998,0.050899999999999945,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3689999999999998, 3.8798]","[3.385, 3.8968]","[3.7445, 4.1251, 4.1379, 4.2506]","[3.7478, 4.1322, 4.1581, 4.2659]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
465,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2287.55513,2292.447733,4.892602999999781,3.0706,3.8926,0.8219999999999996,3.3206,3.6251,0.3045,iaa,iaa,1,,0,0,1,1,70.0,"[0.0522, 0.2887, 0.4176, 0.527, 0.6539, 0.7733, 0.9019]","[0.0663, 0.31980000000000003, 0.4442, 0.5585, 0.6828000000000001, 0.8038000000000001, 0.9251]","[3.6251, 3.9696, 4.3057, 4.4391]","[3.6582, 3.9827, 4.3386000000000005, 4.4424]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
466,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2292.4850300000007,2297.269033,4.7840030000002125,3.0681000000000003,3.784,0.7158999999999995,3.3181000000000003,3.5172000000000003,0.19910000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5172000000000003, 3.7481, 3.868, 3.9832, 4.1014, 4.2201, 4.3489]","[3.5502, 3.7769, 3.8962, 4.0169999999999995, 4.1309000000000005, 4.2463000000000015, 4.3636]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
467,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2297.28623,2301.901333,4.6151029999996345,3.0681000000000003,3.6151,0.5469999999999997,3.3181000000000003,3.3483,0.030199999999999783,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3483, 3.3577000000000004, 3.4437, 3.4467000000000003, 3.6643, 3.7903, 3.8997, 4.0176, 4.138, 4.2567]","[3.3518000000000003, 3.3632, 3.4464, 3.4814000000000003, 3.6946, 3.8064, 3.9302, 4.0519, 4.1672, 4.2826]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
468,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2301.93973,2306.6249329999996,4.685203000000001,3.0681000000000003,3.6852,0.6170999999999998,3.3181000000000003,3.4184,0.10029999999999983,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4184, 3.6483, 3.6487, 3.6492, 3.7744, 3.8855, 4.0122]","[3.4469000000000003, 3.6486, 3.6489999999999996, 3.6808, 3.799, 3.9195, 4.0366]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
469,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2306.6543300000008,2311.267133,4.612802999999985,3.0681000000000003,3.6128,0.5446999999999997,3.3181000000000003,3.346,0.027899999999999814,aaa,aaa,1,,0,1,0,1,-70.0,"[3.346, 3.5688, 3.6937, 3.8107, 3.9313, 4.0506, 4.162, 4.2926]","[3.3719, 3.5991, 3.7172, 3.8384, 3.9584, 4.0795, 4.1918000000000015, 4.3036]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
470,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2311.28953,2315.9669329999997,4.6774030000001385,3.0681000000000003,3.6774,0.6092999999999997,3.3181000000000003,3.4106,0.0924999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4106, 3.6339, 3.7571, 3.8641, 3.9826, 4.1061000000000005]","[3.4321, 3.6666, 3.7755, 3.8935, 4.0145, 4.1251]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
471,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2315.9904300000007,2320.7032329999997,4.712803000000349,3.1959,3.7128,0.5169000000000001,3.4459,3.446,0.00010000000000021103,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3175000000000003, 3.446, 3.5745, 3.6986, 3.8211, 3.9501, 4.0733000000000015]","[3.3373000000000004, 3.4682, 3.6094, 3.7344, 3.8589, 3.9809, 4.1013]","[2.7971, 2.9169]","[2.8097000000000003, 2.9408000000000003]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
472,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2320.7397300000002,2325.6967329999998,4.957003000000442,3.0706,3.957,0.8863999999999996,3.3206,3.6895,0.3689,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.6895, 3.9304, 3.9327, 4.1559, 4.3634]","[3.7, 3.9313, 3.9601, 4.1610000000000005, 4.3816000000000015]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
473,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2325.7161300000002,2330.3740329999996,4.65790300000026,3.0706,3.6579,0.5872999999999999,3.3206,3.3904,0.06979999999999986,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[0.050100000000000006, 3.3904, 3.6098, 4.6086]","[0.08560000000000001, 3.4165, 3.6175, 4.6421]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
474,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2330.39203,2335.1679329999997,4.775903000000199,3.0706,3.7759,0.7052999999999998,3.3206,3.5084,0.18779999999999966,iaa,iaa,1,,0,0,1,1,70.0,"[4.4042, 4.5492, 4.5638000000000005]","[4.4246, 4.5522, 4.5778]","[0.0687, 3.5084, 3.7276, 3.9457]","[0.07400000000000001, 3.5403, 3.7533, 3.9631]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
475,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2335.191731,2339.8952329999997,4.703502000000299,3.0681000000000003,3.7035,0.6353999999999997,3.3181000000000003,3.4367,0.11859999999999984,aaa,aaa,1,,0,1,0,1,-70.0,"[0.7829999999999999, 0.8902, 3.4367, 3.5858000000000003, 4.1400000000000015]","[0.7953, 0.9306, 3.4797, 3.6059, 4.1818]","[0.2002, 1.1760000000000002, 1.6329, 3.8593, 3.8858, 4.4205000000000005]","[0.2263, 1.2109999999999999, 1.6646, 3.8713, 3.8927, 4.4555]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
476,1,0.0,0,0,1,0.0,,1.0,,,0,2339.91073,2345.240833,5.330102999999781,3.0706,4.3301,1.2594999999999996,3.3206,4.3206,0.9999999999999996,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
477,0,,1,0,0,0.0,1.0,,0.0,,1,2345.25083,2350.080633,4.8298030000000844,3.2303,3.8298,0.5994999999999999,3.4803,3.563,0.0827,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4203, 3.4385000000000003, 3.563, 3.8191, 3.9425, 4.0478000000000005, 4.178999999999999]","[3.4272, 3.4564000000000004, 3.5885, 3.844, 3.9619999999999997, 4.0837, 4.2074]",[2.9513000000000003],[2.9824],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
478,1,0.0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,2350.09883,2354.5292329999997,4.430403000000297,3.0706,3.4304,0.3597999999999999,3.3206,3.4209,0.10029999999999983,iaa,iaa,1,,0,0,1,1,70.0,"[3.4209, 4.2722, 4.4182000000000015]","[3.4445, 4.3141]","[3.5842, 3.7008, 3.7279, 3.8404]","[3.6026, 3.7239, 3.7306, 3.8685]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
479,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,2354.54323,2359.288333,4.7451029999997445,3.0706,3.7451,0.6744999999999997,3.3206,3.4776,0.15700000000000006,iaa,iaa,1,,0,0,1,1,70.0,"[0.1131, 4.7279]","[0.0124, 0.14250000000000002]","[0.3972, 0.6889000000000001, 3.4776, 3.6235, 4.1394, 4.2692000000000005, 4.2732]","[0.4317, 0.7233, 3.5064, 3.6539, 4.1781000000000015, 4.2705, 4.3022]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
480,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2359.31003,2364.028433,4.718402999999854,3.0681000000000003,3.7184,0.6502999999999997,3.3181000000000003,3.4516,0.13349999999999973,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1087, 3.4516, 3.6809, 3.8139, 3.9298, 4.0475, 4.1772]","[0.13090000000000002, 3.4742, 3.7107, 3.8323, 3.9542, 4.0751, 4.1926000000000005]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
481,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2364.04133,2368.8693329999996,4.828003000000081,3.0706,3.828,0.7573999999999996,3.3206,3.5605,0.2399,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5605, 4.0114, 4.1258]","[3.5905, 4.0329000000000015, 4.1366000000000005]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
482,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2368.88983,2373.691633,4.801802999999836,3.0706,3.8018,0.7311999999999999,3.3206,3.5343,0.21369999999999967,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.5343, 3.9534, 4.0725]","[3.5578000000000003, 3.9829, 4.0816]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
483,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2373.70823,2378.396733,4.688502999999856,3.0681000000000003,3.6885,0.6203999999999996,3.3181000000000003,3.4217,0.10359999999999968,aaa,aaa,1,,0,1,0,1,-70.0,"[3.1627, 3.2876000000000003, 3.4217, 3.6402, 3.6538, 3.7709, 3.8815, 3.9919, 4.1171]","[3.1812, 3.3051000000000004, 3.4402000000000004, 3.6428, 3.6746, 3.7928, 3.9069, 4.0162, 4.1361]",[2.7633],[2.7924],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
484,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,2378.41663,2383.5006329999997,5.084002999999939,3.0706,4.0840000000000005,1.0134000000000003,3.3206,3.4739,0.15329999999999974,iaa,iaa,1,,0,0,1,1,70.0,"[3.4739, 3.5673000000000004, 3.5778000000000003]","[3.4772000000000003, 3.5709, 3.5915000000000004]","[3.8165, 4.0495, 4.2589999999999995]","[3.8519, 4.0571, 4.2899]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
485,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,2383.51793,2388.154033,4.636102999999821,3.0681000000000003,3.6361,0.5679999999999996,3.3181000000000003,3.3693,0.05119999999999969,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3693, 3.6053, 3.7195, 3.8296, 3.9604]","[3.3920000000000003, 3.6271, 3.7423, 3.8571, 3.9658]","[4.4531, 4.5722000000000005]","[4.4696, 4.6005]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
486,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,2388.17953,2393.367933,5.1884030000001085,3.0706,4.1884000000000015,1.1178000000000012,3.3206,3.5636,0.2429999999999999,iaa,iaa,1,,0,0,1,1,70.0,[3.5636],[3.5959000000000003],"[0.17700000000000002, 3.9209, 4.1433, 4.3542000000000005, 4.4694]","[0.1945, 3.9538, 4.1598000000000015, 4.3798, 4.4829]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
487,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,2393.40643,2398.146433,4.740002999999888,3.0706,3.74,0.6694,3.3206,3.4725,0.15189999999999992,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.4725, 3.6951, 4.0442, 4.4154]","[3.5011, 3.7161, 4.0579, 4.4333]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
488,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,2398.17323,2402.9878329999997,4.814603000000262,3.0681000000000003,3.8146,0.7464999999999997,3.3181000000000003,3.5478,0.2296999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5478, 3.772, 3.8948, 4.0121, 4.1368, 4.2566000000000015]","[3.5693, 3.8054, 3.9161, 4.0348000000000015, 4.1535, 4.2715000000000005]",[3.125],[3.1568],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
489,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2403.02083,2407.6760329999997,4.655203000000256,3.0681000000000003,3.6552,0.5870999999999995,3.3181000000000003,3.3884000000000003,0.07030000000000003,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3884000000000003, 3.3933, 3.6129, 3.7376, 3.8602, 3.9811, 4.0956]","[3.391, 3.4153, 3.6419, 3.7634, 3.8899, 4.0043, 4.1224]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
490,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2407.71983,2412.409233,4.6894029999998565,3.0681000000000003,3.6894,0.6212999999999997,3.3181000000000003,3.4226,0.10449999999999984,aaa,aaa,1,,0,1,0,1,-70.0,"[3.4226, 3.5311000000000003, 3.6645, 3.7709, 3.8824, 4.0083]","[3.4441, 3.5661, 3.6811, 3.7959, 3.9139, 4.0252]",[4.3787],[4.4014000000000015],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
491,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,2412.42173,2417.249233,4.827502999999979,3.0681000000000003,3.8275,0.7593999999999999,3.3181000000000003,3.5607,0.24259999999999995,aaa,aaa,1,,0,1,0,1,-70.0,"[3.5607, 3.8249, 3.8343, 3.9564, 4.0642000000000005, 4.1745, 4.3006]","[3.5874, 3.8286, 3.8547, 3.9748, 4.0866, 4.2040000000000015, 4.3164]",[],[],20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
492,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,2417.27643,2422.0321329999997,4.755703000000266,3.0706,3.7557,0.6850999999999998,3.3206,3.4882,0.16759999999999975,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.4882, 3.7101, 3.9341, 4.5204, 4.5325000000000015, 4.6274000000000015]","[3.515, 3.734, 3.9604, 4.5283000000000015, 4.5386000000000015, 4.6617000000000015]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
493,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,2422.07783,2426.974233,4.8964029999997365,3.0706,3.8964,0.8257999999999996,3.3206,3.6289,0.3083,iaa,iaa,1,,0,0,1,1,70.0,[0.4221],[0.4411000000000001],"[1.0078, 3.6289, 3.7615, 3.867, 3.987, 4.5680000000000005]","[1.0437, 3.6652, 3.7761, 3.8965, 4.001, 4.6013]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
494,0,0.0,0,0,0,1.0,0.0,1.0,1.0,1.0,1,2426.9960300000002,2433.156133,6.160103000000162,3.0681000000000003,5.1601,2.092,3.3181000000000003,4.1506,0.8324999999999996,aaa,aaa,1,,0,1,0,1,-70.0,[],[],"[0.3, 4.1506, 4.2744, 4.9096, 5.0426, 5.0491]","[0.3335, 4.1699, 4.2999, 4.9402, 5.046, 5.0661000000000005]",20,1.0,0.0,0.25,1,0,1,0,1,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,326,36003,326,1.6.2,326_stage_training_v2_20220124-121439,2022-01-24,12:14:48.404054,13:03:57.488968,,,,,,
