Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
97,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,521.062712,528.5195150000002,7.456802999999923,2.8181000000000003,6.4567000000000005,3.6386,3.8181,3.8214,0.0032999999999998586,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[6.44, 6.538200000000002, 6.6405, 6.7346, 6.8662]","[6.4771, 6.5564, 6.670800000000002, 6.803800000000002, 6.9270000000000005]","[3.8214, 3.903, 4.2199, 4.3818, 4.7226, 6.1101, 6.249300000000002, 7.1433, 7.2927]","[3.8323, 3.9554, 4.2511, 4.4291, 4.7821, 6.1412, 6.3124, 7.1805, 7.3321]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
98,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,528.535912,533.943315,5.407402999999932,2.8181000000000003,4.4073,1.5892,3.8181,4.0858,0.2676999999999996,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.3906, 4.4983, 4.51, 4.6429, 4.739, 4.8775, 5.0167]","[4.405, 4.5084, 4.5470000000000015, 4.671, 4.8091, 4.9431, 5.0814]","[3.6573, 4.0858, 4.1805, 5.3571]","[3.6827, 4.0917, 4.2431, 5.3992]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
99,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,533.958212,538.8642150000002,4.9060029999999415,2.8181000000000003,3.9059,1.0877999999999997,3.8253,3.8892,0.06389999999999985,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8056, 3.8892, 3.9984, 4.1302, 4.2247, 4.2545, 4.3609, 4.4995, 4.6246, 4.7620000000000005]","[3.8152, 3.9408, 4.0411, 4.1592, 4.2398, 4.2926, 4.4317, 4.5582, 4.6878, 4.8219]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
100,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,538.879512,544.266616,5.387104000000021,2.8206,4.3870000000000005,1.5664000000000002,3.8278,3.9095,0.08169999999999966,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7802, 3.9095, 4.2503]","[3.7933, 3.9593, 4.258]","[4.3703, 4.4921000000000015, 4.6264, 4.7644, 4.8854000000000015, 5.0658, 5.1880000000000015]","[4.4177, 4.5373, 4.6806, 4.8157000000000005, 4.9598, 5.1104, 5.2627000000000015]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
101,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,544.282512,549.137815,4.855303000000049,2.8206,3.8552,1.0345999999999995,3.8278,3.8385,0.010699999999999932,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.716, 3.8385, 3.9521, 4.0582, 4.1867, 4.2766, 4.4025, 4.5173000000000005, 4.6467, 4.8073000000000015]","[3.7754, 3.8929, 3.9824, 4.0921, 4.2079, 4.3215, 4.444, 4.5779000000000005, 4.7127, 4.8439000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
102,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,549.1568120000002,554.1042150000002,4.9474030000000075,2.8206,3.9473,1.1266999999999996,3.8206,3.9306,0.10999999999999988,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.6302, 3.7983, 3.9306, 4.0726, 4.1952, 4.3081000000000005, 4.4343, 4.4658000000000015, 4.5664, 4.7011]","[3.6614, 3.8438, 3.9883, 4.1056, 4.2365, 4.3659, 4.4539, 4.489, 4.6245, 4.763999999999999]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
103,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,554.118512,558.956315,4.837803000000008,2.8206,3.8377,1.0170999999999997,3.8206,3.821,0.000399999999999956,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.6887, 3.821, 3.9474, 4.0806, 4.1827000000000005, 4.3176000000000005, 4.4785, 4.808]","[3.7493, 3.8821, 3.9928, 4.1162, 4.2457, 4.3836, 4.5196000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
104,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,558.970812,563.8197150000002,4.84890299999995,2.8181000000000003,3.8488,1.0307,3.8253,3.8321,0.006799999999999695,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8321, 4.0313, 4.149, 4.2839, 4.3789, 4.5209, 4.6539, 4.8011]","[3.8731, 4.0571, 4.1775, 4.3096000000000005, 4.4435, 4.5848, 4.7118, 4.8325000000000005]",[3.7343],[3.7916],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
105,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,563.890912,569.436815,5.545903000000067,2.8181000000000003,4.5458,1.7276999999999996,3.8181,3.8624,0.04429999999999978,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5291000000000015, 4.6524, 4.7801, 4.872, 4.9057, 5.0097000000000005, 5.1445, 5.3167, 5.4514000000000005]","[4.5545, 4.6778, 4.8029, 4.883, 4.9408, 5.0765, 5.2105000000000015, 5.3364, 5.4784000000000015]","[3.7211, 3.8624, 4.3149000000000015]","[3.7831, 3.9062, 4.3725000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
106,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,569.452512,574.7623150000002,5.309802999999988,2.8181000000000003,4.3097,1.4916,3.8181,3.9992,0.18109999999999984,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.293, 4.4087000000000005, 4.493, 4.525, 4.622, 4.7671, 4.916, 5.0773, 5.2228]","[0.0367, 4.3223, 4.4328, 4.4981, 4.5543000000000005, 4.6994, 4.8405000000000005, 4.9758, 5.1014, 5.2527]","[3.9992, 4.1245, 4.1326]","[4.0475, 4.1289, 4.1795]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
107,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,574.7768120000002,579.8198150000002,5.043002999999999,2.8181000000000003,4.0429,1.2248,3.8181,3.8849,0.06679999999999975,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0262, 4.1253, 4.2599, 4.3529, 4.4978, 4.6344, 4.8096000000000005]","[4.0562000000000005, 4.1622, 4.2852000000000015, 4.4267, 4.5639, 4.6937000000000015, 4.8265]","[3.8849, 4.9404]","[3.9018, 4.9651000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
108,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,579.834112,584.902815,5.068703000000029,2.8206,4.0686,1.2479999999999998,3.8206,4.0519,0.2312999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.0423],[],"[3.642, 4.0519, 4.1805, 4.3104000000000005, 4.4185, 4.5745000000000005, 4.6865000000000006]","[3.6959, 4.0959, 4.2211, 4.354, 4.4804, 4.6111, 4.7516]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
109,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,584.915812,589.908215,4.992403000000081,2.8206,3.9923,1.1717,3.8206,3.9756,0.1549999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.7985000000000015],[4.836],"[3.6865, 3.9756, 4.1143, 4.2151000000000005, 4.3422, 4.5117, 4.9553]","[3.7268, 4.0304, 4.1479, 4.2756, 4.4047, 4.5375000000000005, 4.9834000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
110,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,589.922512,594.7822150000002,4.859702999999968,2.8206,3.8596,1.0389999999999997,3.8206,3.8429,0.022299999999999983,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.7944, 3.8429, 3.932, 4.0292, 4.1433, 4.2584, 4.2755, 4.4131, 4.5274]","[3.8231, 3.8657, 3.9479, 4.0591, 4.1901, 4.2591, 4.3169, 4.4510000000000005, 4.5899]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
111,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,594.796412,599.6585150000002,4.862102999999934,2.8206,3.862,1.0414,3.8206,3.8453,0.02470000000000017,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.6268, 3.784, 3.8453, 3.9138, 4.0404, 4.173, 4.2867000000000015, 4.4221, 4.5935000000000015, 4.7029000000000005]","[3.6579, 3.8202, 3.8475, 3.9682, 4.0838, 4.2139999999999995, 4.3496000000000015, 4.4884, 4.6233, 4.7642000000000015]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
112,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,599.6767120000002,604.525115,4.848403000000077,2.8181000000000003,3.8483,1.0301999999999998,3.8253,3.8316,0.006299999999999972,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8316, 4.0235, 4.1174, 4.218, 4.3334, 4.3638, 4.4729, 4.5938, 4.7170000000000005, 4.8457]","[3.8866, 4.0489999999999995, 4.1572000000000005, 4.2733, 4.3479, 4.4066, 4.5313, 4.6531, 4.779]","[3.6113, 3.7327, 3.8713]","[3.6408, 3.7972, 3.9031]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
113,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,604.541512,609.4230150000002,4.881502999999952,2.8181000000000003,3.8814,1.0633,3.8253,3.8647,0.039399999999999664,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8647, 3.9716, 4.0874000000000015, 4.2262, 4.3521, 4.4768, 4.6424, 4.7616000000000005]","[0.0347, 3.9098, 4.0224, 4.1526000000000005, 4.2884, 4.4116, 4.5353, 4.6728000000000005, 4.8397000000000014]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
114,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,609.438012,614.551315,5.113303000000087,2.8181000000000003,4.1132,1.2950999999999997,3.8181,4.0965,0.27839999999999954,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.0965, 4.2328, 4.3362, 4.4266000000000005, 4.4737, 4.5773, 4.7251, 4.8625, 5.0259]","[4.1374, 4.2425000000000015, 4.3604, 4.4362, 4.5055000000000005, 4.6503000000000005, 4.7828, 4.9177, 5.0509]",[3.7222],[3.7515],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
115,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,614.5680120000002,621.631715,7.063703000000032,2.8181000000000003,4.0541,1.2359999999999998,3.8181,4.0539999999999985,0.2359,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.3346, 7.034000000000002]","[4.3576000000000015, 7.0512000000000015]","[3.6873, 4.053999999999999, 4.1631, 4.4472000000000005, 6.8332000000000015]","[3.7441, 4.0823, 4.2175, 4.5111, 6.882999999999999]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
116,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,621.650812,626.601815,4.951003000000013,2.8206,3.9509,1.1302999999999996,3.8206,3.9342,0.11359999999999992,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.7085, 3.9342, 4.0427, 4.1494, 4.2569, 4.3757, 4.5003, 4.6202000000000005]","[3.7666, 3.9582, 4.0601, 4.1756, 4.296, 4.4163000000000014, 4.548, 4.6829]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
117,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,626.616912,631.912715,5.295803000000092,2.8206,4.2957,1.4751,3.8206,4.279,0.4583999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.8133, 4.279, 4.5120000000000005, 4.6289, 4.7639000000000005, 4.9211, 5.0278]","[3.8689, 4.3321000000000005, 4.5536, 4.6815000000000015, 4.8167, 4.9529000000000005, 5.096]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
118,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,631.929712,636.8062150000002,4.876502999999957,2.8206,3.8764,1.0557999999999996,3.8206,3.8597,0.03909999999999991,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[3.7178, 3.8597, 4.1028, 4.2148, 4.2217, 4.3398, 4.5007, 4.8224]","[3.7821, 3.918, 4.1449, 4.2173, 4.2718, 4.4024, 4.5382, 4.8638]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
119,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,636.8203120000002,641.892015,5.071703000000071,2.8206,4.0716,1.251,3.8206,4.0549,0.2342999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.8491],[4.8586],"[3.6643, 3.711, 3.7114, 3.7233, 4.0549, 4.1464, 4.2756, 4.3928, 4.5194, 4.6764, 4.9942]","[3.7105, 3.7111, 3.7141, 3.7373, 4.0714000000000015, 4.2011, 4.3260000000000005, 4.4546, 4.5835, 4.7155000000000005, 5.0244]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
120,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,641.911812,648.7822150000002,6.8704029999998975,2.8181000000000003,3.8608,1.0426999999999995,3.8181,3.8607,0.04259999999999975,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.4025, 6.1302]","[4.4059, 6.1538]","[3.6824, 3.8607, 3.8831, 3.884, 3.8966, 4.0931000000000015, 4.1701000000000015, 4.5186, 5.9014000000000015]","[3.7573, 3.8728, 3.8837, 3.8861, 3.9037, 4.0948, 4.2412, 4.5846, 5.967700000000002]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
121,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,648.797512,654.0675150000002,5.270002999999973,2.8181000000000003,4.2699,1.4517999999999995,3.8181,4.0715,0.2534000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.2532000000000005, 4.3648, 4.4994000000000005, 4.6045, 4.6293000000000015, 4.74, 4.8707, 4.995900000000002]","[4.2864, 4.3998, 4.5286, 4.6085, 4.6665, 4.795, 4.9266000000000005, 5.0578]","[3.7439999999999998, 4.0715, 4.1127, 5.1606000000000005]","[3.8139, 4.1032, 4.1193, 5.1835]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
122,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,654.082912,658.931815,4.848903000000063,2.8181000000000003,3.8488,1.0307,3.8253,3.8321,0.006799999999999695,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8321, 3.8655, 3.9619999999999997, 4.1114000000000015, 4.2084, 4.2377, 4.343999999999999, 4.4756, 4.5985000000000005, 4.777]","[3.8387, 3.8924, 4.0068, 4.1381000000000006, 4.2159, 4.2699, 4.4062, 4.5308, 4.6596, 4.8094]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
123,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,658.947712,663.9995150000002,5.05180299999995,2.8181000000000003,4.0517,1.2336,3.8253,4.035,0.20969999999999975,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.035, 4.1691, 4.2806000000000015, 4.3134000000000015, 4.4168, 4.5588000000000015, 4.7037, 4.8546000000000005, 5.0143]","[4.1012, 4.2151000000000005, 4.3023, 4.3467, 4.4893, 4.6318, 4.7652, 4.9051]",[],[],0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
124,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,664.014912,669.5090150000002,5.494102999999996,2.8206,4.494,1.6733999999999996,3.8206,4.013,0.19239999999999968,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.013, 4.2611, 4.2872, 5.425]","[4.0234000000000005, 4.2621, 4.3282, 5.4421]","[3.6261, 3.6345, 4.4773000000000005, 4.5616, 4.6923, 4.8020000000000005, 4.819, 4.9316, 5.0811, 5.257999999999999]","[3.6335, 3.6713, 4.4821, 4.6112, 4.7348, 4.8069999999999995, 4.8638, 4.9964, 5.141100000000002, 5.2917000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
125,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,669.524212,674.631715,5.107502999999952,2.8206,4.1074,1.2868,3.8206,4.0907,0.2700999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.956],[4.9654],"[3.6973, 3.8179, 4.0907, 4.2219, 4.3545, 4.4673, 4.6266, 4.7447]","[3.7411, 3.8731, 4.155, 4.2688000000000015, 4.4002, 4.5321, 4.6685, 4.8152]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
126,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,674.647112,679.666015,5.018903000000023,2.8206,4.0188000000000015,1.1982000000000013,3.8206,4.0021,0.18150000000000024,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0021, 4.0115, 4.1303, 4.2396, 4.3432, 4.4798, 4.6102, 4.9256]","[4.0057, 4.0507, 4.1615, 4.2768000000000015, 4.3978, 4.5292, 4.6644000000000005, 4.9537]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
127,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,679.680412,684.559015,4.878602999999998,2.8206,3.8785,1.0578999999999996,3.8206,3.8618,0.0411999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.6794],[4.7001],"[3.7313, 3.8618, 3.9869, 4.1144, 4.2327, 4.3501, 4.8100000000000005]","[3.7944, 3.9124, 4.0244, 4.1446000000000005, 4.2784, 4.4132, 4.8462000000000005]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
128,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,684.571712,690.696216,6.124504000000003,2.8181000000000003,5.1244000000000005,2.3063,3.8181,3.8241,0.005999999999999782,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[5.1077, 5.2224, 5.3513, 5.4875, 5.5873, 5.7279, 5.8676]","[5.1339000000000015, 5.245900000000002, 5.371, 5.5166, 5.6551, 5.7897, 5.9345]","[3.635, 3.8241, 4.0342, 4.1195, 4.5623000000000005, 4.7583, 4.8836]","[3.6966, 3.8466, 4.0465, 4.176, 4.6259000000000015, 4.7810000000000015, 4.9494]",0.0072,0.0072,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,,,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,804,36001,804,1.6.2,804_stage_training_v4_20230309-130338,2023-03-09,13:03:50.777324,13:43:53.381682
