Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
415,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2005.1515120000001,2009.842015,4.690503000000035,2.8206,3.6904,0.8697999999999997,3.0706,3.6725,0.6019000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,[3.7242],[3.7869],"[3.6725, 3.6738, 3.675, 3.6761, 3.9046]","[3.6734, 3.6742, 3.6755, 3.8057, 3.9386]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
416,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,2009.8579120000002,2014.760715,4.902802999999949,2.8181000000000003,3.9027,1.0845999999999996,3.0681000000000003,3.3891,0.3209999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8863, 4.0256, 4.1368, 4.2713]","[3.9535, 4.0617, 4.1802, 4.3153000000000015]",[3.3891],[3.3967],0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
417,0,1.0,0,0,0,1,0.0,0.0,1.0,0.0,1,2014.776912,2029.1486149999998,14.371703000000027,2.8181000000000003,13.3716,10.5535,3.0681000000000003,3.3621000000000003,0.29400000000000004,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],"[3.3621000000000003, 3.3699000000000003]","[3.3678000000000003, 3.3705000000000003]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
418,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2029.178312,2033.6823149999998,4.5040030000000115,2.8206,3.5039,0.6832999999999996,3.0706,3.486,0.4154,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.4964, 3.6424, 3.7769999999999997, 3.9724]","[3.5611, 3.7013, 3.8291, 4.0059000000000005]","[3.486, 3.5795000000000003, 3.6091, 3.6806, 3.7585, 3.8159, 3.8415, 3.9262, 3.9264, 3.9267, 3.9272, 3.9311, 3.9313, 3.9315, 3.9317, 4.0689, 4.126, 4.1268, 4.1276, 4.1278000000000015, 4.1779, 4.2509000000000015, 4.2693, 4.2748, 4.2777, 4.2834, 4.2837000000000005, 4.362, 4.3833]","[3.5652000000000004, 3.5904000000000003, 3.6599, 3.7194, 3.7637, 3.8413, 3.8416, 3.9263, 3.9266, 3.927, 3.9275, 3.9312, 3.9314, 3.9316, 4.0166, 4.1237, 4.1267000000000005, 4.1271, 4.1277, 4.1285, 4.1906, 4.2692000000000005, 4.2694, 4.2754, 4.283, 4.2836, 4.3475, 4.3821, 4.4232000000000005]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
419,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2033.6987120000001,2037.8392149999997,4.140503000000081,2.8206,3.1404,0.31979999999999986,3.0706,3.1225,0.051899999999999835,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.047400000000000005, 0.3158, 3.1225, 3.1705, 3.1789, 3.2389, 3.2854, 3.3339999999999996, 3.3565, 3.3764000000000003, 3.3915, 3.4377, 3.4733, 3.5199000000000003]","[0.0148, 0.0486, 0.3163, 3.1549, 3.1761000000000004, 3.2113, 3.266, 3.3131000000000004, 3.3548, 3.3595, 3.3779000000000003, 3.4126000000000003, 3.4649, 3.5027000000000004]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
420,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,2037.852812,2042.7283149999998,4.8755029999999815,2.8181000000000003,3.8754,1.0572999999999997,3.0681000000000003,3.1064000000000003,0.0383,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.859, 4.3119000000000005, 4.582, 4.7056, 4.8312]","[3.8855, 4.3354, 4.6087, 4.7553, 4.8686]","[0.055200000000000006, 0.1316, 0.1872, 0.2372, 0.2391, 0.2393, 0.2396, 0.2906, 0.314, 0.3714, 0.3956, 3.1064000000000003, 3.1327000000000003, 3.1938, 3.2331000000000003, 3.2799, 3.3203, 3.3217000000000003, 3.3285, 3.3329, 3.4192, 3.4533, 3.6451, 3.6675, 3.6867, 3.7544, 3.8519, 3.9681, 4.0966000000000005, 4.1978, 4.3054000000000014, 4.431, 4.5619000000000005]","[0.0249, 0.111, 0.1665, 0.2267, 0.239, 0.2392, 0.2394, 0.2687, 0.2932, 0.3713, 0.3717, 3.0942000000000003, 3.1157000000000004, 3.1757, 3.2178, 3.2661, 3.3202000000000003, 3.3204, 3.3224, 3.33, 3.4161, 3.4481, 3.6275, 3.6649, 3.6817, 3.6968, 3.7767, 3.8901, 4.0503, 4.1123, 4.2188, 4.343, 4.4811000000000005, 4.6166]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
421,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,2042.747712,2047.315715,4.568002999999862,2.8181000000000003,3.5679000000000003,0.7498,3.0681000000000003,3.5445,0.4763999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.5515000000000003, 3.9605, 4.0817000000000005, 4.2097, 4.3321000000000005]","[3.5979, 3.9823, 4.1339999999999995, 4.2487, 4.3685]","[3.5445, 3.7216, 3.8388, 3.9452, 4.1165]","[3.6045, 3.7939, 3.8721, 3.9934, 4.1223]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
422,1,0.0,1,0,0,1,0.0,0.0,1.0,0.0,1,2047.330512,2055.254015,7.923502999999982,2.8206,6.9234,4.1028,3.0706,6.9013,3.8307,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[6.9013, 7.0394000000000005, 7.1664]","[6.9397, 7.087700000000001, 7.2146]",[6.9055],[6.9386],0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
423,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2055.275012,2060.3683149999997,5.093303000000105,2.8206,4.0932,1.2726000000000002,3.0706,4.0753,1.0047,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.3087, 4.4235000000000015, 4.5621]","[4.3381, 4.468999999999999, 4.6038000000000014]","[4.0753, 4.2040000000000015, 4.3045, 4.4236]","[4.1561, 4.2363, 4.3427, 4.4669]",0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
424,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,2060.388712,2073.3921149999996,13.003403000000162,2.8181000000000003,12.0033,9.185199999999998,3.0681000000000003,11.9863,8.918199999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[11.9869],[12.0316],[11.9863],[12.0291],0.0069,0.0084,100,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230511-125422,2023-05-11,12:54:34.510391,13:29:12.079879
0,1,,1,0,0,1,0.0,,1.0,,1,0.339611,5.129015,4.789404,2.8206,3.7893,0.9686999999999996,3.0706,3.7121,0.6415000000000002,iaa,iaa,1,,0,0,1,1,70.0,,"[0.6382, 1.1073, 3.7121, 3.9648, 4.1138, 4.1844, 4.2799000000000005, 4.3975, 4.5117, 4.6836]","[0.7425, 1.2213, 3.8203, 4.034, 4.1182, 4.2204000000000015, 4.3370000000000015, 4.4657, 4.5844000000000005, 4.7283]","[0.7019000000000001, 1.1526, 3.7714, 4.0725, 4.0907, 4.1805, 4.2728, 4.3909, 4.5061, 4.6394, 4.7886000000000015]","[0.7353000000000001, 1.2068, 4.038, 4.0862, 4.1233, 4.2215, 4.3352, 4.4564, 4.583, 4.7312]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
1,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,5.145911,9.517114,4.3712029999999995,2.8206,3.3711,0.5505,3.0706,3.3529,0.2822999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3529, 3.5109000000000004, 3.6687, 3.783, 3.8971, 3.9795, 4.1391, 4.226, 4.3382000000000005]","[3.4153, 3.5769, 3.6963, 3.7965, 3.9029, 4.0338, 4.1426, 4.2476]","[3.3532, 3.3594, 3.4730000000000003, 3.6114, 3.7514, 3.8546, 3.9723, 4.096, 4.2063000000000015, 4.3155]","[0.039, 3.3537000000000003, 3.4091, 3.5791000000000004, 3.708, 3.7993, 3.9072, 4.0372, 4.1462, 4.2616000000000005]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
2,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,9.534411,13.912814000000001,4.378402999999999,2.8206,3.3783000000000003,0.5577000000000001,3.0706,3.3604000000000003,0.2898000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3615000000000004, 3.4971, 3.697, 3.8334, 3.9501, 4.0337000000000005, 4.1483, 4.3097]","[3.4744, 3.61, 3.7363, 3.84, 3.9528, 4.0777, 4.2344, 4.3651]","[3.3604000000000003, 3.4887, 3.6226, 3.7702, 3.8872, 3.9989, 4.1583000000000006, 4.3159, 4.3161000000000005]","[0.0032, 3.4778, 3.6106, 3.7408, 3.844, 3.9577, 4.0827, 4.2202, 4.316, 4.3558]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
3,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,13.928310999999999,18.303914000000002,4.375602999999998,2.8206,3.3755,0.5549,3.0706,3.3197,0.2490999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.0596, 3.3197, 3.6446, 3.7871, 3.8984, 4.0047000000000015, 4.2421, 4.3450000000000015]","[0.066, 3.5673000000000004, 3.7016, 3.8287, 3.9739, 4.1133000000000015, 4.2581]","[3.3576, 3.5794, 3.723, 3.8925, 4.0133, 4.1812000000000005, 4.2854]","[3.5669, 3.7028, 3.8411, 3.9653, 4.1003, 4.2769]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
4,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,18.319011,22.703814,4.384803000000002,2.8206,3.3847,0.5640999999999998,3.0706,3.3425,0.27190000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3425, 3.4978, 3.6499, 3.7893, 3.8922, 4.0061, 4.1217000000000015, 4.244]","[0.0078, 3.4065000000000003, 3.5546, 3.7016, 3.8053, 3.9173, 4.0244, 4.1483, 4.2603]","[3.3668, 3.4466, 3.5845, 3.7467, 3.8578, 3.984, 4.121]","[0.0117, 3.4158, 3.5572000000000004, 3.7052, 3.8085, 3.9222, 4.0375000000000005, 4.1494]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
5,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,22.719711,27.090014,4.370303,2.8206,3.3702,0.5495999999999999,3.0706,3.3110000000000004,0.2403999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3110000000000004, 3.4453, 3.6251, 3.7573, 3.95, 4.1973]","[3.3818, 3.5244, 3.6604, 3.7642, 3.993, 4.2267]","[3.3523, 3.3618, 3.5711000000000004, 3.6983, 3.8232, 3.9293, 4.0662, 4.1809]","[3.3579000000000003, 3.5274, 3.6769, 3.7686, 3.8794, 3.9978, 4.1159, 4.2358]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
6,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,27.144011,31.534314000000002,4.390302999999999,2.8206,3.3902,0.5695999999999999,3.0706,3.3721,0.3014999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3721, 3.5441000000000003, 3.653, 3.7418, 3.7669, 3.8459, 3.9807, 4.0846]","[3.4447, 3.5593000000000004, 3.6609, 3.7642, 3.7721, 3.8992, 3.9996, 4.1232]","[3.3723, 3.4767, 3.571, 3.5717000000000003, 3.5852000000000004, 3.7198, 3.8156, 3.9386, 4.0536, 4.1998000000000015, 4.3073000000000015]","[3.4448000000000003, 3.5681000000000003, 3.5711000000000004, 3.5746, 3.6639, 3.7802, 3.91, 4.0178, 4.1351, 4.2579, 4.3898]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
7,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,31.554311,35.942814,4.388503,2.8206,3.3884000000000003,0.5678000000000001,3.0706,3.3685,0.29789999999999983,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3685, 3.5269999999999997, 3.6444, 3.7459, 3.7615, 3.8373, 4.0865, 4.1933, 4.3202]","[3.4472, 3.5686, 3.6671, 3.7556, 3.7672, 3.8745, 4.1172, 4.2578000000000005]","[3.3705000000000003, 3.7013, 3.8151, 3.9449, 4.0495, 4.1962, 4.3196]","[3.6695, 3.7718, 3.8843, 3.9982, 4.1297000000000015, 4.255]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
8,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,35.957411,40.336114,4.378703000000002,2.8206,3.3786,0.5579999999999998,3.0706,3.3586,0.2879999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3586, 3.6584, 3.6623, 3.8025, 3.9721, 4.0637, 4.1728000000000005, 4.3029]","[0.006500000000000001, 3.5859, 3.6601, 3.7337, 3.88, 3.9787, 4.0901000000000005, 4.2124000000000015, 4.3284]","[3.3607, 3.4595, 3.515, 3.6376, 3.7768, 3.8886, 3.9278, 3.9282, 3.9376, 4.0381, 4.1512, 4.2858]","[0.0044, 3.4503000000000004, 3.5112, 3.5756, 3.7341, 3.8872, 3.8923, 3.9281, 3.9345, 3.9819999999999998, 4.0951, 4.2169, 4.3384]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
9,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,40.351411,44.738914,4.3875030000000015,2.8206,3.3874,0.5667999999999997,3.0706,3.338,0.26739999999999986,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.032600000000000004, 3.338, 3.4151, 3.6277, 3.762, 3.8458, 3.9408, 4.1046000000000005, 4.2199, 4.3450000000000015]","[0.0447, 3.397, 3.5414000000000003, 3.6687, 3.7681, 3.8781, 4.0200000000000005, 4.1258, 4.277]","[3.3695, 3.6788, 3.7013, 3.8188, 3.9305, 4.1031, 4.2179, 4.3764]","[3.6719, 3.6889999999999996, 3.7724, 3.888, 4.0224, 4.1234, 4.2793]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
10,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,44.753910999999995,49.143714,4.3898030000000015,2.8206,3.3897000000000004,0.5691000000000002,3.0706,3.3632,0.2925999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3632, 3.5092000000000003, 3.5216000000000003, 3.6711, 3.7597, 3.7842, 3.8398, 3.9981, 4.1098, 4.247, 4.317]","[0.0093, 3.4539999999999997, 3.5137, 3.5893, 3.6835, 3.7787, 3.7864, 3.921, 4.027, 4.1378, 4.258]","[3.3718000000000004, 3.4796, 3.7191, 3.8313, 4.0035, 4.1094, 4.3134000000000015, 4.3561000000000005]","[3.4636, 3.6873, 3.7939, 3.9222, 4.0258, 4.1395, 4.3404]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
11,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,49.158711,53.536414,4.377703000000004,2.8206,3.3776,0.5569999999999999,3.0706,3.3247,0.25409999999999977,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3247, 3.4415, 3.4767, 3.5956, 3.7196, 3.8083, 3.9147, 4.0611000000000015, 4.1560000000000015, 4.3472]","[3.3904, 3.4605, 3.5206, 3.6177, 3.7262, 3.8476, 3.9807, 4.125, 4.2528000000000015, 4.3735]","[3.3597, 3.6536, 3.7674, 3.8986, 4.0676000000000005, 4.155, 4.3488]","[3.6228, 3.7303, 3.8579, 3.9808, 4.1068, 4.2482000000000015, 4.3647]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
12,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,53.552510999999996,57.916214000000004,4.363702999999993,2.8206,3.3636000000000004,0.5430000000000001,3.0706,3.3235,0.2528999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3235, 3.4524000000000004, 3.5851, 3.7033, 3.7977, 3.9082, 4.0482000000000005]","[3.3641, 3.5042, 3.6049, 3.7088, 3.818, 3.9532, 4.0753]","[3.3457000000000003, 3.4167, 3.5588, 3.6602, 3.7781, 3.9075, 4.0498]","[3.3932, 3.5214000000000003, 3.6079, 3.714, 3.8306, 3.9542, 4.0746]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
13,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,57.932010999999996,62.312614,4.380603000000002,2.8206,3.3805,0.5598999999999998,3.0706,3.3516000000000004,0.2810000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3516000000000004, 3.4838, 3.6078, 3.7214, 3.8091, 3.9073, 4.0236, 4.1482, 4.2635000000000005, 4.3740000000000006]","[3.4089, 3.5277000000000003, 3.626, 3.7268, 3.8271, 3.9531, 4.0741000000000005, 4.1800000000000015, 4.2784]","[3.3626, 3.4443, 3.6719999999999997, 3.6806, 3.7901, 3.9066, 4.029, 4.1472]","[3.411, 3.6301, 3.6787, 3.7306, 3.8413, 3.9539999999999997, 4.0668000000000015, 4.1731]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
14,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,62.328911,66.721814,4.392902999999997,2.8206,3.3928000000000003,0.5722,3.0706,3.3749,0.3043,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.4305000000000003, 3.5445, 3.6343, 3.738, 3.9618, 4.0836000000000015, 4.2169, 4.341]","[3.4687, 3.5646, 3.6635, 3.772, 4.0185, 4.1467, 4.2732, 4.3792]","[3.3749, 3.3824, 3.5946, 3.7122, 3.8369, 3.9617, 4.093, 4.2076]","[3.3798000000000004, 3.568, 3.6683, 3.7796, 3.8947, 4.0172, 4.1449, 4.269]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
15,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,66.739511,71.122814,4.383303000000012,2.8206,3.3832,0.5625999999999998,3.0706,3.3632,0.2925999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3632, 3.4942, 3.5108, 3.6586, 3.6649, 3.7471, 3.8488, 3.968, 4.0987, 4.2469]","[3.4426, 3.5015, 3.5772000000000004, 3.6603, 3.6707, 3.7764, 3.9018, 4.0284, 4.1638, 4.3121]","[3.3653, 3.7139, 3.8456, 3.9851, 4.1125, 4.2532000000000005]","[3.6748, 3.7872, 3.9039, 4.0244, 4.1615, 4.3076]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
16,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,71.138211,75.741315,4.603104000000002,2.8206,3.603,0.7824,3.0706,3.5444,0.4737999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.5444, 3.7762, 3.9214, 4.0592000000000015, 4.1707, 4.4155000000000015]","[3.6077, 3.827, 3.9667, 4.0789, 4.2102, 4.4702]","[0.023, 3.5851, 3.7319, 3.8631, 4.0281, 4.1452, 4.2778, 4.4087000000000005]","[0.005, 0.0636, 3.6479, 3.8319, 3.9702, 4.0847, 4.2168, 4.3373, 4.4732]",0.0069,0.0084,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,0.125,0.125,0.125,/dev/ttyACM33,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod3,876,36002,876,1.6.2,876_stage_training_v4_20230512-133709,2023-05-12,13:37:22.306607,14:20:54.988469
