Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,AWTrials,BlockLen
181,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,908.119531,912.995735,4.876203999999916,2.8181000000000003,3.8761,1.0579999999999998,3.8181,3.8594,0.041300000000000114,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8594, 3.9605, 4.0594, 4.166, 4.28, 4.3921, 4.5052, 4.6278000000000015, 4.7589000000000015]","[3.8924, 3.9945, 4.0951, 4.203, 4.312, 4.4239999999999995, 4.5390000000000015, 4.6611, 4.8038]",[3.7614],[3.7926],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
182,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,913.006831,918.321835,5.315003999999932,2.8181000000000003,4.3149000000000015,1.4968000000000012,3.8181,3.9528,0.13470000000000004,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7765, 4.2982000000000005, 4.4161, 4.5315, 4.6614, 4.7765, 4.901, 5.0326, 5.1494, 5.2813]","[0.027100000000000003, 3.8213, 4.3395, 4.4549, 4.5693, 4.6744, 4.8112, 4.9397, 5.0657000000000005, 5.185300000000002, 5.3113]","[3.9528, 4.0584, 4.1761]","[3.9717, 4.0951, 4.2238]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
183,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,918.334631,923.281935,4.947304000000031,2.8206,3.9472,1.1265999999999998,3.8206,3.9295,0.10889999999999976,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.79, 4.7477, 4.8752]","[3.8327, 4.7868, 4.9125000000000005]","[3.9295, 3.9387, 4.0394000000000005, 4.1353, 4.2573, 4.3755000000000015, 4.4957, 4.6295]","[3.9373, 3.9667, 4.0654, 4.1768, 4.2998, 4.4129000000000005, 4.5344000000000015, 4.651]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
184,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,923.296331,928.279435,4.983104000000028,2.8206,3.983,1.1624,3.8206,3.8571,0.03649999999999976,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.8571, 4.6824, 4.8148, 4.9682]","[3.892, 4.7224, 4.8538000000000014]","[3.9653, 4.0698, 4.1688, 4.2868, 4.4092, 4.5599]","[3.9977, 4.1035, 4.2147000000000014, 4.3295, 4.4496, 4.5674]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
185,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,928.292731,933.209335,4.916604000000007,2.8181000000000003,3.9165,1.0983999999999998,3.8181,3.8998,0.0817000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8998, 4.0084, 4.1071, 4.218, 4.3355000000000015, 4.4548000000000005, 4.5825000000000005, 4.7117, 4.836]","[0.0001, 3.938, 4.0388, 4.1467, 4.2572, 4.3705, 4.4929000000000014, 4.6129, 4.7282, 4.859]",[3.7958],[3.8304],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
186,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,933.220331,938.513735,5.2934040000000095,2.8181000000000003,4.2933,1.4752,3.8181,3.91,0.09189999999999987,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7664, 4.2766, 4.3757, 4.4736, 4.4834000000000005, 4.5933, 4.7158000000000015, 4.843, 4.9739, 5.2648]","[3.8046, 4.3064, 4.4066, 4.48, 4.5200000000000005, 4.6292, 4.7408, 4.8638, 5.0072, 5.2849]","[3.91, 4.0233, 4.151]","[3.9283, 4.0666, 4.1831000000000005]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
187,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,938.524331,943.388835,4.864504000000012,2.8206,3.8644,1.0437999999999996,3.8206,3.8467,0.02610000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7222, 4.6996]","[3.7525, 4.7299000000000015]","[3.8467, 3.9422, 4.0549, 4.1761, 4.2814000000000005, 4.4027, 4.5365, 4.8183]","[3.8646, 3.9781, 4.0893000000000015, 4.2073, 4.3267, 4.4494, 4.5853, 4.8598]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
188,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,943.410631,948.360535,4.9499040000000605,2.8206,3.9498,1.1292,3.8206,3.9321,0.11149999999999992,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.8022, 4.1606000000000005, 4.5261000000000005, 4.5431, 4.6606000000000005]","[3.8269, 4.1908, 4.5289, 4.5787, 4.7019]","[3.9321, 4.0288, 4.2931, 4.4, 4.8318, 4.9430000000000005]","[3.953, 4.0669, 4.3186, 4.4414, 4.8491]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
189,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,948.371931,953.351134,4.979202999999983,2.8181000000000003,3.9791,1.1609999999999996,3.8181,3.8375,0.019400000000000084,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.7295, 3.9624, 4.0582, 4.1602000000000015, 4.2855, 4.4071, 4.5360000000000005, 4.6778, 4.8111000000000015, 4.9472000000000005]","[3.759, 3.9911, 4.093, 4.2062, 4.3152, 4.4418000000000015, 4.5747, 4.7122, 4.8392]",[3.8375],"[0.026, 3.8719]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
190,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,953.362331,958.289035,4.9267039999999716,2.8181000000000003,3.9266,1.1084999999999998,3.8181,3.9099,0.0918000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.9099, 4.0239, 4.1361, 4.2617, 4.7019, 4.8998]","[3.9495, 4.0604000000000005, 4.1685, 4.2904, 4.7485, 4.9148000000000005]","[3.7923, 4.5579]","[3.8142, 4.6002]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
191,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,958.302331,963.306135,5.003804000000058,2.8206,4.0037,1.1831,3.8206,3.8871,0.0665,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7119, 3.8871, 4.4642, 4.5911, 4.7263, 4.871, 5.0011]","[3.7535, 3.8938, 4.5078000000000005, 4.6346, 4.7687, 4.8977]","[3.986, 4.115, 4.2179, 4.3564]","[4.0264, 4.1453, 4.2591, 4.3819]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
192,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,963.318331,968.215235,4.896904000000063,2.8181000000000003,3.8968,1.0786999999999995,3.8181,3.8801,0.06199999999999984,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.7407, 3.8801, 4.1761, 4.2672, 4.3761, 4.623, 4.7494000000000005, 4.893]","[0.0126, 3.7811, 3.91, 4.1901, 4.3055, 4.4143, 4.6396000000000015, 4.7857]","[4.0162, 4.1425, 4.1634]","[4.0553, 4.1596, 4.1852]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
193,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,968.226431,973.440235,5.213803999999982,2.8181000000000003,4.2137,1.3956,3.8181,4.0563,0.2382,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7875, 4.197, 4.314, 4.4242, 4.5365, 4.6539, 4.7771, 4.9083000000000006, 5.0433, 5.1733]","[0.0135, 3.8255, 4.2381, 4.3515000000000015, 4.4597, 4.5654, 4.6796000000000015, 4.8072, 4.9401, 5.0782, 5.2048000000000005]",[4.0563],[4.1022],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
194,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,973.451731,978.291035,4.839303999999969,2.8181000000000003,3.8392,1.0210999999999997,3.8181,3.8225,0.00439999999999996,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7067, 3.8225, 3.9446, 4.0569999999999995, 4.171, 4.2853, 4.4209000000000005, 4.5313, 4.6563, 4.7812]","[3.7477, 3.864, 3.9821, 4.0983, 4.203, 4.3284, 4.4365000000000006, 4.5654, 4.6914, 4.8148]",[],[],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
195,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,978.301231,983.281434,4.98020299999996,2.8206,3.9801,1.1595,3.8206,3.9624,0.14179999999999993,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.8021, 4.7788, 4.9089]","[3.8411, 4.8212, 4.9412]","[3.9624, 4.0663, 4.1748, 4.2813, 4.4004, 4.5166, 4.6462]","[3.9689, 4.1019000000000005, 4.2113000000000005, 4.3241000000000005, 4.4441000000000015, 4.5567, 4.6835]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
196,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,983.308431,988.223634,4.915202999999907,2.8206,3.9151,1.0944999999999996,3.8206,3.8974,0.07679999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.7785, 4.7403, 4.8639]","[3.8142, 4.7686, 4.9125000000000005]","[3.8974, 3.9908, 4.083, 4.1978, 4.314, 4.4397, 4.5932]","[3.9226, 4.0147, 4.1254, 4.2435, 4.3591000000000015, 4.484, 4.6188]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
197,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,988.242931,993.168035,4.925104000000033,2.8181000000000003,3.925,1.1068999999999996,3.8181,3.9083,0.09019999999999984,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.9083, 4.0173000000000005, 4.1157, 4.2131, 4.3210000000000015, 4.4378, 4.5546000000000015, 4.6785000000000005, 4.8148]","[3.9371, 4.0396, 4.1435, 4.2518, 4.3597, 4.4737, 4.5909, 4.7059000000000015, 4.8477000000000015]",[],[],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
198,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,993.182531,998.212935,5.030403999999977,2.8181000000000003,4.0303,1.2122000000000002,3.8181,3.8885,0.0703999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7614, 4.0136, 4.1182, 4.2064, 4.3172000000000015, 4.4368, 4.558, 4.6804000000000014, 4.8071, 4.9331000000000005]","[3.7979, 4.0463000000000005, 4.1427000000000005, 4.2435, 4.3554, 4.4679, 4.5951, 4.7121, 4.8421, 4.9665]",[3.8885],[3.917],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
199,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,998.291531,1003.378535,5.087004000000093,2.8181000000000003,4.0869,1.2687999999999997,3.8181,4.0702,0.25209999999999955,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.6846, 3.8081, 4.0702, 4.1745, 4.2807, 4.3886, 4.5135000000000005, 4.6393, 4.7736, 4.9026000000000005, 5.0618]","[3.7246, 3.8471, 4.1053000000000015, 4.2059000000000015, 4.3009, 4.4263, 4.5504, 4.6746, 4.7941, 4.9362, 5.0838]",[],[],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
200,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1003.389331,1008.458434,5.069103000000041,2.8206,4.069,1.2483999999999995,3.8206,4.0513,0.2307000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.7589, 4.9444, 5.0601]","[3.7962, 4.9573]","[4.0513, 4.1761, 4.279, 4.3938000000000015, 4.5185, 4.6403, 4.7723]","[4.0914, 4.2076, 4.3231, 4.4364, 4.5558000000000005, 4.6782, 4.808]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
201,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1008.470131,1013.431135,4.961004000000003,2.8206,3.9609,1.1403,3.8206,3.9432,0.12259999999999982,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.7726, 4.0742]","[0.0233, 3.8139, 4.1038000000000014]","[3.9432, 3.9535, 4.1918000000000015, 4.3066, 4.4213000000000005, 4.5475, 4.6726, 4.801]","[3.9527, 3.9559, 4.2313, 4.3431000000000015, 4.4656, 4.5918, 4.7132000000000005, 4.8378000000000005]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
202,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1013.443131,1018.383035,4.939903999999956,2.8206,3.9398,1.1191999999999998,3.8206,3.9221,0.10150000000000016,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.8096, 4.6911000000000005, 4.8217]","[3.8462, 4.7184, 4.8686]","[3.9221, 4.0347, 4.1363, 4.2554, 4.3813]","[3.9611, 4.0681, 4.1811, 4.2984, 4.4214]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
203,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1018.395731,1023.300335,4.904604000000063,2.8181000000000003,3.9045,1.0863999999999998,3.8181,3.8878,0.0697000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8878, 4.2127, 4.3188, 4.4338000000000015, 4.5482000000000005, 4.6704, 4.7996]","[3.9028, 4.2525, 4.3616, 4.4718, 4.5819, 4.7073, 4.8336000000000015]","[3.7673, 3.9767, 3.984, 4.0901000000000005]","[3.7794, 3.9798, 4.0146000000000015, 4.1352]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
204,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,1023.312731,1028.319535,5.006804000000101,2.8206,4.0067,1.1861000000000002,3.8206,3.8809,0.0602999999999998,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0114, 3.8809, 4.3468, 4.3564, 4.4662000000000015]","[0.035500000000000004, 3.9085, 4.3518, 4.3989, 4.5214]","[3.989, 4.1058, 4.2219999999999995]","[4.0281, 4.1476000000000015, 4.2635000000000005]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
205,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,1028.340431,1033.433335,5.092903999999862,2.8206,4.0928,1.2722000000000002,3.8206,3.8519,0.031299999999999883,iaa,iaa,1,,0,0,1,1,70.0,70.0,[3.8519],[3.8846],"[4.0751, 4.1899000000000015, 4.3077000000000005, 4.4496]","[4.1116, 4.2323, 4.3529, 4.4872000000000005]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
206,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1033.445531,1038.336135,4.8906039999999384,2.8181000000000003,3.8905,1.0723999999999996,3.8181,3.8738,0.05569999999999986,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.8738, 3.9958, 4.0908, 4.2026, 4.3308, 4.4618, 4.6082, 4.7514, 4.8829]","[3.9118, 4.0259, 4.1295, 4.2424, 4.3699, 4.4956000000000005, 4.6432, 4.780200000000002]",[],[],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
207,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1038.364131,1043.356835,4.992704000000003,2.8181000000000003,3.9926,1.1744999999999997,3.8181,3.9759,0.15779999999999994,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.6725, 3.9759, 4.2311000000000005, 4.3425, 4.4489, 4.566, 4.686, 4.8013, 4.9377]","[3.7103, 4.0002, 4.2599, 4.3765, 4.4906000000000015, 4.6033, 4.7129, 4.8432, 4.9648]","[3.8087, 4.0846]","[3.8551, 4.1318]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
208,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,1043.375931,1048.578035,5.202103999999963,2.8181000000000003,4.202,1.3838999999999997,3.8181,3.947,0.1288999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8105, 4.1853, 4.2992, 4.4031, 4.5127000000000015, 4.6293000000000015, 4.7512, 4.8722]","[3.846, 4.2273000000000005, 4.3335, 4.4380000000000015, 4.5517, 4.6697000000000015, 4.7793, 4.8931]","[3.947, 4.0944, 5.1640000000000015]","[3.9782, 4.1152000000000015, 5.1813]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
209,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,1048.603031,1053.555235,4.952203999999939,2.8181000000000003,3.9521,1.1340000000000001,3.8181,3.8261,0.008000000000000007,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.6806, 3.9354, 4.0509, 4.1568000000000005, 4.2714, 4.3895, 4.5117, 4.6265, 4.7573, 4.8975]","[3.7167, 3.9760000000000004, 4.0862, 4.1901, 4.3084, 4.428, 4.5413000000000014, 4.6506, 4.7921000000000005, 4.9358]",[3.8261],[3.8493],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
210,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,1053.566131,1058.713135,5.1470039999999235,2.8181000000000003,4.1469000000000005,1.3288000000000002,3.8181,3.874,0.05589999999999984,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.7402, 4.1302, 4.2381, 4.3394, 4.4649, 4.591, 4.7136000000000005, 4.8453, 4.9701, 5.1424]","[3.78, 4.1636000000000015, 4.2665000000000015, 4.3857, 4.5031, 4.614, 4.7484, 4.8769, 5.0065]","[3.8739999999999997, 3.9953]","[3.9039, 4.0415]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
211,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1058.724531,1063.586435,4.8619039999998686,2.8181000000000003,3.8618,1.0437,3.8181,3.8451,0.02699999999999969,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.8451, 3.9592, 4.0655, 4.1773, 4.5950000000000015, 4.7374]","[0.0032, 3.8833, 3.9948, 4.0969, 4.2108, 4.6448, 4.7815]","[4.3051, 4.4538]","[4.3476, 4.4987]",0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
212,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,1063.598731,1068.649335,5.050604000000021,2.8181000000000003,4.0505,1.2324000000000002,3.8181,3.9327,0.1145999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.6752, 3.7888, 4.0338, 4.1609, 4.2827, 4.4133, 4.5478000000000005, 4.7045]","[3.7099, 3.8343, 4.0865, 4.2045, 4.3258, 4.449, 4.5684000000000005, 4.7311000000000005]",[3.9327],[3.9558],0.0072,0.0082,20,0.75,2.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,0,,,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,791,36003,791,1.6.2,791_stage_training_v4_20230313-124231,2023-03-13,12:42:43.150230,13:35:37.330680,,
