Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,Evidence,EviRep,Coherence,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Substage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
63,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,581.8760110000002,592.6319129999998,10.755902000000106,3.3328,4.7559000000000005,1.4231000000000005,4.4923,4.7464,0.2541000000000002,ujt,ujt,1.0,-1.0,1.0,"[4.7464, 4.8712, 5.0053]","[4.7890000000000015, 4.9219, 5.0627]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
64,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,592.643411,601.456913,8.81350199999997,3.3289,4.3384,1.0095,4.4884,4.7986,0.31020000000000003,ukf,ukf,1.0,-1.0,1.0,"[5.0816, 5.2117]","[5.1006, 5.2444000000000015]",[4.7986],[4.8135],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
65,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,601.4697110000002,610.171913,8.702202000000057,3.3227,4.3322,1.0095,4.4822000000000015,4.6852,0.2029999999999994,aob,aob,-1.0,-1.0,0.0,"[4.6852, 4.8125, 4.9181, 5.0331, 5.15, 5.2726000000000015, 5.3973, 5.5228, 5.6587000000000005, 5.7919, 5.9294]","[4.7365, 4.8432, 4.9540000000000015, 5.0684000000000005, 5.1856, 5.3054000000000014, 5.4338000000000015, 5.5576, 5.6913, 5.8269, 5.9682]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
66,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,610.189711,618.930813,8.741101999999955,3.3258,4.3353,1.0095,4.4853000000000005,4.7241,0.23879999999999946,alo,alo,-1.0,1.0,0.0,"[4.7241, 4.854, 4.9656, 5.0895, 5.2091, 5.3333, 5.4678, 5.6168000000000005]","[4.7739, 4.8884, 5.004, 5.1219, 5.2483, 5.3805000000000005, 5.5092, 5.6546]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
67,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,618.941711,629.7243129999998,10.782601999999995,3.3310000000000004,4.7826,1.4516,4.4905,4.7731,0.2826000000000004,urf,urf,1.0,-1.0,1.0,[4.7731],[4.8371],[4.9747],[5.0022],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
68,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,629.736111,638.470113,8.734001999999919,3.3243,4.3338,1.0095,4.4838000000000005,4.7170000000000005,0.2332000000000001,aog,aog,-1.0,1.0,0.0,"[4.7170000000000005, 4.8468, 4.9546, 5.0716, 5.1903000000000015, 5.3178, 5.4463, 5.5961, 5.7124000000000015, 6.1073, 6.2578000000000005]","[4.7771, 4.8823, 4.9885, 5.1066, 5.2308, 5.3573, 5.4866, 5.6233, 5.7525, 6.1408000000000005, 6.2944]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
69,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,638.483611,647.355413,8.871802000000002,3.3261000000000003,4.3356,1.0095,4.4856,4.8548,0.3692000000000002,arj,arj,-1.0,1.0,0.0,"[4.8548, 4.9874, 5.0896, 5.2042, 5.3236, 5.4505, 5.5732, 5.6947, 5.8131, 5.9502000000000015, 6.076300000000002]","[4.9075000000000015, 5.0167, 5.1225000000000005, 5.2393, 5.3589, 5.4858, 5.6154, 5.7277000000000005, 5.8584000000000005, 5.9780000000000015, 6.1177]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
70,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,647.367011,658.125414,10.75840299999993,3.3280000000000003,4.7584,1.4303999999999997,4.4875,4.7489,0.2614000000000001,uei,uei,1.0,-1.0,1.0,"[4.7489, 4.8832, 5.025, 5.1864]","[4.796, 4.9378, 5.0726, 5.2228]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
71,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,658.1436110000002,666.876013,8.732401999999981,3.327,4.3365,1.0095,4.4865,4.7154,0.22889999999999944,anq,anq,-1.0,1.0,0.0,"[4.7154, 4.8708, 4.9988, 5.1443, 5.2804, 5.4233]","[4.7671, 4.9025, 5.0425, 5.1815000000000015, 5.3147, 5.4633]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
72,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,666.886511,677.701913,10.81540199999995,3.3352,4.8154,1.4802000000000004,4.4947,4.8059,0.3112000000000004,utr,utr,1.0,-1.0,1.0,"[4.8059, 4.9886, 5.1237]","[4.8783, 5.0206, 5.1599]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
73,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,677.714611,686.491014,8.77640299999996,3.3243,4.3338,1.0095,4.4838000000000005,4.7594,0.27559999999999985,ajl,ajl,-1.0,1.0,0.0,"[4.7594, 4.8985, 5.0296, 5.1781000000000015, 5.324400000000002, 5.4673, 5.6299, 5.7702, 5.9112, 6.0615000000000006]","[4.8088000000000015, 4.9407000000000005, 5.0807, 5.211600000000002, 5.3618000000000015, 5.5219000000000005, 5.6621000000000015, 5.8131, 5.9418000000000015, 6.0973000000000015]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
74,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,686.502111,697.349613,10.847501999999961,3.3319,4.8475,1.5156,4.4914000000000005,4.838,0.3465999999999996,utg,utg,1.0,-1.0,1.0,"[4.838, 5.0019]","[4.893, 5.0439]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
75,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,697.3692110000002,706.118613,8.749402000000032,3.3215000000000003,4.331,1.0095,4.481,4.7324,0.2514000000000003,ala,ala,-1.0,1.0,0.0,"[4.7324, 4.8705, 4.993, 5.1115, 5.2351, 5.371, 5.5044, 5.6413, 5.7605, 5.9055, 6.0652]","[4.7866, 4.9094000000000015, 5.0289, 5.1486, 5.2826, 5.409000000000002, 5.5384, 5.6751000000000005, 5.8038, 5.952000000000001, 6.0928]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
76,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,706.1305110000002,714.883213,8.752702000000001,3.3224,4.3319,1.0095,4.4819,4.7357000000000005,0.2538,anb,anb,-1.0,1.0,0.0,"[4.7357000000000005, 4.8732000000000015, 4.9869, 5.1031, 5.2173, 5.3538000000000014, 5.4961, 5.6271, 5.7566000000000015, 5.9264, 6.0678]","[4.7989999999999995, 4.9089, 5.0225, 5.1398, 5.2563, 5.3921, 5.5334, 5.6625000000000005, 5.8014, 5.9517000000000015, 6.0985000000000005]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
77,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,714.894811,725.684213,10.789401999999995,3.3325,4.7894000000000005,1.4569000000000003,4.492,4.7799000000000005,0.2879000000000005,ulq,ulq,1.0,-1.0,1.0,"[4.7799000000000005, 4.9278, 5.0908000000000015]","[4.8210000000000015, 4.9798, 5.1281]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
78,0,1.0,1,0,0,,1.0,0.0,0.0,1.0,1,725.698111,734.553014,8.854902999999922,3.3225,4.332,1.0095,4.482,4.8379,0.3559000000000001,agi,agi,-1.0,1.0,0.0,"[4.8379, 4.9773000000000005, 5.0803, 5.2054, 5.3265, 5.461, 5.5791, 5.7199, 5.9965, 6.132700000000002, 6.2911]","[4.8979, 5.0023, 5.125, 5.2399, 5.3649, 5.4879999999999995, 5.6239, 5.7555000000000005, 6.0324, 6.1738, 6.3188]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
79,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,734.5639110000002,743.313213,8.749302000000057,3.3207,4.3302000000000005,1.0095000000000005,4.4802,4.7323,0.25210000000000043,agc,agc,-1.0,1.0,0.0,"[4.7323, 4.8658, 4.9729, 5.0913, 5.211, 5.3276, 5.4663, 5.5931000000000015, 5.7634, 5.8965000000000005, 6.0243, 6.1747000000000005, 6.3334, 6.4933000000000005]","[4.7897, 4.8965000000000005, 5.0069, 5.126, 5.247999999999999, 5.3723, 5.5048, 5.641100000000002, 5.7677000000000005, 5.935300000000002, 6.0773, 6.2181000000000015, 6.3777, 6.5223]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
80,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,743.332611,752.114113,8.781501999999932,3.3242000000000003,4.3337,1.0095,4.4837,4.7645,0.28080000000000016,ard,ard,-1.0,1.0,0.0,"[4.7645, 4.9024, 5.0069, 5.127000000000002, 5.2516, 5.3729000000000005, 5.5176, 5.669300000000002, 5.8012000000000015, 5.9424, 6.0803, 6.2341000000000015]","[4.8227, 4.9269, 5.0471, 5.1574, 5.2884, 5.4188, 5.5573000000000015, 5.6949000000000005, 5.8407, 5.9822000000000015, 6.1169, 6.256]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
81,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,752.135711,760.9055139999998,8.769803000000024,3.326,4.3355000000000015,1.0095000000000014,4.4855,4.7528000000000015,0.2673000000000005,aht,aht,-1.0,1.0,0.0,"[4.7528000000000015, 4.8835000000000015, 4.9992, 5.1317, 5.2650000000000015, 5.4102000000000015, 5.5329999999999995, 5.6716000000000015, 5.8052]","[4.806, 4.9216000000000015, 5.0404, 5.1690000000000005, 5.303999999999999, 5.4437000000000015, 5.5773, 5.7113000000000005, 5.8556]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
82,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,760.9163110000002,769.715013,8.798702000000047,3.3282000000000003,4.3377,1.0094999999999996,4.4877,4.7838,0.29610000000000003,ukd,ukd,1.0,-1.0,1.0,[],[],"[4.7838, 5.0334, 5.1496, 5.2771, 5.3999000000000015, 5.5393, 5.9209000000000005]","[4.8167, 5.0534, 5.1848, 5.3021, 5.4306, 5.5583, 5.9466]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
83,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,769.7723110000002,778.5486129999998,8.7763020000001,3.3319,4.3414,1.0095,4.4914000000000005,4.7614,0.2699999999999996,ujq,ujq,1.0,1.0,1.0,[],[],"[4.7614, 4.9863, 5.099, 5.2147000000000014, 5.3549000000000015, 5.4685000000000015, 5.5915, 5.7244, 5.8574, 6.5668000000000015]","[4.8038, 5.0143, 5.1266, 5.2486000000000015, 5.3773, 5.4991, 5.622999999999999, 5.752999999999999, 5.888800000000002, 6.5791]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
84,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,778.560611,787.320513,8.759902000000013,3.3319,4.3414,1.0095,4.4914000000000005,4.745,0.2535999999999996,uri,uri,1.0,1.0,1.0,[],[],"[4.745, 5.1629000000000005, 5.2693, 5.3868, 5.8855, 6.5835]","[4.7746, 5.1714, 5.2883, 5.4115, 5.9056000000000015, 6.6103000000000005]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
85,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,787.3306110000002,798.027113,10.69650200000001,3.3235,4.6965,1.3730000000000002,4.4830000000000005,4.687,0.20399999999999974,adp,adp,-1.0,-1.0,0.0,"[6.1211, 6.676]","[6.1522000000000014, 6.712999999999999]","[4.687, 4.8269, 4.9892, 5.1682000000000015, 5.4667, 5.6185]","[4.7054, 4.8578, 5.0212, 5.207999999999999, 5.5176, 5.6861000000000015]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
86,1,1.0,0,1,0,,0.0,0.0,0.0,0.0,1,798.0385110000002,808.895413,10.856901999999993,3.3287,4.8569,1.5282000000000004,4.4882,4.8474,0.3592000000000004,uap,uap,1.0,1.0,1.0,"[4.8474, 5.003900000000002, 5.169300000000002, 5.3288]","[4.9063, 5.0636, 5.2099, 5.3530000000000015]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
87,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,808.907411,817.721313,8.813901999999985,3.3306,4.3401000000000005,1.0095000000000005,4.4901,4.799,0.3089000000000004,uoh,uoh,1.0,-1.0,1.0,[],[],"[4.7989999999999995, 4.8948, 4.9043, 5.0342, 5.142, 5.2484, 5.3641000000000005, 5.4876000000000005, 5.6201, 5.904800000000002]","[4.8051, 4.9037000000000015, 4.9518, 5.0623000000000005, 5.1697000000000015, 5.2795000000000005, 5.3980000000000015, 5.5214, 5.6532, 5.9253]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
88,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,817.735411,826.4870129999998,8.751602000000048,3.3248,4.3343,1.0094999999999996,4.4843,4.7346,0.2503000000000002,adt,adt,-1.0,-1.0,0.0,"[4.7346, 4.8785, 4.9907, 5.1424, 5.255800000000002, 5.4110000000000005]","[4.7964, 4.9167000000000005, 5.0346, 5.1588, 5.3006, 5.4394]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
89,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,826.505311,835.204913,8.699602000000027,3.3301000000000003,4.3396,1.0094999999999996,4.4896,4.6847,0.19510000000000005,ujk,ujk,1.0,-1.0,1.0,[],[],"[4.6847, 4.8956, 5.0070000000000014, 5.1153, 5.2258, 5.3474, 5.4769000000000005, 5.5902, 5.7277000000000005]","[4.7288000000000014, 4.9191, 5.0264000000000015, 5.1345, 5.2551000000000005, 5.3744000000000005, 5.4975000000000005, 5.6133000000000015, 5.735600000000002]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
90,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,835.2206110000002,845.9736130000001,10.753002000000038,3.3231,4.753,1.4299,4.4826000000000015,4.7435,0.2608999999999995,aoc,aoc,-1.0,-1.0,0.0,[],[],"[4.7435, 4.7494000000000005, 4.9111, 5.0563, 5.207000000000001, 5.3406, 5.4683, 5.6111]","[4.7485, 4.7634, 4.9329, 5.0952, 5.2399, 5.3782000000000005, 5.5116000000000005, 5.6450000000000005]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
91,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,845.983611,854.7568130000002,8.773201999999971,3.3277,4.3372,1.0095,4.4872000000000005,4.7583,0.2710999999999997,ucj,ucj,1.0,1.0,1.0,[],[],"[4.7583, 4.9843, 5.0918, 5.205, 5.4444, 5.5566, 5.8101, 5.9599]","[4.8072, 5.0146000000000015, 5.1263000000000005, 5.2298, 5.4613000000000005, 5.5798000000000005, 5.8519000000000005, 5.9941]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
92,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,854.768612,863.6929130000002,8.924301000000012,3.3315,4.341,1.0095,4.4910000000000005,4.9094000000000015,0.4184000000000001,upj,upj,1.0,1.0,1.0,[],[],"[4.9094000000000015, 5.7360000000000015, 6.2143000000000015, 6.9082]","[4.9294, 5.7424, 6.2312, 6.927300000000002]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
93,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,863.703411,874.4348130000002,10.731402000000003,3.3215000000000003,4.7314,1.4098999999999997,4.481,4.7219000000000015,0.2409000000000008,ala,ala,-1.0,-1.0,0.0,[],[],"[4.7219000000000015, 4.8628, 5.0031, 5.1348, 5.2747, 5.7513000000000005]","[4.7349000000000006, 4.9029, 5.0373, 5.1733, 5.3223, 5.7715000000000005]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
94,1,1.0,1,0,0,,1.0,0.0,1.0,1.0,1,874.4467109999998,883.205313,8.758601999999996,3.3282000000000003,4.3377,1.0094999999999996,4.4877,4.7437000000000005,0.2560000000000002,una,una,1.0,1.0,1.0,[],[],"[4.7437000000000005, 4.9717, 5.082, 5.2077, 5.4649, 5.982]","[4.7854, 4.9964, 5.1153, 5.2332, 5.4764, 5.9949]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
95,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,883.2159109999999,891.9768130000001,8.760901999999987,3.3298,4.3393000000000015,1.0095000000000014,4.4893,4.746,0.2567000000000004,ucq,ucq,1.0,1.0,1.0,[],[],"[4.746, 4.7553, 5.582400000000002]","[4.7522, 4.7602, 5.587999999999999]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
96,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,891.987311,901.180613,9.193302000000015,3.3313,4.3408,1.0094999999999996,4.4908,5.1784,0.6875999999999998,uml,uml,1.0,1.0,1.0,[],[],"[5.1784, 6.0593, 6.1777000000000015, 6.2919, 6.8035000000000005, 6.9286]","[5.2093, 6.0625, 6.1846000000000005, 6.2944, 6.8157000000000005, 6.9451]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
97,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,901.190911,909.944413,8.753502000000026,3.3218,4.3313000000000015,1.0095000000000014,4.4813,4.7365,0.2552000000000003,afh,afh,-1.0,-1.0,0.0,"[4.7365, 4.8644, 4.997, 5.1402, 5.2655, 5.3997, 5.5319]","[4.7771, 4.9145, 5.0368, 5.1703, 5.3052, 5.4348, 5.578600000000002]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
98,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,909.995711,918.885313,8.889601999999966,3.3318000000000003,4.3413,1.0095,4.4913,4.8747,0.3834,ush,ush,1.0,-1.0,1.0,[],[],"[4.8747, 5.2866, 5.4016, 5.5136, 5.891100000000002, 6.0259, 6.1593]","[4.8953000000000015, 5.2964, 5.4096, 5.5272000000000014, 5.9096, 6.0469, 6.1878]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
99,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,918.897111,927.566513,8.669401999999991,3.3355,4.3450000000000015,1.0095000000000014,4.495,4.6545000000000005,0.15950000000000042,ust,ust,1.0,1.0,1.0,[],[],"[4.6545000000000005, 4.9815000000000005, 5.0893000000000015, 5.2134, 5.3417, 5.6000000000000005, 5.7164, 5.8651, 6.0108000000000015, 6.1602000000000015, 6.3132]","[4.6844, 4.9937000000000005, 5.1103000000000005, 5.2346, 5.3665, 5.6157, 5.751600000000002, 5.8931, 6.0534, 6.2006000000000006, 6.3429]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
100,0,0.0,0,1,0,,0.0,1.0,1.0,1.0,1,927.589911,938.346913,10.757001999999943,3.3249,4.7570000000000014,1.4321000000000017,4.4844,4.7475000000000005,0.26310000000000056,aio,aio,-1.0,-1.0,0.0,[],[],"[4.7475000000000005, 4.9026000000000005, 5.0511, 5.1901, 5.654]","[4.772, 4.9369000000000005, 5.0888, 5.245900000000002, 5.6782]",10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
101,0,0.0,1,0,0,,1.0,0.0,0.0,0.0,1,938.362711,947.312914,8.950202999999988,3.3221000000000003,4.3316,1.0094999999999996,4.4816,4.9332,0.4516,agh,agh,-1.0,-1.0,0.0,"[4.9332, 5.1168000000000005, 5.2435, 5.3632, 5.4844, 5.6155, 5.7388, 5.8717000000000015, 6.3935, 6.5407]","[4.9674000000000005, 5.1617000000000015, 5.2780000000000005, 5.4036, 5.5280000000000005, 5.659000000000002, 5.7762, 5.9136000000000015, 6.4316, 6.580500000000002]",[],[],10,0.5,2.0,0.5,3,0,4,1,0,1,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,915,36010,915,1.6.2,915_stage_training_20210708-162733,2021-07-08,16:27:42.498604,17:16:00.869554
