filename,ILD,EL0,EL1,EL2,EL3,EL4,EL5,EL6,EL7,EL8,EL9,EL10,ER0,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,ER10,max_vol,fs,cutoff,amp,dur,fn,normalize,n_frames,sigma,first_frame_0_ILD,save
cem,-4,66.84790582216039,65.54108511373991,64.71745820394673,64.51546164466022,65.72034763678523,65.05743543320223,64.55900264959958,63.54104997530663,64.62024017971046,63.64634430024276,65.31232492809785,66.84790582216039,67.66708758685975,67.58673464880715,68.98632217508516,69.15009531464877,68.25228310687274,67.05749425562631,67.8965840247566,68.98058605463207,67.78278107442594,69.5107767339698,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cen,-4,65.59200391834952,63.936591424985544,64.69276050108331,63.276838649935854,65.31750005767731,65.05459549058581,64.067093676769,65.54601562041641,63.56833162916491,64.27818022530754,64.70678174577746,65.59200391834952,69.50157184236905,68.09624476431445,69.1878851888856,70.18374205863809,69.41899047609952,68.39296506649806,68.2974020514778,67.93486279855189,68.01662408442104,66.93097729436549,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
ceo,-4,65.94575884974215,64.41416315777465,64.46742819481429,65.06500910888865,64.53414831434085,64.53770173618074,63.96093524220239,65.8561760740416,64.96345912599415,64.56043433581274,64.01308365746753,65.94575884974215,69.74096059746759,69.89388487311066,67.45810119769835,68.12200188621169,69.18037818384724,68.93164975175212,68.09780769471973,67.30449555738143,68.42664036973845,68.42091527234038,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cep,-4,66.93798835155397,65.22473024961074,66.36936033134273,62.86612729445898,64.09943851844389,63.9954791211028,63.773327655020886,66.1133347365859,64.30567815699061,65.10674083225533,62.98957261059232,66.93798835155397,66.6171955447728,68.7114373892145,68.90338614403073,67.80109710709004,67.90297808163322,68.30396189959282,70.29194916626749,68.25294202389072,68.00042562854617,70.14186984874306,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
ceq,-4,67.4284938748576,65.12886215458957,64.83902818734325,62.9913473989111,64.84312563200821,63.967586221326854,64.9327320367747,63.16896337874733,65.23269650516116,64.94649970332338,65.55011211233989,67.4284938748576,68.66507077898169,69.06239292267772,68.30829569929458,69.69169256446564,69.18831984584854,68.80844041224165,68.87334992004126,68.68848057276107,69.6843891164385,67.33620887242989,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cer,-4,66.70016199634838,65.5997488425742,64.18153954515755,64.58518463840122,64.38451665895516,63.31032617790255,65.55358293242125,63.74734228044371,62.8479013054358,64.08747098660754,64.2532911901391,66.70016199634838,68.01068921233505,70.48755737256354,67.24547736820683,69.11205033312523,67.75186709563617,70.14984453024705,67.06088724393572,67.53857380747519,67.57936473633079,69.75127145783102,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
ces,-4,66.72894160336241,63.47326008989074,64.8809709986071,65.11966812582237,63.523485777384614,66.46572086440379,65.86673629040291,66.05160628449069,64.76275756439486,63.44919128357338,63.288500048761826,66.72894160336241,68.23700704427357,68.53964048477462,67.49633059778644,68.92317480708773,69.33342290465016,69.00041595126177,69.54696665789615,69.24168957028391,69.20666560323565,70.01655539505025,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cet,-4,66.99486145875957,64.6016013992863,64.56745627603927,63.183303432298786,63.349663108007924,63.94269432021968,64.9500257725534,63.72669017735347,63.95256125089772,64.9034749988527,62.425184016695866,66.99486145875957,68.38668799415454,66.22520881181563,68.46214236198108,68.93565381262988,68.84983054008815,67.77678837399105,67.64865908227094,67.71062397669428,68.27783680581267,68.08039484481114,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
ceu,-4,66.37076275858936,63.74553101466917,64.63384752036818,65.56579217805877,63.45434562352423,65.33722761722804,64.65011294964353,63.666486357522615,65.62282095021152,64.64996564197553,64.15613489550248,66.37076275858936,69.05221453092375,67.94371540281064,68.58760298446768,70.44391877398164,67.21837406620138,67.54397614195061,69.26289979273072,69.40141041775256,68.35440193975435,68.46344452310962,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cev,-4,65.59016203337515,65.3849479684457,63.84032387642162,62.54760855547335,63.239399608025224,64.07436292363516,64.0508038059618,63.02556500313667,64.74309376699293,63.64471133624125,63.95496804991262,65.59016203337515,69.285439063615,67.26255860945342,66.80492339484648,68.43675967116832,70.06171469456037,68.06278875268987,68.81140532270094,70.32434552924495,67.96671422960478,66.95786882354368,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cew,-4,66.1757357781445,64.74345248781995,64.35469509622273,64.5512321763898,65.33681944985462,66.03797926567471,65.87241008250935,64.62474626062809,64.65482512402404,63.866266380203335,66.08209705051668,66.1757357781445,68.7240766729433,67.89284309081926,67.70768716739919,68.9109577434251,68.84563211008964,69.48129786026145,67.6287292036475,67.34079986345562,67.43953792815043,68.63028318698764,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cex,-4,66.65328856574067,63.92512764621786,63.86311824923445,65.26010512879338,66.0860683918479,63.46439384883949,65.35428790651736,64.1520145340516,64.48464761620386,63.87044484343706,65.81712734221475,66.65328856574067,67.308541431687,68.85771656377808,67.35680780415908,66.73121326739762,68.57762149512679,68.23734570784913,68.22054833804343,67.49535030986083,66.71696877869731,68.58702855927562,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cey,-4,66.28278119853746,65.14490950516328,66.45988542924027,63.49852007949001,64.2879233293571,63.707718418132494,63.41036729314701,64.41859491502048,65.206245495491,64.76942442987246,63.6412502579178,66.28278119853746,68.51982532745383,67.34556627417656,70.73236635377339,67.59324067611294,69.06540562664301,69.55210522295464,69.296521524824,68.15813196647551,69.3029976906364,69.54654441877463,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cez,-4,65.5102208195727,63.5170353910592,63.62992602087891,65.23702926366869,63.46538799769303,64.02182107470466,63.444522000926305,63.8579958301879,64.33612166987712,66.46110589751515,65.25446825889371,65.5102208195727,68.2706594423659,66.87725286137491,67.45304570455431,67.90981917793843,69.84658047861208,67.04830085527362,68.61681974694665,68.43545562095268,68.55352453293494,70.01945168258837,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfa,-4,66.46882906201824,64.71552683183738,65.20941322800685,64.48295607081556,65.17653304053728,64.56896326959748,65.83616589639514,65.88806431488875,65.32622001702191,66.30332015674568,64.43299289312405,66.46882906201824,69.75101483537064,69.3970369069381,69.13173119364536,67.4487132739886,67.52441321174896,68.62773744572634,67.17397480476409,69.1330735058208,67.72189314033325,69.73701989319906,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfb,-4,66.4656747973703,66.17270718697145,64.56918481616475,64.79529018226734,65.15411963683648,66.45588636802616,64.35826791549127,63.3277099697294,64.0222818128625,63.54960796130972,64.23388390453155,66.4656747973703,68.15555876478653,67.77173994224226,68.62936987023491,69.84387294198459,69.34466139536812,66.46834552478111,68.49941966110227,69.25253722935933,67.5124318791416,68.89195746012564,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfc,-4,66.25597773275575,64.8286901045608,64.1839179858081,65.17414470041092,65.01549124450564,64.89347588648012,63.87843510285274,61.605195295136966,66.06081481086552,64.27763922142942,61.840912444696635,66.25597773275575,68.04055647212384,69.03731755454103,69.02646577142866,68.76153279063057,69.99388236189868,68.70952779874595,68.44678391980268,67.6620916950739,67.5893394817483,67.9477554484459,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfd,-4,65.58889825896532,63.698142117629885,65.82308682228373,63.95204653343614,65.05587870308896,65.50839603233628,65.57431248303304,63.50512722212626,65.11261018988698,64.54132545237103,64.09201115328224,65.58889825896532,67.21985326006366,70.92136902680998,68.39332043393887,68.64272214117865,68.65050933025603,70.35289838063963,68.82418457383963,69.87901656291065,69.15832094725327,69.68148152451495,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfe,-4,66.68182689259888,63.76453687161248,62.30377536480984,64.0298112156358,64.96082178697696,62.91380845267644,65.50304954535785,67.07860495973239,63.992467802850896,64.62705576226678,65.31689244812212,66.68182689259888,67.98670972334278,68.33748277557571,69.59543548134401,68.45346619218573,70.37354270124887,67.52789702633004,68.38545455426754,68.38340064226085,69.59541173165837,68.64315364664417,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cff,-4,67.48027395248491,64.70560059956924,64.39847881471779,63.6371312991184,65.31359231650929,64.97048948173284,65.36888324302618,64.89233344136991,66.25127960432252,63.37803337822046,65.40962465990346,67.48027395248491,68.23927022870537,70.44482683534932,69.10621954650289,71.19988818834292,68.81250906497364,69.07465330375142,70.11856894616183,67.52729435874342,68.01887746989998,69.67328950663946,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfg,-4,66.85686172655065,63.745358786119574,65.43165845882575,63.99427160004559,63.27432199313861,62.90690260779223,64.58594344373326,64.4434504909758,64.59836375919004,65.33476340382686,64.83170128331328,66.85686172655065,66.70260939359606,69.22326705075896,69.35276239030829,69.7114555109125,68.2660436985911,68.3779627378769,67.10807638409912,69.3848078921038,70.08357503083074,66.66391127620875,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfh,-4,66.61266045270767,64.74367668849669,64.29948212773719,64.60395211105713,63.63020136666228,63.76466627594074,64.70682206440236,62.14811588409445,63.56065660051109,63.91805463400303,65.55729668711851,66.61266045270767,68.87314082312912,66.82724698766066,67.31431550687127,67.44233723471142,67.38202265854834,68.37972054737588,68.68471746840275,69.58133801672066,68.64923137873996,68.90707027183582,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfi,-4,67.91356751713047,64.7794739810393,64.42792728416663,63.620500954208445,64.35666717991597,64.98544639404679,65.12405887351233,63.621249277215306,63.275953128498024,63.45776940726678,64.21045878020425,67.91356751713047,68.71717786587756,67.44490509819641,68.86411971958492,66.9271766658737,68.24905799779513,69.8630843007528,68.31419963192816,69.59839532725515,66.60406839131777,69.22914674131957,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfj,-4,66.5202413186112,63.42302796669414,66.24538327430663,64.41591217884117,64.70062360928898,63.08962373745905,66.22494140795219,64.25287710623674,66.53169072748649,63.89903915727994,63.21472931983459,66.5202413186112,65.97407520825752,67.05272100362545,67.66777461667101,69.60296206565181,70.68909569454999,68.88638213504397,67.74014173706026,71.37021528471578,68.72647089873065,68.7703596598013,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfk,-4,67.21454481798489,62.716519974370414,64.8958758370162,64.25220373411469,64.39017741929142,63.972258814475616,65.57383226277088,64.71025102721501,65.6062315265269,64.35537477846094,63.529760403890826,67.21454481798489,69.11526506477222,68.47809410582771,69.80849951427331,69.4736774646722,70.2327326716389,67.45431867265587,67.57408036278048,70.40584583609987,68.7882177272608,69.76571330167116,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfl,-4,67.3525204563029,62.00753944469574,63.965864999290496,63.64269879485875,63.43134886211841,62.447705973352974,64.99401497710717,65.1492187995561,65.39757860743764,63.82834656842562,66.69997734670446,67.3525204563029,68.66179120020482,69.89535735564216,69.92475724702284,70.27581934080277,69.53607453273786,66.28585533025942,67.36772753221764,67.70556763827332,67.67472384947283,68.06416371508675,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfm,-4,65.34623856561377,62.81019339408212,64.67294076040673,64.4331292237658,62.35834620889603,64.48530155893006,64.06289618702787,63.88249560736271,66.19811756223667,63.45715772983566,65.95187161214868,65.34623856561377,69.44665891383526,68.04155290129142,69.28356188571871,67.90287782021902,67.6667905085764,67.1713000865492,68.29713568242626,67.37417725595635,68.39460502983844,69.59414915625348,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfn,-4,66.25631771052807,64.67225290747095,64.99031051082078,64.60602633947526,63.17714871105991,66.30407927774827,64.03698982656415,66.63546604528915,65.16211687177825,64.20185936698692,64.93339790847487,66.25631771052807,69.38322489240014,67.09445723520027,68.16199353839924,66.77626240648017,67.3876378864254,67.67810675471232,67.0539045444104,68.96028983623607,68.57686784561554,68.80843838350398,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfo,-4,66.31670858928419,63.10785476725548,65.0286493303583,66.44977941736188,66.7100790690957,62.60989719074238,64.44590411089428,64.6223374556806,63.50533615782804,64.18222445594996,65.62059584915042,66.31670858928419,69.12742552807043,68.5205774264729,67.08027784526354,68.50143522516325,70.44656689665908,70.68737063603787,69.55396812402907,67.76038701084791,66.19442887510182,68.57303651083024,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfp,-4,66.62692851641131,63.846219175475994,65.1720719009948,65.01986500912261,63.745109111112356,64.53449008995025,63.02996683779881,65.9367697427495,62.99126069689571,64.40038224220692,65.15398146838028,66.62692851641131,67.50186434175917,68.1549071738621,66.10882368289417,67.19316809914471,69.16775673496973,70.5632848187225,69.98381838872892,69.35132755211541,68.36031030346066,69.51949057456922,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfq,-4,66.99861631656908,64.95412702160226,64.80073617742633,66.49260035630026,63.59396114614366,65.68220748359829,67.24750605006952,63.93835218633798,64.1349439434751,64.97993416667343,64.71817194657237,66.99861631656908,69.43774442327334,67.77737702371903,69.48595274599505,70.1517430327972,67.14488772616723,67.71011216992738,67.76523247817593,68.86736282626667,69.07193118348204,68.77793058515054,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfr,-4,67.0046708958267,64.71119115679406,64.23915622335004,62.5505941283931,65.49903151423727,63.610654101777406,63.200376780939344,63.01117701297136,65.19952009274165,63.552317132387905,65.87485636360263,67.0046708958267,67.86661414866177,67.85774889283779,69.13123398805773,69.21763655606792,69.94545595767231,68.28177029080373,67.22483567183035,69.04944519220695,67.880373161536,69.17157558991421,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfs,-4,65.91218309144477,63.76760228518072,68.39476135526397,64.24463849273096,66.26563781878,65.20160550427974,64.80411994211033,66.07098740000728,63.77526694073393,64.3358293133895,64.3301701368261,65.91218309144477,68.90259353182519,70.10035780827117,67.9262181953621,68.07677050772031,66.80681934309122,69.31747788455056,67.67789299665228,67.45074801327061,69.24725587843945,69.54939778813454,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cft,-4,65.56270965464086,64.87367377359436,65.81332992068873,64.41575686328598,64.19390060343648,65.78638059013396,64.43359542226456,64.51471550160618,64.73228971964876,64.80752510897483,64.24499997684337,65.56270965464086,68.0672081868838,69.80379751530529,69.41059819322572,67.62176423614918,68.87189588744447,69.13711773444474,67.73506594328842,68.09298137835677,67.87663262079866,68.51553172800031,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfu,-4,66.78354620532897,64.65085301196189,65.27423310032457,65.04016929158865,62.95482853802153,63.98881453704737,63.547189858462716,64.64188788217842,64.83804019248066,64.29475022709147,65.1433838349507,66.78354620532897,68.44972799231437,67.78868858678011,67.96362679654224,69.14154505783569,68.18890210601312,70.06309208738263,65.75265609552933,68.69412537508342,68.43112589795513,69.06718916731445,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfv,-4,66.53555154018846,64.68490153536567,63.388932733842225,63.19586381509056,63.5850732403295,63.89913063354886,66.39002362711517,64.1266308636656,66.43465410461236,64.13153192773461,63.97613908631601,66.53555154018846,67.51529396122746,67.60472588635967,69.18334515098088,66.22828928070665,67.52754700107184,67.42793935660934,69.02690240962923,67.18094081368798,68.10835152282463,66.88943546141381,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfw,-4,66.14616012216916,64.8194406187957,64.09801013040453,66.09100089686417,65.08239358926637,64.85727070024532,65.31682358738055,62.88238030853533,63.290105066100864,63.05657793788549,65.77238987756063,66.14616012216916,67.95092867583706,67.09388084346658,68.86083190439294,67.30075443657944,67.17346720528757,69.11441062125527,68.16348957857394,67.9347818488696,68.14036992905876,66.78816942968646,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfx,-4,66.99389960584719,65.36893302393362,64.34498631444492,64.4749969911894,64.14686269211509,63.648186902942825,66.76866629516633,64.03684064033614,64.84694335594025,65.30780047119015,64.5052025247689,66.99389960584719,69.43565907814619,68.23401064018545,66.87477539574883,67.64610190501628,69.13309447636813,70.45226791774108,68.51311668655198,68.74773207785157,67.7595464973943,68.18004104885762,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfy,-4,66.40151806874748,63.77692693129391,63.15568663316032,63.65590066583608,63.60154874868473,63.449618464801276,64.36332876652924,64.44414968853785,62.87183578030534,65.4243391515467,64.0723121942337,66.40151806874748,68.1745451433809,68.98680373092756,67.69379385073894,68.14569242376442,69.62059190075261,69.18911574249712,69.7809105974411,68.37932818565537,68.30604417317434,69.27070392439751,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cfz,-4,67.11623692374928,64.47376239619481,65.43858478871569,66.31933206326121,64.4107539785086,66.0714749982259,65.01054722214624,62.83280717935986,67.66649662226072,63.899872103604345,63.96622453424514,67.11623692374928,67.85650238769018,68.81842866144376,67.37240778964014,69.28258342167734,66.99359333180084,69.13014106770463,67.43459697697209,69.54121824347754,68.50678022196323,69.18937663943508,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cga,-4,66.26439699485061,63.97907764922086,64.32961484986379,64.8112345374282,66.34164872572637,64.0497753033959,64.28403245956763,64.49079883545134,64.51127282737497,63.907207214842295,63.73339774722291,66.26439699485061,67.2367542253441,67.1012098424309,67.97056975023511,68.01594245227326,67.74121717853636,67.30444311144775,69.05807974484705,68.30203967092926,67.90323174958206,69.4658080362376,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgb,-4,65.83138745621122,64.21384445184928,63.16237932987329,66.6096420732207,63.4611711647073,64.86619074143134,64.182571529483,64.39592738624047,65.06047343575119,64.1281205604567,64.87195931848555,65.83138745621122,68.64974590641384,68.04362353330438,68.34004724040565,71.23964927214165,67.18190005595362,70.47732757811421,69.04187578914048,68.8897143839946,69.47906087030722,68.27488354042127,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgc,-4,65.91534387965072,65.33084547415362,62.98153530264862,64.7966961981623,65.44067273902597,64.10786525055678,65.08209180866662,65.13970905835964,64.68495174427247,63.532254114399954,65.06123794894904,65.91534387965072,68.59982282414293,68.7732224729202,68.35900051783177,69.02992907018186,68.57594694212419,68.76804588254873,68.00332574542293,67.54765738485189,68.68336529332521,67.500826067663,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgd,-4,67.83013124383973,63.62390235479809,64.49902803979538,65.49920201892164,64.61556491722318,65.19894433860385,62.9296349039264,66.42913289673672,63.52274057244731,63.6947541035539,64.69454087492267,67.83013124383973,69.11233065920867,68.29904456809413,68.7050212370955,67.7867166178705,69.7676413233433,66.35106965315403,67.56915672129253,68.73816852695276,67.39464968670993,68.88198751425297,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cge,-4,65.94400848288439,65.22026108592439,66.35326429395289,63.87952850412272,65.74192836569547,63.94542951475799,65.72877677606333,64.11896726723724,65.19320397829416,64.57313885333608,65.27235770975471,65.94400848288439,69.23670634601015,69.62140128261474,66.70966668391885,67.90334839921313,69.53937264347128,67.57289969525208,67.91684992524245,67.95378551825569,68.71767581384485,67.62965333759547,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgf,-4,67.86087125209838,64.79083265239167,63.73053757041403,62.81046081042987,65.42221855157317,64.98996669673777,63.606259281564455,62.98668202590773,64.11120550223032,64.91605615523243,65.0309981817733,67.86087125209838,69.57318789753568,68.05973110360831,67.19251236707127,68.10897619605971,69.69083429301155,68.82270755330141,68.84771407890027,68.95849523031488,68.17692397879223,68.86296673101242,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgg,-4,67.49184864079328,63.682146959394935,65.94111650272158,67.23232484205404,66.15050980910097,64.30220222794102,65.24900012876094,65.91720368671685,67.13318113155394,66.09656393917082,63.13820399791092,67.49184864079328,68.63683366678688,67.67192972740861,67.09228065803038,68.24532526324104,67.30388657692488,67.68240509102004,68.88465265692501,69.64295965506184,70.90611446618563,67.90549602393348,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgh,-4,67.81096656998858,64.068602370917,63.31569634686272,64.40602367494297,64.17171307731091,65.39293867487136,63.15929580975158,63.39237807038853,64.51315014813122,63.93807625918054,63.90796849213052,67.81096656998858,67.4941812537739,69.48802588406443,68.90366200195365,67.80702459270167,68.5298535654047,67.78635871345224,68.97694260319695,68.80308505302763,69.452271620351,69.8628691344311,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgi,-4,65.51960790990205,63.2540350511302,64.2883789885239,62.18299358580932,63.98399731059473,66.78305219570782,65.28001802525962,64.85786097610986,65.87030282932761,64.28009868564529,66.3857799873886,65.51960790990205,69.9536611313607,68.63478072338928,70.21445696208117,71.15531417708219,69.60027102244491,68.70928627321553,68.05940293447405,69.81107293705543,67.95801567329302,68.4878481238719,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgj,-4,66.04936171603758,64.09912817808235,65.17320042118664,64.83165402852212,65.81512309662723,63.76762535720854,64.42962310951594,65.05421528925989,65.21816900110299,64.03179141765324,64.61091315519806,66.04936171603758,69.48253959652875,69.47015442995486,68.34037237662642,68.21689208513041,67.80230228845997,68.36149931372582,69.3231361470869,69.27936525914416,69.45078381673795,67.88271880630471,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgk,-4,65.71766866332126,65.50317183675732,63.01829736164345,63.87161457718092,65.10023976746822,66.06644527374262,64.0731035354675,63.12196539972323,66.53913738684689,63.20300220458796,64.32032759252196,65.71766866332126,68.87783776628905,69.22181097264911,68.64615097030585,68.29059488511753,68.95748571502561,68.57553308385536,71.16924409963033,67.39272714656123,67.37572855652827,68.87316442548175,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgl,-4,66.87013228514547,63.391303266444005,62.134278980865105,65.15806643405085,65.50577217245848,65.7380792227925,63.69866309532504,63.07592113204572,65.4847277583758,64.31089163344527,64.22358113497215,66.87013228514547,69.79196826497677,68.77252643854027,67.6790102294398,66.32862304461696,68.90227580043974,68.5549829945307,68.01129414917054,69.52948320419384,66.25109729108601,67.80468334018953,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgm,-4,66.37703129968057,64.16162088723185,64.74197507065135,64.77915663652617,65.32383487797125,62.052079516419,64.4254879966722,64.7741628949957,64.62669310355888,64.73599231219116,64.00909165692504,66.37703129968057,70.71297785085169,66.86776674110732,67.9086236315942,68.45293424432724,70.95108182958582,67.64810123737234,67.59879834812148,70.01013501794328,70.7363829068269,69.33561363367642,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgn,-4,66.66001353823731,64.21925034373645,63.474616504458226,63.391744206936444,64.30226516402607,64.94014564716963,66.2171910547008,65.26024093186815,65.03458211683203,63.84189762483297,63.1328151364487,66.66001353823731,69.93967499273096,68.05830821399962,68.56248349164156,69.9754200755139,69.54890379774311,68.66677998008987,68.35292320517947,69.76509184549005,68.03637561614663,68.75065943561897,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgo,-4,67.05050945354077,63.529310158763096,65.176978510954,63.6264334832834,65.26918550574976,63.868633720454575,64.88451064183167,64.93685591327743,65.12802147351498,64.01741049222773,62.73424169667065,67.05050945354077,67.53549567790054,70.20551318547456,68.98739109865171,69.44898703377902,68.62410456806316,68.77171154156584,68.42078703497468,67.7923058936343,69.67760818683914,68.182582633554,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgp,-4,66.85076022112426,63.86671022684985,64.53932521311025,64.99593714505652,65.00127957145943,65.13291075146384,64.78070846544823,64.72820960452212,65.20710976525339,66.60509694905764,63.40434268412902,66.85076022112426,68.31671044834766,67.30879274973718,67.51722161940839,68.9604519741403,69.60623181443624,66.23736153634326,67.85253292983514,67.63493526114,68.24090820961995,70.84937094722305,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgq,-4,67.96919001554488,62.891149958368345,62.90969620570204,61.97760354764703,63.7640569398978,63.87071664234346,64.39617225350422,65.51445656369947,65.00635022669233,65.23337124980324,62.96704485270795,67.96919001554488,68.30164105632497,67.24297080882577,68.08290489372477,68.80845755364122,65.93412887530461,68.20437253602823,67.75260702383066,67.35941066840368,69.05416712032411,68.40543163377443,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgr,-4,66.52469814489346,64.01339568596187,64.43155182628884,63.62008112730989,62.748897315951886,65.99546848164334,64.34831614294133,65.1125330081102,65.2899529993744,64.98547297315143,63.409358283922316,66.52469814489346,67.20073906175953,69.53178416452072,68.43152367245963,66.26951137498,68.16984107746342,68.72264809694425,68.1388248977523,69.61339707699611,67.78086225468478,67.84173830781438,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgs,-4,66.65184082967184,64.69410470583821,65.37694437852764,65.66524415835003,63.98651453852778,65.96391854450674,65.49795067390062,65.09610187409508,64.65818382552126,64.46278790922479,65.67171492309711,66.65184082967184,68.05363537926624,68.19996302173936,70.73006645700235,67.552402107919,68.42928332584037,67.9224623525583,67.24039937694644,67.91380012950376,69.5188950412555,68.69299258399987,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgt,-4,67.36673951923653,63.10371149244785,64.56944660681798,65.71416364627481,65.26515604294607,62.99229827280185,65.51993562841359,66.11494467915188,64.10476074569975,64.13850394317852,65.37205500529912,67.36673951923653,67.47282095190405,68.93050349735566,68.89601326034828,67.72189192724723,68.15845704884576,66.51152248494323,69.08905890871495,67.13935571895824,69.45888700448369,69.52826718418716,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgu,-4,65.9534588822222,64.89738303613017,64.19672403777965,64.11304106443284,63.46082971604339,65.60407091891314,64.77667324162931,65.30409637682672,63.3212118529716,65.4943805676081,64.33737668480346,65.9534588822222,69.42103642333932,68.68389275610032,68.43176434213022,69.07045732333384,68.94751660676128,70.72149429625512,67.74708355004549,69.7717091081623,67.94930780156714,68.29234508210978,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgv,-4,66.13427973883029,62.94198417161003,65.295130171712,63.87793791431114,66.2435474928852,65.14104316380954,65.59884965747968,63.99073913669343,66.31645948332422,64.72778089309324,64.91430814151323,66.13427973883029,67.34483581809634,69.09352401744988,69.39847642081828,68.8836493594594,69.33872115925739,67.10119593105148,68.90192711323714,67.05664802095703,65.94994861954073,68.73110500593641,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgw,-4,67.20299192781832,64.2755736966826,65.02453875204154,64.28846922605771,65.00527509464678,63.5073397041184,65.00738936839308,64.83780554304802,63.69423308405337,65.5553031836173,64.2603756713801,67.20299192781832,69.17721653757175,67.26606797180874,68.88412598840384,68.16885099241838,68.32431129434546,69.63770183054177,68.72376192732654,68.73463672837777,69.09342756882374,68.60938203148332,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
cgx,-4,65.5668659326449,64.55203200376775,63.75364754013134,62.12472353240811,62.608826239810824,64.87217444166073,65.12548321145805,65.09016700571244,65.04208918012054,65.1236000873861,64.12285107872843,65.5668659326449,67.8155591692554,67.91952000183393,67.5660294250062,68.72961007733467,68.40229512276136,68.77828452072018,67.64023211442225,68.40261648426568,67.95647728664719,69.69990609570043,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
