filename,ILD,EL0,EL1,EL2,EL3,EL4,EL5,EL6,EL7,EL8,EL9,ER0,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,max_vol,fs,cutoff,amp,dur,fn,normalize,n_frames,sigma,save
blw,-10,67.27120698359927,69.66131565548314,66.74024667267783,67.98196472973311,68.21012504218189,65.69384751543754,66.94070508072497,69.28224787368804,67.84549912812878,67.5798428085689,57.76963736885782,57.75692385711078,58.57061155380026,57.18216024799219,58.368645839251975,56.98346916325271,57.59167343188901,59.30455251510621,59.53217245551401,57.091798198078486,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
blx,-10,66.74521403449974,68.13947991454829,66.50732271339389,69.52968855180606,68.47370156901121,69.28597671572155,69.39685441703254,67.88623367455163,66.57663791011953,69.20987080849852,57.05832595705838,60.95418071860353,57.505972867676476,59.09473244795184,57.51989131309292,58.0549990118564,57.58770285596445,59.28572033159318,58.16319325441938,57.82298001729833,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bly,-10,69.06823227776906,68.84487680304449,67.61944820984735,67.38532382523772,66.92440654092586,66.13440940481236,66.91222374555461,66.44805564248783,67.86157662526884,68.21761460323165,57.49498151253296,57.921111910545996,58.64837855210757,56.699477698066204,57.20560895609421,59.068325847944315,59.39775124100078,59.232267178732144,59.24694222509422,58.329889429025314,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
blz,-10,67.10972387475714,68.68157769507947,68.64569785155314,66.202307959693,68.32092073166065,66.65290047528893,69.80085612338667,68.61223751320118,67.44913080264988,67.56690850696792,57.721881521419995,57.91001311797589,58.216112184788436,58.990194392134526,58.813053832152605,60.2823316333697,57.45951577821726,58.90619745775277,58.783550700100534,58.53896714310314,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bma,-10,68.36613466533339,68.17095690731426,68.91660188966713,69.05073174451692,69.15544879399587,67.72853968931942,67.76791471235789,68.93041438600167,68.96745255187443,68.05883311476035,56.98763745250782,56.135705569387454,57.83111175403482,57.22932897436555,58.701374617937965,57.219009696370385,59.12968687427429,57.154017545324024,58.580447125758575,58.31198560136221,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmb,-10,67.6406605161,68.48127796463251,68.28005839307008,68.86145389291693,68.20340457724386,69.42516012685998,67.87666349445215,69.48848392523675,66.96373626356423,68.07308832462138,58.26158718704433,58.5250395377464,57.926199793829014,59.05686279997817,58.29710362081428,57.48259851133359,58.65682537500191,58.19451754175903,58.51671269391738,58.3623695885535,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmc,-10,68.3490266884093,68.87838352799109,67.51205540759717,66.58787183755007,67.37472021896235,66.00448730945915,68.14215900071396,67.20014772802537,69.28377923476151,67.14679801738986,58.16760296836917,58.395533745025304,59.801568839844506,57.43433795215394,59.599489564269,56.85196400342348,57.985066942435076,59.74251539664952,59.58950131773899,58.65599969267114,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmd,-10,66.55750573770997,66.80235673537561,69.30439831752538,68.16472814655621,67.38036037382582,68.92617507473356,67.69789948539687,69.37507312668399,68.11960711669883,66.55710140856253,57.54585683390999,59.126668178994315,57.6583078339939,56.63440254513454,57.1017979075768,57.624201138605116,57.47593998462239,59.01777068141551,58.05830984225807,57.938779036614505,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bme,-10,68.13555256601835,66.0080545145976,67.30941451894465,69.14869590306175,69.4236468780541,66.53247094987815,66.82903589192307,68.59195729250803,68.91004312650746,69.75785446337858,57.42304953059579,57.247653679103784,59.979703307967426,56.19340794553385,58.407055749516786,57.70825302851223,56.3714541315046,56.775089137233316,57.09185601280232,58.522191805020974,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmf,-10,69.21461974113646,66.9396990227955,66.24152429783365,66.13575625683846,66.35357444903771,69.32676948739446,66.51479936360083,68.75072201829124,68.67139777983988,67.27149925445521,57.64013009677577,58.195057263221685,57.50620963525849,57.8555409465616,56.94410550700639,58.697381409847786,57.504342304254074,58.906996865021775,57.553950114329396,59.49140933168482,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmg,-10,66.93238048753064,68.0818558362065,70.02076777826322,67.83435419418643,68.94332912038338,69.54329800775719,69.13504222904982,68.10903039667518,67.32491872403568,66.6921787081106,59.622895652028205,57.401403245938084,57.94829682496714,57.60647569964246,58.62126013101359,58.352397050104436,58.704709526899606,57.26746268822952,59.12709135938657,58.622608342002,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmh,-10,67.59565523555959,69.84465443667585,68.73963316403362,67.49674126822323,65.46458861483805,68.0021080720059,67.97579316507142,66.62298604867209,67.58699657446955,68.17746344923877,56.807292232328436,58.76631154648345,56.46439419229041,57.42734216138527,58.265543043716505,58.06540080547502,57.391480043085096,57.103937477254206,58.341221538270474,58.40407492200421,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmi,-10,68.15325722043043,68.07480060422752,67.15534019399054,68.13785215795478,68.11748098528935,68.41788576363976,66.77401053316464,67.1357736256774,69.96590290558008,67.90016513363184,56.071299068843715,59.017615685759175,57.14697845110118,56.15116145940997,57.43737002893123,56.87177303194753,56.95689553554576,57.35904652180585,58.071825958377744,56.918412958681174,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmj,-10,67.38990130054711,67.32021068514668,69.25792411095998,67.56098553190675,68.01854176041347,66.79559514892321,69.14045794957157,69.32275804594893,67.81824771323511,68.33334582890329,59.33993636811316,55.561920566398136,58.17709662610712,59.02674445217504,58.682160682812956,57.7708514438149,58.18027328672564,57.86492352338757,59.14160766628446,59.021575758002605,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmk,-10,67.6677575595001,69.42589958518438,68.07532547567804,67.43578927223466,69.48261016632848,67.20391303841721,69.00438551475655,64.60135383097948,67.8334817393726,67.07593666140974,57.52503535819688,58.48759676020751,58.9551012055491,58.63324471583854,56.30384360024951,59.87168445593914,58.74154504132938,58.18426524631215,58.63160031843845,59.212689157868176,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bml,-10,66.18663636614947,68.61959297912914,68.32207428305907,67.78722677134499,68.52096197819337,67.61924199634578,66.39597627194728,68.83599237478289,69.45506748373822,68.82518133202082,58.1307754352649,58.03305763024906,58.47189288909063,57.6338284977304,58.59970577940039,58.828264405201864,59.49493087955907,57.11993819185962,58.04296134788051,60.20567947857084,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmm,-10,68.66213876965541,69.25652905028498,67.65248304306088,67.77727120339422,68.07429906840136,66.971185579592,70.10681512104432,68.57364658132661,67.10325049203158,66.05888803580093,57.32272855457696,58.98301715797114,59.5757842570887,57.735250674926824,59.3399997102296,57.22127456095401,56.87988196306912,58.8081262782744,59.09785268716536,56.51339548332729,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmn,-10,67.18553478943032,67.41135242895035,67.23088547710651,67.7756074639363,67.5346678206336,68.47724952562635,66.87699464847103,68.08820856837791,67.91894123352203,67.72160946474538,60.82112226870996,57.471021280386374,58.16745915659621,57.98900896638315,57.23612787498082,58.28351818698946,57.90097964032506,55.753930521371785,57.291113109312974,57.439676941255854,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmo,-10,67.24253717386961,66.15835739620908,69.39102584852597,67.81629732975564,68.13649175879222,67.99592680873333,68.39009948899684,69.72488828681557,68.78078199567642,69.23837940191157,57.363458100016445,59.247592078275204,57.16354614512784,58.3682338047633,59.279085158214905,58.51306617482982,56.614830130485146,59.49335336929443,57.78373056302675,57.61261643049078,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmp,-10,68.07127473645143,66.73288503884605,65.83082498337677,68.76337878791333,67.36144608039109,67.5991580915452,66.53828534858276,69.1138809818465,68.23264553851918,68.32391018470284,60.311100320736216,58.40394739930671,59.68431153371871,57.134622166947906,58.88247259912491,59.087109745093315,58.53224717884203,58.33380368065168,58.302291856970996,59.242659253046256,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmq,-10,66.47781586716377,67.41972019510972,66.81247026835024,68.47382755400812,67.82271921467999,68.17842794481008,68.42483900923591,66.60046210303518,68.96478661898028,67.60666632194228,59.022143971369466,58.139489937845326,56.088866047788756,58.483314931652835,58.10217446468111,55.19594710986892,59.756324692287656,56.727291470401894,56.49969490685092,57.36525778405863,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmr,-10,69.46172022955339,68.39011033321127,68.95531342349871,65.0134288209391,69.19703256072023,69.25828085533661,65.64199155014731,66.95162770682926,68.87372117229664,69.46575331276205,57.24579822406355,57.81309068687727,58.203530275241135,58.95765401057561,55.53124103534361,57.81258561037093,58.19488997509407,56.889880356705405,57.72735562034021,59.12497143980671,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bms,-10,67.86224417207464,67.56158738409458,66.39634421445285,66.96014095296475,67.26620360371746,68.97642593940373,69.17407144548986,68.44798243534234,67.78303783233665,67.8138702651406,57.38831034990266,57.67465209464101,59.14320849527286,58.30374126916988,58.15827114941642,57.80329508478624,57.691165133702185,57.62420924595789,57.443847012527726,57.300522797819774,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmt,-10,68.85491364255526,67.25472540405913,66.90194527716723,70.37091865115227,67.98512406653387,68.9725364932509,69.00940512068244,67.70745589968061,68.84092126606623,66.13741324788056,56.70544380073552,58.41466608715766,57.618509153350885,57.172872434020704,57.78410668417979,58.64111642970611,58.09296861760174,59.50856056097689,57.85084704148737,59.49869598871718,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmu,-10,70.32730781717724,67.66183496397251,67.84742750448191,67.61948455719076,68.53946782388151,67.59451827974871,69.97730258659249,68.46726028876634,68.630903991011,67.33358585345191,58.4240612764002,58.435070678163456,57.56111678329544,58.015840989556324,58.66475710568765,56.72540049181957,57.36748963534709,58.979464376098136,55.77753636886402,58.389769715815184,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmv,-10,69.00948425630851,67.86255233901295,68.3608718459251,68.07009470641249,68.01149625545794,68.40298096278943,67.6326339338232,67.03741089463024,68.30949351115639,67.94494885592694,57.62129783143818,58.72132283257242,57.896970201010504,57.237380306324454,55.62816604549732,59.87216578486262,58.92284775466034,59.14149622853885,59.90009917905021,57.22997282857098,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmw,-10,67.69062104553156,68.4150141551861,67.42150425040498,66.80525104679184,68.25909927069449,67.94946564503854,67.91944866577997,66.78901982924825,68.4477142935077,67.46206706445204,58.62717258554386,56.204712236664754,57.96134383656386,58.82959812105568,57.166564049763934,57.960118106462666,56.808458617886714,57.992251737530296,57.25877517624043,58.72646302606639,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmx,-10,68.48294733973712,68.54053337720798,68.5116416027076,67.09523127666324,67.96077368158105,68.44860172711843,67.344397757488,67.24674292732068,69.3556686808492,66.69942458257373,55.5822841670416,56.99373389733361,58.957225732265606,59.86036563295212,56.82447483156644,57.509047659650456,56.69456703130857,56.67956714043416,57.74636564227493,58.11646957258422,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmy,-10,68.32116128275189,67.43391421222867,68.53096868446103,67.84430735158003,66.17747812965845,66.160244793047,68.68433085553325,69.3183688376251,67.21510429416195,67.99239386111033,57.870195032250464,57.8247491193189,56.74308389124268,58.3939255001599,57.860084452348005,58.37670674210932,58.75186138171448,58.60909696121864,57.10539553435768,58.0165546676621,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bmz,-10,67.50948024318666,67.49017943914549,68.05404614886614,68.61136360360568,67.69933349346567,67.77012927748754,68.36022410303863,67.19492821757188,67.73703430283075,69.14022926154931,57.57155241457015,56.80494429081024,57.42403410487986,57.348021192255075,56.75732093458403,57.87064052026702,57.41244914202489,56.75561754707455,58.39754932357525,57.31799414704371,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bna,-10,69.54516340791002,67.73602837023128,67.90238236066322,69.02440507246209,67.38588141608481,66.88957190596739,69.20899932777057,67.50582500911075,68.20167612066193,67.43006580256241,58.45935157756174,60.47222353832204,59.49737927978361,58.306824836459434,58.294389293328145,57.99774724841101,59.63006409628329,57.82869771066038,56.23958832735777,57.887130417323,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnb,-10,68.6172916021326,69.48571413366317,67.32925259837447,67.23035202938411,66.4926880701349,66.50195615687268,67.95084254622535,65.98416841328236,69.1568795066644,67.27013253223899,57.02757868523637,56.95188843274437,58.822724084772936,57.20903720090558,58.40883825085867,58.240231972625686,57.45725594899634,57.49745343143629,59.56053435382208,58.32403639254969,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnc,-10,67.8106858263472,66.77863977549083,69.00038431891832,67.95813551799449,67.77911753357367,67.20533577558335,67.2467297465159,69.37387181819939,67.54431343628589,67.18424652957137,58.125612451630104,59.35214177505981,58.64684148764906,57.37837515216721,58.8290841749151,58.28281677439131,56.13596055747814,57.204834784103134,56.23942763261012,57.034309741824025,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnd,-10,67.58786229511145,67.10317568298703,66.91292117917472,68.80933858103286,69.53937414884587,65.8120038100962,68.89115233145326,68.24258354742813,68.19847955319403,67.81467133631715,58.610383586914146,58.464722611206426,59.36611480105708,58.992706485907114,58.75799071572401,59.72534732905408,57.623739647638786,57.241164593824884,57.466653577575606,59.23196017726567,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bne,-10,69.52086402823335,67.14248503753035,68.66735232595653,66.09924795689766,67.54225548426824,70.39755418542076,67.57773085962151,68.54218532242453,69.64258105572786,66.82438775447962,59.083277799122584,58.59605478660733,57.51480104645806,58.620164922894276,57.757262800320866,57.16063723517461,56.33761564072577,58.07692376019601,58.78518336969272,58.65668898141107,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnf,-10,67.06623183984364,67.44935965062788,66.54902631576726,69.6135203004205,68.41567676896297,67.32899092378425,67.89607926916992,68.49353939507651,68.21661702192009,68.27943826830968,57.00305186327532,57.35695475561553,57.50194958518371,57.78340651655086,58.13429470487841,59.35800482794367,57.55179615725628,57.31324438966146,59.4305549711105,57.32479941040064,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bng,-10,66.91884449040207,69.94550242205227,67.95223690486806,67.5940343061755,67.98417251123837,69.05849876098986,69.51341389521231,66.85361635865006,67.9861464796747,69.41091591889729,58.15118933119025,58.837353239648294,55.57991920757346,58.31453796727149,57.38473460925453,57.679012755262185,58.03854316177734,58.86932532524713,59.39836292384654,57.38954004070014,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnh,-10,67.84116561736415,68.49662199550524,66.74246545453197,66.9883255872397,67.54078315599537,67.97617109719795,66.56533110413466,67.6923075174191,69.49937981943856,68.69827287553211,58.716060547987354,58.55017606838553,58.25013247751299,56.61514664094327,56.46867904567882,58.23147394321106,58.340121725732956,57.55059094152037,58.02932781298257,57.888717192617854,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bni,-10,67.73515300089971,68.92965084597613,67.84484743592552,67.36181855836595,67.40260832563871,66.74575264002361,67.56377227759624,68.11092592790517,69.1493016705831,68.40759099251042,58.888399389544716,57.94199760530694,57.91758236200657,56.4722656861514,59.7467205711631,58.05656629970128,59.07186822152661,58.42536096829011,58.11588524243556,57.738859606433046,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnj,-10,67.36148621721105,68.92928165992059,69.80220419346239,68.42592665404318,66.41556325630364,68.32298940025875,68.31136978317247,68.68728508488246,67.54616845474591,67.22507227661495,59.07413243485085,58.74735786393472,58.4681254773209,58.157295309254295,58.440313833067066,57.91961176134422,57.52577877866727,57.97324805585965,58.052495946415796,58.47620788855627,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnk,-10,66.41849591745179,68.10391227988912,67.82688367621584,68.47902635088178,68.54575155199358,69.66112004532971,68.25924111607054,65.25293800512341,69.14058103864903,66.67392544377059,57.411677792105685,57.902607394448054,59.58294466337416,56.10055381153562,56.16727370881267,58.28596495383084,58.94113506738961,56.26153246129492,56.503110697727706,57.51294749101738,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnl,-10,67.89022049992536,69.41681409776386,68.54470957014819,67.14279982312124,68.81358049654028,66.27654108219768,68.6231888138877,67.49864552298061,66.24973816300582,68.46875323575243,57.40132959689807,56.472728900698996,57.568703399109324,57.20150314925723,59.24832211682085,58.333245737385,58.56026506293254,58.61962699183425,58.43374633633145,57.8011281508384,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnm,-10,65.73074041428073,68.8321154935674,68.11653602916182,67.34016070520785,69.27623082916564,67.48070765783973,68.22849763612756,66.5587556272328,67.42671721850313,68.73914637099821,57.66577005818954,59.24949584616514,58.736615186766215,58.34072939205246,57.565576603996156,56.82169629679454,56.712868771801254,60.00743324536453,57.443682415736895,57.44923193646567,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnn,-10,69.86437218243191,69.75211982732341,67.70433829525389,67.59942452526724,68.14341993839224,67.54840546586276,68.02179371717163,68.26589735716142,67.96461840073916,67.59794067081728,56.045366600117255,57.50908304528525,58.09772134022466,58.71374615608569,57.106020561541904,59.10860643336229,59.17520379944562,59.8088767506615,56.98607086357466,58.96379606493312,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bno,-10,66.61497885016885,66.73156172949625,68.50234154963893,68.44652005618265,69.41539076663878,67.31552280559733,69.01717192872549,68.74217693550027,68.55153561317272,66.68546434102443,58.626517169715,59.13694166487164,57.21268558218294,58.0963748634476,57.8027050688337,56.699551212310546,57.519078005906366,57.84056307498064,58.69036212594281,58.904542559790116,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnp,-10,66.20440848026524,66.7864198013176,65.99661931617648,66.60254723275548,68.36595374086221,69.09746417656044,66.10164528181447,69.48351597694653,68.86680040183806,67.11310870562998,58.27622179580507,59.219889599653136,57.775452368538964,59.109159199596675,59.18225767523678,58.78892996424141,58.87742297960498,58.27447492265776,58.02072348598235,58.40114102353282,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnq,-10,66.67747118099516,68.84279783421465,66.78675146101439,68.67652113340748,67.6158484941173,68.60613983699155,65.93220399425812,68.78330902045717,68.18266541472848,70.04897163302952,59.150614692885284,57.544377877702466,58.001043774827615,58.74366466146251,57.70198294038425,59.34214390637261,56.592568187987254,57.590652348072226,58.0198677034026,58.75924321700256,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnr,-10,69.70345242422937,67.20086448330883,69.15361943230475,67.17809824423962,66.54070910761514,67.29384027613014,68.1200277916126,69.14389798183176,67.01268508659285,66.66510902826954,58.434872910009354,57.988581152328386,58.279460398747005,55.78785606501497,56.39160047903921,57.23883246680829,56.337608831961326,57.10973690118214,59.16207992795322,56.82204273996647,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bns,-10,66.31791153959263,69.17309715215951,68.68562153126517,70.2669252839087,67.28711267251957,67.82546388518774,67.29490577904255,67.6931828875145,66.715888345509,68.81901268469166,59.11170737957524,58.78814151788166,56.68730609181307,57.152251036581795,57.02026442295632,57.81283997104867,58.99675171865846,57.862157806539955,56.535606578707245,58.704684707354545,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnt,-10,65.8162783211018,69.87469686730944,68.0884224635553,67.09303870612075,68.4187796635516,67.36604679217766,69.2051662979603,67.79813719252424,67.98283812621467,68.38469985192977,57.92053913880173,57.34323640189476,58.01398796807764,57.547138683275826,59.822179099387284,57.92596427499475,57.801844598339684,57.813534776850574,56.93474880269597,58.3495057014876,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnu,-10,66.51957113524155,67.33454578185545,67.61261474190583,68.93470625960667,68.73172276720629,68.01016203910861,67.22360609481872,66.81697073852946,67.94933183197871,69.4538663527389,58.52694317775954,58.65693785281765,58.60860338965479,57.38043890805919,57.503195728302344,57.77785763690269,58.419548635625475,57.83386216124285,57.22839423151734,59.38633650518362,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnv,-10,68.30947294367125,68.88177857198671,68.18301421093929,69.06406062055271,67.2755630273853,67.95165378929168,68.09585667424251,67.25706111396036,66.57872596318592,68.08302319352909,57.983692562519074,57.22115974260732,58.2061496882426,58.07492407143128,57.473628778055364,57.416884036391544,58.415301784046456,57.2862405795219,58.216404544966316,58.03351465425874,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnw,-10,67.08102853710118,67.12072753962093,68.15500014756023,68.11467370830978,66.27280616658814,69.00780172815384,68.55268993096753,68.92875174751119,66.48421169636251,68.16388902861088,58.18948665263618,57.85141933027791,58.23945615094394,58.13111495250661,58.27501926369505,58.29038710862834,58.81858606098407,57.508913773796024,58.17297440419676,55.90566968989614,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnx,-10,67.18475590660671,68.12020090313256,68.0396809721525,69.29194016641878,68.32900274127253,68.35445845924997,69.11487060389139,66.89120900521972,68.78107576569363,66.79906084434886,60.07125355557775,56.275119896588365,57.95885554556098,57.98346717258952,58.07198233458528,56.6724562278661,56.531246241169775,57.91103882975014,57.87097092623169,58.80400535754776,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bny,-10,67.15701060253947,67.99966295738848,68.45379721234112,67.47747683687676,66.91134325842721,69.93821564786077,67.36411607522828,68.19887439456143,68.83167687752484,68.52389321078951,58.129529508539285,59.036806459145566,59.47872626147562,56.7023198990272,60.037368621334544,57.89401494607888,58.38839524165672,58.866054222087065,58.10094857246127,57.73963332538882,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bnz,-10,67.33734406188199,66.60289143852157,67.34616418094309,66.71930951421818,68.44510848838135,68.19189381832051,70.48100219037019,67.82254569939725,67.43738237915315,67.27297062591386,58.75674510095686,59.4848413281101,60.47989886321413,58.00076108653817,56.73224254773015,57.980152692862546,58.486157251494724,59.15111801359374,56.426396154257496,59.013196630639655,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
boa,-10,67.50490929819522,67.17442841279468,70.09241781551934,68.1406046923631,67.21923057174271,66.27206430519507,69.29176366738747,68.00784407455237,69.46459515747716,69.95007396352037,59.763624102095655,57.233404823056574,57.20837281914442,57.5287099967162,56.47706693424509,58.155966228148245,56.63312632277753,56.81796074824714,59.85029790723439,56.979724260150654,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bob,-10,68.83722147341783,67.65577269415643,68.59681362191431,67.62118817864197,68.21079623530153,68.13827704094568,66.52060177105378,68.65197338517255,70.00276997206632,67.95508876846752,56.68376325605444,57.87755726339429,58.57193066265536,57.6264322540705,58.89366566146092,57.6378048675416,58.79075957725355,55.51081966944719,59.11316816168521,56.992035473041966,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
boc,-10,67.52764618731715,67.67782811618511,66.9047888808572,68.2242342846698,66.72939941332504,67.60150847613657,69.047643145606,70.1248602968122,67.62434606182663,67.6848662169391,57.7013994349901,57.82937025211961,59.13817704551178,60.33344928462271,56.53805027748775,58.691168956987134,58.137124891402024,58.13231849114466,57.30519919987786,58.53196426964293,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bod,-10,68.5277131903908,68.54582927726332,68.39878704288752,66.58477027271933,66.52003461540053,66.61253093984269,67.98290124409318,67.98187405814868,68.05828321755611,68.37568145190357,58.821575462054156,59.181242961110655,59.73585023206756,57.86733775519189,58.6413675976624,57.39088996842897,58.512674037057344,58.81257566298212,58.86823935315156,58.36650978316765,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
boe,-10,68.32861199877304,67.86133866320137,68.06522152716123,68.17026208098613,66.42588080263303,67.67077776268377,67.19903872808594,66.61304386641103,67.4926155900547,67.61550631900727,59.068011023492964,57.53014894403578,58.7472730374451,57.86866070445775,58.310959535207175,55.36539373448315,58.705855493421396,58.0604410383231,56.83962406177452,57.75094830671852,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bof,-10,68.47504604881689,66.87253001780935,67.8254280328166,67.77342081943003,68.43422841199354,68.85442762744654,69.03570807328943,68.359678278142,68.32409358813851,68.83605751961453,57.975581576040774,57.31594103045085,57.647712785814974,58.65696103409827,59.787884734731406,58.64143105499652,58.501334468183394,56.2333818088084,59.14678515814799,57.43937915507686,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bog,-10,68.1495516228223,67.54648948409981,66.87599020158362,65.85604585557266,68.22178125087856,68.46599047162162,67.45281320316595,67.81443462771439,67.64023806987265,65.67507840703816,56.37045357399366,59.65207045883575,57.34116952549238,57.5830968274417,58.809081467486045,58.0057572842202,58.73090613391282,56.797516437218505,55.823149352319,58.29304464258582,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
boh,-10,67.90354193862828,67.11756220491972,67.45432005116226,68.77786016140828,67.40119139532258,68.97896008827618,68.24891000862209,68.4064628831899,66.98192107563183,69.61548516539484,57.98411463121315,58.59486826391158,58.725300876242216,56.6133347563275,58.66232587572919,58.53498601068803,59.469208068461406,59.68857739964301,57.08631379905106,57.061189130998095,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
boi,-10,66.78257750249422,68.60056522450081,68.17464503767906,67.54787611028803,70.21745656606139,68.36775673247156,68.06261247191955,66.88025539949294,68.16481129917625,68.48199027496734,58.96097368223381,59.228066123313646,57.72018175151865,58.01279296441986,58.94957199327092,57.65762614201702,60.239722690846826,58.240198180420286,58.273590367758906,58.493953441042606,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
boj,-10,67.85588852840569,68.15869616449334,67.78550887099406,70.27243134233302,68.30913131235168,66.51159212222517,68.12351079576891,68.02607569133009,67.87368264995477,67.35728845307212,57.032919539715344,58.144661053237684,57.92854978171122,57.7227081779261,57.728708788804035,58.81962663099576,57.57702563763173,57.50207164028564,57.01848979060898,56.862613936804074,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bok,-10,68.49735420943708,67.91267301213368,66.34354654311808,67.93625472092516,68.66209173763487,69.09813162665162,68.64741845186306,68.90425534192052,67.92689946304245,66.13722586283038,57.795469829768784,58.49326564793257,57.77220805362836,58.91380164686807,59.41460656133256,56.11729048589631,58.672464985736866,57.9220646168981,59.04508499320517,57.100119347468635,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bol,-10,67.24780218127043,67.47914198146546,67.71779592685945,67.72508811541638,67.60813929071004,68.86504611946604,68.84292008082038,68.13202396070292,67.7586353494394,69.54272564929435,59.2376297075653,59.181465437961855,57.684470718219224,56.67114981531971,57.48739726719128,58.55662925742941,58.17586008670311,59.5472511588749,59.994627276514095,57.84418642322259,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bom,-10,70.85301123347135,67.44965602869942,65.92020023827186,69.35235138126393,68.51949474885943,68.24315268738593,67.63199523773139,71.38834282251513,68.97881581294055,67.95399632899387,56.73185808408847,59.481955267536755,58.57831931134543,58.951575251364815,58.39619534393985,56.102739903381995,56.848275110259436,55.350761506809604,56.93684633925199,56.408269093309485,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bon,-10,67.85586643775454,67.79350800510112,67.58870688687078,68.68397711234039,67.44855643764305,67.6969080045871,70.38948171484236,68.40307755565534,70.07144779604369,66.19861745405902,58.14951708046321,58.6753445803344,56.83536915010478,60.01143736257246,55.59234468520532,59.15904976861987,57.867925312370616,55.83803287560689,58.369576905903465,58.30559392772312,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
