Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
430,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4085.6331299999997,4090.7910340000003,5.157903999999689,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1483,0.32069999999999954,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1483, 4.2715000000000005, 4.3921, 4.5163, 4.6400000000000015, 4.7599, 4.8789, 5.0023, 5.1167]","[4.1923, 4.314, 4.4349, 4.5631, 4.6809, 4.7972, 4.9164, 5.0323, 5.151000000000002]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
431,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4090.80203,4095.8852340000003,5.083204000000023,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0736,0.24599999999999955,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0736, 4.1687, 4.2896, 4.4057, 4.5354, 4.6573, 4.7775]","[4.0872, 4.2103, 4.3289, 4.4502000000000015, 4.5781, 4.6959, 4.8094]",[5.033],[5.0815],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
432,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,4095.8975299999997,4103.061634000001,7.164103999999497,2.8206,4.1640000000000015,1.3434000000000013,3.8301,4.1639,0.33379999999999965,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.1639, 4.2589999999999995, 4.6719, 4.8153000000000015, 4.9543]","[4.1849, 4.3067, 4.7198, 4.851, 4.9778]","[4.3862000000000005, 4.5175]","[4.4424, 4.5688]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
433,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,4103.07143,4108.223234,5.151804000000084,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1422,0.31459999999999955,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1422, 4.2617, 4.4119]","[4.1844, 4.2988, 4.4381]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
434,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,4108.23323,4115.308534000001,7.07530399999996,2.8206,4.0752000000000015,1.2546000000000013,3.8301,4.0751,0.24499999999999966,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.0751, 4.2053]","[4.1048, 4.2596]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
435,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,4115.32093,4120.401034,5.080104000000574,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0705,0.24289999999999967,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0705, 4.1893, 4.3103, 4.436, 4.5669, 4.6981, 4.8295]","[4.0972, 4.2253, 4.3549, 4.4784000000000015, 4.6053000000000015, 4.7328, 4.8596]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
436,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,4120.411029999999,4127.493334000001,7.082303999999567,2.8206,4.0822,1.2616,3.8301,4.0821000000000005,0.2520000000000002,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.0821000000000005, 4.2161, 4.396]","[4.1095000000000015, 4.271, 4.4121000000000015]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
437,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,4127.502829999999,4134.654034,7.15120399999978,2.8206,4.1511000000000005,1.3305000000000002,3.8301,4.151,0.3208999999999995,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.151, 4.4946, 4.6419999999999995]","[4.1989, 4.5511, 4.6881]",[4.3169],[4.3858000000000015],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
438,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,4134.66343,4139.749434,5.086004000000685,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.077,0.24689999999999968,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[],[],"[4.077, 4.1657, 4.2811, 4.4085, 4.5252, 4.6465000000000005, 4.7695, 4.8973, 5.0256]","[4.0986, 4.2108, 4.3257, 4.4544000000000015, 4.5707, 4.6929, 4.8144, 4.9425, 5.0713]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
439,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4139.75943,4144.8664340000005,5.107003999999506,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.098,0.2678999999999996,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[],[],"[4.098, 4.2104, 4.325, 4.4543, 4.575, 4.697, 4.8154, 4.9437000000000015, 5.0602]","[4.1377000000000015, 4.2463000000000015, 4.3671000000000015, 4.4929000000000014, 4.6165, 4.7384, 4.8593, 4.982, 5.1014]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
440,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4144.87713,4149.965234,5.088104000000385,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.0791,0.2490000000000001,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[],[],"[4.0791, 4.1744, 4.2863, 4.4045000000000005, 4.5261000000000005, 4.6437, 4.7664, 4.9031, 5.0435]","[4.1057000000000015, 4.2189000000000005, 4.3327, 4.4487000000000005, 4.5676000000000005, 4.6866, 4.8192, 4.9562, 5.085]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
441,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4149.974831,4155.140834000001,5.166002999999364,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.157,0.32689999999999975,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[],[],"[4.157, 4.2625, 4.3852, 4.5123000000000015, 4.6405, 4.7689]","[4.199, 4.3066, 4.4236, 4.5569000000000015, 4.6893, 4.8123000000000005]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
442,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4155.1512299999995,4160.3084340000005,5.157203999999183,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1482,0.3180999999999998,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[],[],"[4.1482, 4.2638, 4.3958, 4.5252, 4.643, 4.7626, 5.0595]","[4.1934000000000005, 4.3075, 4.4349, 4.5647, 4.6893, 4.8125, 5.0979]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
443,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,4160.31813,4165.411034000001,5.09290400000009,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0833,0.25570000000000004,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.0833, 4.1772, 4.3027000000000015, 4.4301, 4.5537, 4.6819000000000015, 4.8073000000000015, 4.9276, 5.0541]","[4.0934, 4.2174000000000005, 4.3367, 4.4722, 4.5972, 4.7201, 4.8445, 4.961, 5.0817000000000005]",[0.0219],[0.0275],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
444,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4165.421829999999,4170.523034000001,5.101203999999598,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0916000000000015,0.26400000000000023,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0916000000000015, 4.216, 4.3354, 4.4559000000000015, 4.5778, 4.6995000000000005, 4.8128, 4.9329, 5.0676000000000005]","[4.1313, 4.2526, 4.3784, 4.497, 4.6156000000000015, 4.7383000000000015, 4.8498, 4.9731000000000005]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
445,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4170.53413,4175.711034,5.176903999999922,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1673,0.33969999999999967,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1673, 4.2791000000000015, 4.3977, 4.5209, 4.6477, 4.7682, 4.8847000000000005, 5.0033, 5.1382]","[4.2031, 4.3162, 4.4351, 4.5604000000000005, 4.6841, 4.7939, 4.9122, 5.0339, 5.1592]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
446,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4175.723529999999,4180.864734000001,5.141203999999561,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1316000000000015,0.30400000000000027,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1316000000000015, 4.2433000000000005, 4.3639, 4.4964, 4.6205, 4.7523, 4.8883, 5.0037]","[4.1724000000000006, 4.2843, 4.4074, 4.5351, 4.6569, 4.7847, 4.9043, 5.0326]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
447,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4180.87703,4186.025534,5.148504000000685,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1389000000000005,0.31130000000000013,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1389000000000005, 4.253, 4.375, 4.4999]","[4.1795, 4.2911, 4.4088, 4.5289]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
448,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,4186.03583,4193.203734000001,7.167903999999908,2.8206,4.1678000000000015,1.3472000000000013,3.8301,4.1677,0.3375999999999997,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.1677, 4.479]","[4.2192, 4.5467]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
449,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,4193.2137299999995,4198.287034,5.073303999999553,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0637,0.23609999999999953,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0637, 4.1714, 4.2897, 4.4147, 4.5375000000000005, 4.6731, 4.8006, 4.9147]","[4.0863000000000005, 4.2093, 4.3347, 4.4565, 4.5772, 4.702, 4.8193, 4.9385]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
450,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,4198.29673,4203.452835,5.156105000000025,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1471,0.3169999999999997,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.7643, 4.8949, 5.0219000000000005]","[4.8082, 4.9369000000000005, 5.0545]","[4.1471, 4.2664, 4.3825, 4.5021, 4.6213000000000015]","[4.1915, 4.3066, 4.4302, 4.5468, 4.6687]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
451,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,4203.46313,4208.615134000001,5.152003999999579,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.143,0.3128999999999995,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[],[],"[4.143, 4.2615, 4.3768, 4.5018, 4.6497, 4.7878, 4.9173, 5.0436000000000005]","[0.006200000000000001, 4.1889, 4.3016000000000005, 4.4221, 4.5399, 4.6861000000000015, 4.8367, 4.9632000000000005, 5.0846]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
452,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,4208.626429999999,4213.7720340000005,5.145603999999366,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.136,0.3083999999999998,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.136, 4.2474, 4.3683000000000005, 4.4849000000000006, 4.6166, 4.738, 4.8557000000000015, 4.9769000000000005, 5.1065000000000005]","[4.1779, 4.2891, 4.4099, 4.5277, 4.6564000000000005, 4.7779, 4.8919000000000015, 5.0121, 5.13]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
453,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4213.782029999999,4218.914234000001,5.132203999999547,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1226,0.29499999999999993,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1226, 4.2472, 4.3677, 4.4951, 4.6194000000000015, 4.7426, 4.8611, 4.9835, 5.1046000000000005]","[4.1641, 4.2827, 4.4126, 4.5346, 4.6592, 4.7732, 4.8893, 5.0068, 5.1274000000000015]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
454,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4218.925929999999,4224.007234000001,5.081303999999363,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0717,0.24409999999999954,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0717, 4.1933, 4.3069999999999995, 4.4299, 4.5505, 4.6694, 4.8055, 4.9257]","[4.11, 4.2327, 4.3499, 4.4699, 4.5877, 4.7046, 4.8334, 4.9564]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
455,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4224.01743,4229.152834,5.1354040000005625,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1258,0.2981999999999996,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1258, 4.2471000000000005, 4.3722]","[4.1677, 4.2863, 4.4061]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
456,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,4229.16233,4234.319434,5.15710399999989,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1481,0.31800000000000006,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[],[],"[4.1481, 4.2605, 4.3719, 4.5036000000000005, 4.6253, 4.7509000000000015]","[4.1932, 4.3011, 4.42, 4.5456, 4.6729, 4.7951000000000015]",0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
457,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,4234.3297299999995,4239.458934,5.129203999999845,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1196,0.2919999999999998,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.1196, 4.2457, 4.3613, 4.4821, 4.6069, 4.7307000000000015, 4.8610000000000015, 4.9833, 5.1039]","[4.1623, 4.2786, 4.4036, 4.5147, 4.6447, 4.7662, 4.8912, 5.0095]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
458,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4239.46933,4244.598934000001,5.129603999999745,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.12,0.29239999999999977,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.12, 4.2372000000000005, 4.3569, 4.4792000000000005, 4.6055, 4.7354, 4.8493, 4.9675, 5.0913]","[4.1622, 4.2817, 4.4026000000000005, 4.5241, 4.6505, 4.7695, 4.8833, 5.0006, 5.127000000000002]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
459,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4244.681729999999,4249.8147340000005,5.133003999999346,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1234,0.29579999999999984,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1234, 4.246, 4.3704, 4.4915, 4.6217000000000015, 4.7401, 4.8641000000000005, 4.9872000000000005, 5.1077]","[4.1695, 4.2816, 4.4061, 4.5335, 4.6587000000000005, 4.7777, 4.9004, 5.0200000000000005]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
460,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4249.82463,4254.981034,5.156404000000293,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1468,0.3191999999999995,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1468, 4.2688000000000015, 4.3888, 4.5182, 4.6609, 4.774, 4.8973, 5.018000000000002, 5.1315]","[4.1908, 4.3104000000000005, 4.4334, 4.5648, 4.6905, 4.8133, 4.9327000000000005, 5.0516000000000005]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
461,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,4254.99173,4260.0854340000005,5.093703999999889,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0841,0.25649999999999995,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0841, 4.2088, 4.3249, 4.4544000000000015, 4.5904]","[0.0019, 4.1292, 4.2479000000000005, 4.364, 4.4885, 4.6154]",[],[],0.0096,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,002,36000,002,1.8.2,002_stage_training_v5_20240513-122404,2024-05-13,12:24:16.302835,14:03:11.185116
