Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
88,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,2328.3719300000002,2335.467734,7.095804000000044,2.8206,4.0957,1.2750999999999997,3.8301,4.0956,0.26549999999999985,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.0956, 4.2077]","[4.1173, 4.2576]","[4.0988, 4.3761, 4.5176]","[4.1221000000000005, 4.4248, 4.5656]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
89,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,2335.47823,2342.5667329999997,7.088502999999946,2.8206,4.0884,1.2677999999999998,3.8301,4.0883,0.2582,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[4.0883],[4.1325],[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
90,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,2342.57793,2349.640334,7.062404000000242,2.8206,4.0623000000000005,1.2417000000000002,3.8301,4.0622,0.23209999999999953,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[4.0622],[4.0992000000000015],[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
91,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2349.65043,2354.714234,5.063803999999891,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0548,0.22719999999999985,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0548, 4.1624, 4.2692000000000005, 4.3821, 4.5019, 4.6367, 4.7848000000000015]","[4.0946, 4.1985, 4.3149000000000015, 4.4287, 4.5522, 4.6875, 4.8256000000000006]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
92,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2354.72313,2361.824934,7.101804000000357,2.8206,4.1017,1.2811,3.8301,4.1016,0.2715000000000001,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[4.1016],[4.1377000000000015],[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
93,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2361.83423,2366.972234,5.13800399999991,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.129,0.3014000000000001,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.129, 4.242, 4.3526, 4.4701, 4.5991, 4.7299000000000015]","[4.1651, 4.2812, 4.3927000000000005, 4.5075, 4.6266, 4.7585000000000015]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
94,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2366.98393,2372.104734,5.120804000000135,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1118000000000015,0.28420000000000023,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.1118000000000015, 4.2237, 4.3379, 4.4546, 4.5737000000000005, 4.7037, 4.8303]","[4.146, 4.2599, 4.3684, 4.4879, 4.6006, 4.7109000000000005, 4.8337]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
95,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2372.11623,2377.184434,5.068203999999696,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0592000000000015,0.23160000000000025,aaa,aaa,1,nan,0,0,0,0,-70.0,70.0,"[4.0592000000000015, 4.1731, 4.2814000000000005, 4.3935, 4.5094, 4.6279, 4.7574000000000005, 4.8938000000000015]","[4.0958000000000006, 4.2075000000000005, 4.3127, 4.4283, 4.5413000000000014, 4.6576, 4.772, 4.9159000000000015]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
96,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2377.19593,2384.272934,7.0770040000002155,2.8206,4.0769,1.2563,3.8301,4.0768,0.24670000000000014,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.0768, 4.2139000000000015, 4.3786000000000005, 4.5318000000000005, 4.6955]","[4.1111, 4.2618, 4.4288, 4.5755, 4.7149]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
97,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2384.28183,2389.354134,5.072304000000258,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0633,0.23569999999999958,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0633, 4.1642, 4.2689, 4.3901, 4.5120000000000005, 4.6511000000000005]","[4.0916000000000015, 4.1982, 4.3072, 4.4294, 4.5538, 4.6943]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
98,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2389.36393,2396.430234,7.0663039999999455,2.8206,4.0662,1.2456,3.8301,4.0661000000000005,0.2360000000000002,iaa,iaa,1,nan,0,0,0,0,70.0,-70.0,"[4.0661000000000005, 4.1882, 4.3298000000000005]","[4.1028, 4.23, 4.3793000000000015]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
99,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2396.44013,2401.507234,5.0671040000001994,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0581000000000005,0.23050000000000015,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,"[4.0581000000000005, 4.1663000000000014, 4.2935, 4.4231, 4.5673, 4.7176]","[4.0923, 4.2072, 4.3337, 4.4614, 4.5898, 4.7372000000000005]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
100,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2401.51663,2408.617734,7.10110399999985,2.8206,4.101,1.2803999999999998,3.8301,4.1009,0.27079999999999993,iaa,iaa,1,nan,0,0,0,0,70.0,-70.0,"[4.1009, 4.2563, 4.5524]","[4.1401, 4.3098, 4.6009]","[4.2787000000000015, 4.3933]","[4.3114, 4.4338000000000015]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
101,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,2408.62753,2413.789434,5.161903999999595,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1529,0.32279999999999953,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[],[],"[4.1529, 4.2516, 4.3608, 4.4788000000000014, 4.6103000000000005]","[4.1819999999999995, 4.2934, 4.4106000000000005, 4.5351, 4.6656]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
102,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2413.7993300000003,2418.8910339999998,5.091704000000391,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0827,0.25509999999999966,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.0827, 4.1908, 4.3032, 4.4248, 4.5506, 4.6863]","[4.1163, 4.2272, 4.3429, 4.4587, 4.575, 4.7090000000000005]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
103,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,2418.93003,2426.085034,7.15500400000019,2.8181000000000003,4.1549000000000005,1.3368000000000002,3.8276,4.1548,0.3271999999999995,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,[],[],"[4.1548, 4.2709, 4.4012]","[4.1847, 4.3044, 4.4446]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
104,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2426.09503,2431.255034,5.160003999999844,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.151,0.32339999999999947,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.151, 4.2602, 4.3734, 4.4901, 4.6075, 4.7366, 4.8686]","[4.1854000000000005, 4.2977, 4.4123, 4.5252, 4.6445, 4.7613, 4.8795]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
105,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2431.26473,2438.321634,7.056904000000031,2.8206,4.0568,1.2361999999999997,3.8301,4.0567,0.2265999999999999,iaa,iaa,1,nan,0,0,0,0,70.0,-70.0,"[4.0567, 4.1601, 4.2767, 4.4018000000000015, 4.5427, 4.6915, 4.8379]","[4.0869, 4.1996, 4.3259, 4.4513, 4.5842, 4.7252, 4.8658]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
106,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,2438.33063,2443.408734,5.078104000000167,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.0691000000000015,0.23900000000000032,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[],[],"[4.0691000000000015, 4.1687, 4.2768000000000015, 4.3787, 4.5003, 4.6240000000000006, 4.7475000000000005]","[4.1000000000000005, 4.2009, 4.309, 4.4259, 4.5468, 4.6678000000000015, 4.791]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
107,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2443.41793,2450.480534,7.062603999999737,2.8206,4.0625,1.2418999999999998,3.8301,4.0624,0.23229999999999995,iaa,iaa,1,nan,0,0,0,0,70.0,70.0,"[4.0624, 4.1629000000000005]","[4.0869, 4.2012]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
108,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,2450.48993,2457.561134,7.071203999999852,2.8206,4.0711,1.2505000000000002,3.8301,4.0710000000000015,0.24090000000000034,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,"[4.0710000000000015, 4.1706, 4.3047, 4.8831000000000016]","[4.0846, 4.2036, 4.3176000000000005, 4.8843000000000005]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
109,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,2457.57323,2462.705034,5.131804000000102,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1228,0.2926999999999995,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[],[],"[4.1228, 4.2162000000000015, 4.3139, 4.4215, 4.543, 4.6622, 4.8024, 4.9158, 5.0356000000000005]","[4.1491, 4.2513000000000005, 4.3535, 4.4693000000000005, 4.5885, 4.7108, 4.8409, 4.9574, 5.0772]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
110,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2462.71493,2469.835634,7.120703999999932,2.8181000000000003,4.1206000000000005,1.3025000000000002,3.8276,4.1205,0.2928999999999995,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,[],[],"[4.1205, 4.2328, 4.333]","[4.1463, 4.2557, 4.3683000000000005]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
111,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2469.84613,2474.909534,5.063403999999991,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0544,0.2267999999999999,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.0544, 4.1427000000000005, 4.2509000000000015, 4.36, 4.4792000000000005, 4.5992000000000015, 4.7183, 4.8439000000000005]","[4.0614, 4.1761, 4.2874, 4.3986, 4.5191, 4.6398, 4.7487, 4.8714]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
112,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,2474.91903,2482.069134,7.150103999999828,2.8181000000000003,4.15,1.3319,3.8276,4.1499000000000015,0.32230000000000025,aaa,aaa,1,nan,0,0,0,0,-70.0,70.0,[],[],"[4.1499000000000015, 4.3943]","[4.1769, 4.4363]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
113,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2482.0801300000003,2487.240034,5.159904000000097,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1509,0.32079999999999975,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[4.8432],[4.8851],"[4.1509, 4.2547000000000015, 4.3547, 4.4628000000000005, 4.5887, 4.9939, 5.1155]","[4.1844, 4.2879000000000005, 4.3956, 4.5116000000000005, 4.6293000000000015, 5.0344000000000015, 5.1536]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
114,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2487.24993,2494.3435329999998,7.0936030000002575,2.8206,4.0935000000000015,1.2729000000000013,3.8301,4.0934,0.26329999999999965,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,"[4.0934, 4.2351]","[4.1302, 4.2576]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
115,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,2494.35303,2501.472033,7.119002999999793,2.8181000000000003,4.1189,1.3007999999999997,3.8276,4.1188,0.2911999999999999,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,[],[],[4.1188],[4.1543],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
116,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2501.48473,2506.575234,5.0905039999997825,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.0815,0.2538999999999998,aaa,aaa,1,nan,0,1,0,1,-70.0,-70.0,"[4.0815, 4.1992, 4.3052, 4.4245, 4.5525, 4.6737]","[4.1193, 4.2323, 4.3448, 4.4655000000000005, 4.5869, 4.7086000000000015]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
117,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2506.5875300000002,2511.760534,5.173004000000219,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1640000000000015,0.3339000000000003,iaa,iaa,1,nan,0,0,1,1,70.0,-70.0,[],[],"[4.1640000000000015, 4.2713, 4.3752, 4.4919, 4.6228, 4.7467000000000015, 4.8967, 5.0075]","[4.2019, 4.3085, 4.4192, 4.5461, 4.6694, 4.7993000000000015, 4.9351, 5.0550000000000015]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
118,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2511.76923,2518.835534,7.0663039999999455,2.8206,4.0662,1.2456,3.8301,4.0661000000000005,0.2360000000000002,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,"[4.0661000000000005, 4.1733, 4.3098, 4.4485, 4.6007]","[4.0942, 4.2157, 4.357, 4.4857000000000005, 4.6285]",[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
119,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,2518.84663,2525.970134,7.123504000000139,2.8181000000000003,4.1234,1.3053,3.8276,4.1233,0.2957000000000001,aaa,aaa,1,nan,0,1,0,1,-70.0,70.0,[],[],[4.1233],[4.1575000000000015],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
120,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,2525.98093,2533.116934,7.136003999999957,2.8206,4.1359,1.3153000000000001,3.8301,4.1358000000000015,0.3057000000000003,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,[4.1358000000000015],[4.1715],[],[],0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
121,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,2533.12623,2538.238334,5.112104000000272,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1031,0.27300000000000013,iaa,iaa,1,nan,0,0,0,0,70.0,-70.0,[],[],"[4.1031, 4.2199, 4.327, 4.4461, 4.5699000000000005, 4.7183, 4.8355000000000015, 4.9823]","[4.1408000000000005, 4.2581, 4.3733, 4.4922, 4.6199, 4.7558, 4.8821, 5.0307]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
122,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2538.24893,2545.338934,7.090003999999681,2.8206,4.0899,1.2692999999999999,3.8301,4.0898,0.25970000000000004,iaa,iaa,1,nan,0,0,1,1,70.0,70.0,"[4.0898, 4.1966]","[4.1167, 4.2438]",[4.3718],"[0.0312, 4.4221]",0.0089,0.0089,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0,30,0.5,0.5,0.5,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,004,36000,004,1.8.2,004_stage_training_v5_20240527-114345,2024-05-27,11:43:57.187590,13:36:38.447800
