Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait
311,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1702.999531,1708.249635,5.250103999999965,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.2423,0.4121999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.2423, 4.365600000000001, 4.4621, 4.5681, 4.6783, 4.7967]","[4.299300000000001, 4.405, 4.502400000000001, 4.6128, 4.7233, 4.8404]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
312,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1708.2610309999998,1713.366736,5.1057049999999435,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.0979,0.2677999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0979, 4.198, 4.2986, 4.3963, 4.5037, 4.6292]","[4.1328000000000005, 4.237, 4.3372, 4.4348, 4.5499, 4.671600000000001]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
313,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1713.378431,1718.536035,5.157603999999992,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1498,0.31969999999999965,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1498, 4.2624, 4.3632, 4.4683, 4.577, 4.703]","[4.1953000000000005, 4.3014, 4.4039, 4.5117, 4.6263000000000005, 4.748]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
314,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1718.546931,1723.6522350000002,5.105303999999934,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.0975,0.26739999999999986,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0975, 4.2107, 4.3341]","[4.1423000000000005, 4.2598, 4.3821]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
315,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1723.662631,1729.060436,5.397805000000062,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.3900000000000015,0.5599000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],[4.390000000000001],[4.4476],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
316,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,1729.071231,1736.1805350000006,7.1093040000000665,2.8181000000000003,4.1092,1.2911,3.8276,4.1091000000000015,0.2815000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.109100000000001, 4.2195]","[4.1491, 4.2655]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
317,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,1736.191431,1743.349535,7.158104000000094,2.8206,4.158,1.3374,3.8301,4.1579000000000015,0.3278000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.157900000000001],[4.2136000000000005],[4.6054],[4.6607],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
318,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1743.3604309999994,1748.5218350000002,5.161403999999948,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1536,0.3234999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1536, 4.2647, 4.3682, 4.4744, 4.6012]","[4.2009, 4.3061, 4.4087000000000005, 4.5199, 4.6359]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
319,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1748.532931,1753.6795350000002,5.146604000000028,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1388,0.30869999999999953,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1388, 4.2535, 4.3625, 4.4754000000000005, 4.6019000000000005]","[4.1809, 4.296600000000001, 4.4029, 4.518, 4.6406]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
320,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1753.689931,1758.8362350000002,5.1463040000000975,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1385000000000005,0.30840000000000023,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1385000000000005, 4.2533, 4.3547, 4.4547, 4.560700000000001, 4.6806]","[4.1837, 4.296, 4.3949, 4.4954, 4.6067, 4.7339]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
321,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1758.846631,1764.0183350000002,5.171704000000091,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1641,0.3365,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1641, 4.303100000000001, 4.4305, 4.5461, 4.6618, 4.7715000000000005, 4.9093, 5.0468]","[4.2133, 4.3562, 4.4728, 4.5882000000000005, 4.7041, 4.8194, 4.9381, 5.0938]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
322,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1764.029631,1769.149636,5.120004999999992,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1124,0.2847999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0139, 4.1124, 4.2258, 4.3372, 4.4518, 4.5681, 4.6784, 4.7957]","[0.0268, 4.1444, 4.2651, 4.375, 4.497, 4.611000000000001, 4.7211, 4.8449]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
323,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1769.160631,1776.270435,7.10980399999994,2.8206,4.1097,1.2891,3.8301,4.1096,0.2795000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1096, 4.2401, 4.3821]","[4.1447, 4.290900000000001, 4.4374]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
324,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1776.2826309999994,1781.4159350000002,5.133303999999953,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1257,0.2980999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1257, 4.2472, 4.355300000000001, 4.4649, 4.5692, 4.6863]","[4.1679, 4.2859, 4.3951, 4.5045, 4.614, 4.7352]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
325,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1781.427231,1788.5978350000007,7.1706040000001385,2.8206,4.1705000000000005,1.3499000000000003,3.8301,4.1704,0.3402999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1704, 4.3049]","[4.189, 4.3621]","[4.1738, 4.182, 4.4725]","[4.1801, 4.1837, 4.525]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
326,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1788.608431,1793.8290350000002,5.220603999999868,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.213,0.3853999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.213, 4.3421, 4.4499, 4.5613, 4.6745]","[4.2625, 4.3834, 4.4899, 4.604, 4.727]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
327,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1793.8407309999998,1798.989635,5.148903999999902,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1411,0.3109999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1411, 4.2472, 4.347, 4.4482, 4.5511, 4.6801]","[4.1839, 4.287100000000001, 4.387700000000001, 4.4884, 4.5938, 4.702100000000001]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
328,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1799.000331,1804.150736,5.150405000000092,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1426,0.3124999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1426, 4.2493, 4.3474, 4.4531, 4.5557]","[4.1841, 4.2861, 4.387300000000001, 4.492900000000001, 4.5984]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
329,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,1804.162131,1811.346335,7.1842039999999106,2.8206,4.1841,1.3634999999999995,3.8301,4.184,0.3538999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.184, 4.33, 4.4568]","[4.2337, 4.3827, 4.5027]",[4.7523],[4.766500000000001],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
330,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1811.359431,1816.507535,5.148103999999876,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1405,0.3129,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1405, 4.28]","[4.1935, 4.321000000000001]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
331,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1816.518631,1821.681835,5.163204000000178,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1554,0.3252999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.4111, 4.5334]","[4.4267, 4.6007]","[4.1554, 4.2636, 4.7222, 4.8481000000000005, 4.961]","[4.1963, 4.3026, 4.779100000000001, 4.893800000000001, 5.008500000000001]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
332,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1821.693331,1826.852335,5.159004000000095,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1514,0.3237999999999994,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1514, 4.2833000000000006, 4.4086, 4.5198, 4.6266, 4.7391000000000005]","[4.1969, 4.335100000000001, 4.448, 4.563400000000001, 4.6711, 4.7884]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
333,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1826.863931,1832.007535,5.143603999999868,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.136,0.3083999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.136, 4.2472, 4.3501, 4.4674000000000005, 4.5796, 4.6879, 4.8163]","[4.1748, 4.2805, 4.3956, 4.511, 4.6228, 4.7330000000000005, 4.8505]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
334,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1832.019131,1839.1440350000007,7.124904000000013,2.8206,4.1248000000000005,1.3042000000000002,3.8301,4.1247,0.29459999999999953,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.1247],[4.1656],"[4.2737, 4.4026000000000005]","[4.3277, 4.4567000000000005]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
335,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1839.154431,1844.274936,5.120505000000094,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1127,0.2826,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1127, 4.2239, 4.3627]","[4.1619, 4.274, 4.4068000000000005]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
336,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,1844.287731,1851.457135,7.169404000000213,2.8206,4.1693,1.3486999999999996,3.8301,4.1692,0.3390999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.1692, 4.3342, 4.4896]","[4.2331, 4.4034, 4.542800000000001]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
337,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1851.470131,1856.642135,5.172004000000015,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1642,0.33409999999999984,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1642, 4.2739, 4.3693, 4.4769000000000005, 4.5986]","[4.212000000000001, 4.3143, 4.4154, 4.525, 4.6462]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
338,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,1856.653631,1863.824435,7.170804000000089,2.8181000000000003,4.1707,1.3525999999999998,3.8276,4.1706,0.34299999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.1706, 4.3017]","[4.232200000000001, 4.3548]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
339,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,1863.835032,1871.030635,7.195603000000119,2.8206,4.1955,1.3748999999999998,3.8301,4.1954,0.3653,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.1954],[4.2481],[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
340,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1871.043231,1876.187235,5.144003999999995,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1362000000000005,0.30610000000000026,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1362000000000005, 4.242, 4.3437, 4.449800000000001, 4.5637]","[4.1811, 4.2832, 4.3874, 4.4943, 4.6127]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
341,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1876.203131,1881.355435,5.152303999999958,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1445,0.3143999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1445, 4.2577, 4.3631, 4.4641, 4.5697]","[4.188400000000001, 4.3015, 4.4048, 4.5067, 4.6143]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
342,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1881.370431,1886.541135,5.170703999999887,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1631,0.3354999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1631, 4.2816, 4.3876, 4.5118, 4.6271, 4.7484, 4.8649]","[4.2073, 4.3132, 4.4344, 4.5535000000000005, 4.6736, 4.793200000000001, 4.9129000000000005]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
343,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1886.568631,1891.727735,5.159103999999843,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1513,0.3211999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1513, 4.2596, 4.355700000000001, 4.4551, 4.566]","[4.1969, 4.298900000000001, 4.3951, 4.498200000000001, 4.6113]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
344,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,1891.739031,1898.863535,7.124503999999888,2.8206,4.1244000000000005,1.3038000000000003,3.8301,4.1243,0.2941999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.1243, 4.2634, 4.4055]","[4.1699, 4.3244, 4.4638]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
345,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1898.874231,1904.031035,5.1568039999999655,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1492,0.3216000000000001,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.1492, 4.2652, 4.3704, 4.4805, 4.5872, 4.7012, 4.8196]","[4.1955, 4.3039000000000005, 4.4108, 4.5219000000000005, 4.6309000000000005, 4.7457, 4.8775]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.4,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240404-115810,2024-04-04,11:58:22.114565,12:42:26.978253,0.0
